Lower layer Super Output Areas Code,Sex (2 categories),Observation
E01003418,Female,729
E01003418,Male,713
E01003419,Female,913
E01003419,Male,911
E01003420,Female,774
E01003420,Male,709
E01003421,Female,813
E01003421,Male,781
E01003422,Female,767
E01003422,Male,695
E01003423,Female,839
E01003423,Male,804
E01003424,Female,755
E01003424,Male,778
E01003425,Female,759
E01003425,Male,729
E01003426,Female,879
E01003426,Male,877
E01003427,Female,983
E01003427,Male,993
E01003428,Female,784
E01003428,Male,731
E01003429,Female,822
E01003429,Male,807
E01003430,Female,849
E01003430,Male,826
E01003431,Female,914
E01003431,Male,788
E01003432,Female,911
E01003432,Male,794
E01003433,Female,790
E01003433,Male,805
E01003434,Female,766
E01003434,Male,779
E01003435,Female,1089
E01003435,Male,1037
E01003436,Female,889
E01003436,Male,853
E01003437,Female,1046
E01003437,Male,986
E01003438,Female,936
E01003438,Male,891
E01003439,Female,803
E01003439,Male,787
E01003440,Female,887
E01003440,Male,782
E01003441,Female,961
E01003441,Male,937
E01003442,Female,895
E01003442,Male,786
E01003443,Female,855
E01003443,Male,775
E01003444,Female,855
E01003444,Male,756
E01003445,Female,942
E01003445,Male,866
E01003446,Female,1027
E01003446,Male,937
E01003447,Female,866
E01003447,Male,742
E01003448,Female,1205
E01003448,Male,1096
E01003449,Female,942
E01003449,Male,931
E01003450,Female,909
E01003450,Male,892
E01003451,Female,978
E01003451,Male,964
E01003452,Female,1126
E01003452,Male,1100
E01003453,Female,932
E01003453,Male,905
E01003454,Female,722
E01003454,Male,640
E01003455,Female,860
E01003455,Male,810
E01003456,Female,823
E01003456,Male,775
E01003457,Female,804
E01003457,Male,825
E01003458,Female,893
E01003458,Male,864
E01003459,Female,1166
E01003459,Male,1015
E01003460,Female,746
E01003460,Male,659
E01003461,Female,770
E01003461,Male,678
E01003462,Female,730
E01003462,Male,689
E01003463,Female,787
E01003463,Male,718
E01003464,Female,757
E01003464,Male,632
E01003465,Female,682
E01003465,Male,629
E01003466,Female,892
E01003466,Male,819
E01003467,Female,876
E01003467,Male,890
E01003468,Female,899
E01003468,Male,862
E01003469,Female,853
E01003469,Male,798
E01003470,Female,1013
E01003470,Male,985
E01003471,Female,876
E01003471,Male,847
E01003472,Female,715
E01003472,Male,637
E01003473,Female,767
E01003473,Male,706
E01003474,Female,705
E01003474,Male,650
E01003476,Female,685
E01003476,Male,650
E01003477,Female,803
E01003477,Male,793
E01003478,Female,993
E01003478,Male,918
E01003479,Female,807
E01003479,Male,740
E01003480,Female,1058
E01003480,Male,954
E01003481,Female,730
E01003481,Male,746
E01003483,Female,845
E01003483,Male,809
E01003484,Female,938
E01003484,Male,860
E01003485,Female,878
E01003485,Male,810
E01003486,Female,640
E01003486,Male,566
E01003487,Female,722
E01003487,Male,631
E01003488,Female,1031
E01003488,Male,952
E01003489,Female,1517
E01003489,Male,1476
E01003490,Female,961
E01003490,Male,1033
E01003491,Female,984
E01003491,Male,996
E01003492,Female,993
E01003492,Male,1039
E01003494,Female,1073
E01003494,Male,1043
E01003495,Female,1047
E01003495,Male,1025
E01003496,Female,733
E01003496,Male,607
E01003497,Female,816
E01003497,Male,832
E01003498,Female,928
E01003498,Male,940
E01003499,Female,1232
E01003499,Male,1141
E01003500,Female,1051
E01003500,Male,998
E01003501,Female,1212
E01003501,Male,1143
E01003502,Female,1331
E01003502,Male,1340
E01003503,Female,1394
E01003503,Male,1488
E01003506,Female,742
E01003506,Male,683
E01003507,Female,1154
E01003507,Male,1107
E01003508,Female,1316
E01003508,Male,1242
E01003509,Female,1078
E01003509,Male,986
E01003511,Female,990
E01003511,Male,932
E01003512,Female,1013
E01003512,Male,967
E01003513,Female,807
E01003513,Male,755
E01003514,Female,841
E01003514,Male,817
E01003515,Female,1078
E01003515,Male,1028
E01003516,Female,951
E01003516,Male,937
E01003517,Female,1024
E01003517,Male,860
E01003518,Female,841
E01003518,Male,796
E01003519,Female,806
E01003519,Male,813
E01003520,Female,990
E01003520,Male,993
E01003521,Female,1034
E01003521,Male,1138
E01003522,Female,915
E01003522,Male,936
E01003523,Female,1344
E01003523,Male,1120
E01003524,Female,952
E01003524,Male,978
E01003525,Female,1058
E01003525,Male,1017
E01003526,Female,948
E01003526,Male,932
E01003527,Female,937
E01003527,Male,891
E01003528,Female,729
E01003528,Male,630
E01003529,Female,1127
E01003529,Male,1290
E01003530,Female,929
E01003530,Male,964
E01003531,Female,1091
E01003531,Male,1162
E01003532,Female,1052
E01003532,Male,1257
E01003533,Female,1091
E01003533,Male,1224
E01003534,Female,1118
E01003534,Male,1205
E01003535,Female,966
E01003535,Male,890
E01003536,Female,1064
E01003536,Male,1056
E01003537,Female,1076
E01003537,Male,1085
E01003538,Female,1097
E01003538,Male,1039
E01003539,Female,1270
E01003539,Male,1246
E01003540,Female,1018
E01003540,Male,1013
E01003541,Female,1000
E01003541,Male,1022
E01003542,Female,1147
E01003542,Male,1087
E01003543,Female,1166
E01003543,Male,1167
E01003544,Female,906
E01003544,Male,905
E01003545,Female,910
E01003545,Male,843
E01003546,Female,962
E01003546,Male,826
E01003547,Female,936
E01003547,Male,1019
E01003548,Female,1133
E01003548,Male,1115
E01003549,Female,1069
E01003549,Male,1050
E01003550,Female,901
E01003550,Male,879
E01003551,Female,941
E01003551,Male,889
E01003552,Female,805
E01003552,Male,792
E01003553,Female,1021
E01003553,Male,1000
E01003554,Female,943
E01003554,Male,956
E01003555,Female,948
E01003555,Male,936
E01003556,Female,967
E01003556,Male,1002
E01003557,Female,969
E01003557,Male,987
E01003558,Female,862
E01003558,Male,853
E01003559,Female,1201
E01003559,Male,1190
E01003560,Female,830
E01003560,Male,846
E01003561,Female,854
E01003561,Male,860
E01003562,Female,1017
E01003562,Male,1083
E01003563,Female,1346
E01003563,Male,1274
E01003564,Female,1179
E01003564,Male,1188
E01003565,Female,1053
E01003565,Male,1036
E01003566,Female,943
E01003566,Male,1019
E01003567,Female,960
E01003567,Male,978
E01003568,Female,1165
E01003568,Male,1421
E01003569,Female,1083
E01003569,Male,1382
E01003570,Female,938
E01003570,Male,970
E01003571,Female,1093
E01003571,Male,1185
E01003572,Female,822
E01003572,Male,852
E01003573,Female,1090
E01003573,Male,1241
E01003574,Female,1244
E01003574,Male,1306
E01003575,Female,802
E01003575,Male,857
E01003576,Female,947
E01003576,Male,854
E01003577,Female,1259
E01003577,Male,1128
E01003578,Female,966
E01003578,Male,1028
E01003579,Female,1006
E01003579,Male,981
E01003580,Female,1036
E01003580,Male,966
E01003581,Female,907
E01003581,Male,896
E01003582,Female,833
E01003582,Male,765
E01003583,Female,1039
E01003583,Male,1057
E01003584,Female,947
E01003584,Male,969
E01003585,Female,787
E01003585,Male,842
E01003586,Female,822
E01003586,Male,1011
E01003587,Female,1260
E01003587,Male,1226
E01003588,Female,773
E01003588,Male,787
E01003589,Female,909
E01003589,Male,947
E01003590,Female,868
E01003590,Male,739
E01003591,Female,1107
E01003591,Male,1149
E01003592,Female,936
E01003592,Male,952
E01003593,Female,804
E01003593,Male,704
E01003594,Female,918
E01003594,Male,911
E01003595,Female,960
E01003595,Male,853
E01003596,Female,893
E01003596,Male,824
E01003597,Female,1012
E01003597,Male,1177
E01003598,Female,974
E01003598,Male,920
E01003599,Female,810
E01003599,Male,840
E01003600,Female,815
E01003600,Male,814
E01003601,Female,1149
E01003601,Male,1052
E01003602,Female,1095
E01003602,Male,1091
E01003603,Female,1021
E01003603,Male,919
E01003604,Female,1202
E01003604,Male,1090
E01003605,Female,1039
E01003605,Male,1031
E01003607,Female,1000
E01003607,Male,895
E01003608,Female,1014
E01003608,Male,1020
E01003611,Female,1061
E01003611,Male,900
E01003615,Female,853
E01003615,Male,847
E01003616,Female,896
E01003616,Male,950
E01003618,Female,1076
E01003618,Male,1193
E01003619,Female,1276
E01003619,Male,1207
E01003621,Female,809
E01003621,Male,843
E01003622,Female,890
E01003622,Male,931
E01003623,Female,855
E01003623,Male,900
E01003624,Female,870
E01003624,Male,822
E01003625,Female,856
E01003625,Male,826
E01003626,Female,792
E01003626,Male,890
E01003627,Female,730
E01003627,Male,795
E01003628,Female,806
E01003628,Male,885
E01003629,Female,983
E01003629,Male,964
E01003630,Female,967
E01003630,Male,923
E01003631,Female,950
E01003631,Male,916
E01003632,Female,1205
E01003632,Male,1220
E01003633,Female,957
E01003633,Male,900
E01003634,Female,891
E01003634,Male,860
E01003635,Female,894
E01003635,Male,931
E01003636,Female,1115
E01003636,Male,1082
E01003637,Female,884
E01003637,Male,1005
E01003638,Female,967
E01003638,Male,940
E01003639,Female,1139
E01003639,Male,1117
E01003640,Female,1015
E01003640,Male,943
E01003641,Female,980
E01003641,Male,1055
E01003642,Female,916
E01003642,Male,853
E01003643,Female,1166
E01003643,Male,1109
E01003644,Female,837
E01003644,Male,820
E01003645,Female,1397
E01003645,Male,1390
E01003646,Female,943
E01003646,Male,973
E01003647,Female,1016
E01003647,Male,953
E01003648,Female,775
E01003648,Male,738
E01003649,Female,846
E01003649,Male,830
E01003650,Female,899
E01003650,Male,880
E01003651,Female,769
E01003651,Male,747
E01003652,Female,789
E01003652,Male,826
E01003653,Female,1039
E01003653,Male,1124
E01003654,Female,871
E01003654,Male,831
E01003655,Female,796
E01003655,Male,775
E01003656,Female,810
E01003656,Male,749
E01003657,Female,1135
E01003657,Male,1033
E01003658,Female,886
E01003658,Male,834
E01003659,Female,904
E01003659,Male,852
E01003660,Female,884
E01003660,Male,891
E01003661,Female,1093
E01003661,Male,1132
E01003662,Female,1075
E01003662,Male,1067
E01003663,Female,1020
E01003663,Male,939
E01003664,Female,968
E01003664,Male,943
E01003665,Female,859
E01003665,Male,852
E01003666,Female,1506
E01003666,Male,1397
E01003668,Female,853
E01003668,Male,864
E01003669,Female,774
E01003669,Male,775
E01003670,Female,796
E01003670,Male,736
E01003671,Female,798
E01003671,Male,759
E01003672,Female,905
E01003672,Male,792
E01003673,Female,1026
E01003673,Male,891
E01003674,Female,1189
E01003674,Male,1235
E01003675,Female,851
E01003675,Male,872
E01003676,Female,976
E01003676,Male,965
E01003677,Female,854
E01003677,Male,954
E01003678,Female,837
E01003678,Male,802
E01003679,Female,860
E01003679,Male,899
E01003680,Female,840
E01003680,Male,827
E01003681,Female,1058
E01003681,Male,967
E01003682,Female,910
E01003682,Male,948
E01003683,Female,1069
E01003683,Male,1118
E01003684,Female,935
E01003684,Male,931
E01003685,Female,904
E01003685,Male,1021
E01003686,Female,1009
E01003686,Male,1011
E01003688,Female,890
E01003688,Male,952
E01003689,Female,1067
E01003689,Male,1164
E01003690,Female,1081
E01003690,Male,1074
E01003691,Female,800
E01003691,Male,806
E01003692,Female,860
E01003692,Male,781
E01003693,Female,881
E01003693,Male,823
E01003694,Female,731
E01003694,Male,734
E01003695,Female,723
E01003695,Male,798
E01003696,Female,902
E01003696,Male,880
E01003697,Female,869
E01003697,Male,859
E01003698,Female,766
E01003698,Male,760
E01003699,Female,781
E01003699,Male,773
E01003700,Female,1279
E01003700,Male,1246
E01003701,Female,1075
E01003701,Male,978
E01003702,Female,1188
E01003702,Male,1065
E01003703,Female,1414
E01003703,Male,1237
E01003704,Female,1030
E01003704,Male,1002
E01003705,Female,1257
E01003705,Male,1163
E01003706,Female,886
E01003706,Male,816
E01003707,Female,754
E01003707,Male,775
E01003708,Female,1118
E01003708,Male,946
E01003709,Female,892
E01003709,Male,880
E01003710,Female,772
E01003710,Male,748
E01003711,Female,1006
E01003711,Male,906
E01003712,Female,765
E01003712,Male,735
E01003713,Female,943
E01003713,Male,941
E01003714,Female,1186
E01003714,Male,1238
E01003715,Female,1037
E01003715,Male,1179
E01003716,Female,860
E01003716,Male,959
E01003718,Female,1030
E01003718,Male,973
E01003719,Female,1191
E01003719,Male,1213
E01003720,Female,999
E01003720,Male,923
E01003721,Female,981
E01003721,Male,914
E01003722,Female,1239
E01003722,Male,1179
E01003723,Female,1037
E01003723,Male,878
E01003724,Female,747
E01003724,Male,735
E01003725,Female,959
E01003725,Male,802
E01003726,Female,1290
E01003726,Male,1237
E01003727,Female,910
E01003727,Male,871
E01003729,Female,896
E01003729,Male,877
E01003730,Female,884
E01003730,Male,954
E01003731,Female,704
E01003731,Male,707
E01003732,Female,939
E01003732,Male,893
E01003733,Female,920
E01003733,Male,918
E01003734,Female,903
E01003734,Male,933
E01003735,Female,1107
E01003735,Male,1002
E01003736,Female,917
E01003736,Male,1120
E01003737,Female,1399
E01003737,Male,1574
E01003738,Female,1218
E01003738,Male,1160
E01003739,Female,1240
E01003739,Male,1156
E01003740,Female,1110
E01003740,Male,1112
E01003741,Female,1074
E01003741,Male,973
E01003742,Female,1117
E01003742,Male,1257
E01003743,Female,955
E01003743,Male,947
E01003744,Female,742
E01003744,Male,711
E01003745,Female,715
E01003745,Male,697
E01003746,Female,837
E01003746,Male,782
E01003747,Female,701
E01003747,Male,660
E01003748,Female,841
E01003748,Male,795
E01003749,Female,887
E01003749,Male,878
E01003750,Female,954
E01003750,Male,960
E01003751,Female,1149
E01003751,Male,1125
E01003752,Female,1421
E01003752,Male,1351
E01003753,Female,977
E01003753,Male,1010
E01003754,Female,868
E01003754,Male,851
E01003755,Female,1147
E01003755,Male,1266
E01003756,Female,1252
E01003756,Male,1244
E01003757,Female,1070
E01003757,Male,1073
E01003759,Female,809
E01003759,Male,777
E01003760,Female,960
E01003760,Male,935
E01003761,Female,947
E01003761,Male,877
E01003762,Female,867
E01003762,Male,862
E01003763,Female,1020
E01003763,Male,990
E01003764,Female,1116
E01003764,Male,989
E01003765,Female,1029
E01003765,Male,910
E01003766,Female,1049
E01003766,Male,1126
E01003767,Female,1036
E01003767,Male,1160
E01003768,Female,922
E01003768,Male,997
E01003769,Female,929
E01003769,Male,949
E01003770,Female,1477
E01003770,Male,1409
E01003771,Female,891
E01003771,Male,902
E01003772,Female,905
E01003772,Male,911
E01003773,Female,945
E01003773,Male,882
E01003774,Female,1011
E01003774,Male,923
E01003775,Female,878
E01003775,Male,780
E01003776,Female,969
E01003776,Male,766
E01003777,Female,984
E01003777,Male,840
E01003778,Female,1019
E01003778,Male,924
E01003779,Female,855
E01003779,Male,793
E01003780,Female,794
E01003780,Male,770
E01003781,Female,1007
E01003781,Male,1011
E01003782,Female,839
E01003782,Male,901
E01003783,Female,1268
E01003783,Male,1261
E01003784,Female,1011
E01003784,Male,996
E01003785,Female,1042
E01003785,Male,1004
E01003786,Female,824
E01003786,Male,812
E01003787,Female,750
E01003787,Male,895
E01003788,Female,919
E01003788,Male,916
E01003789,Female,744
E01003789,Male,682
E01003790,Female,778
E01003790,Male,720
E01003791,Female,752
E01003791,Male,749
E01003792,Female,712
E01003792,Male,711
E01003793,Female,834
E01003793,Male,748
E01003794,Female,798
E01003794,Male,751
E01003795,Female,614
E01003795,Male,621
E01003796,Female,811
E01003796,Male,769
E01003797,Female,773
E01003797,Male,652
E01003798,Female,720
E01003798,Male,686
E01003799,Female,804
E01003799,Male,769
E01003800,Female,843
E01003800,Male,660
E01003801,Female,640
E01003801,Male,641
E01003802,Female,689
E01003802,Male,698
E01003803,Female,830
E01003803,Male,725
E01003804,Female,980
E01003804,Male,924
E01003805,Female,880
E01003805,Male,847
E01003806,Female,742
E01003806,Male,729
E01003807,Female,1031
E01003807,Male,936
E01003808,Female,1028
E01003808,Male,862
E01003809,Female,867
E01003809,Male,844
E01003810,Female,811
E01003810,Male,819
E01003811,Female,960
E01003811,Male,881
E01003812,Female,964
E01003812,Male,892
E01003813,Female,823
E01003813,Male,795
E01003814,Female,951
E01003814,Male,835
E01003815,Female,1059
E01003815,Male,929
E01003816,Female,892
E01003816,Male,847
E01003817,Female,1058
E01003817,Male,929
E01003818,Female,837
E01003818,Male,770
E01003819,Female,928
E01003819,Male,845
E01003820,Female,1057
E01003820,Male,974
E01003821,Female,851
E01003821,Male,840
E01003822,Female,773
E01003822,Male,704
E01003823,Female,896
E01003823,Male,805
E01003824,Female,811
E01003824,Male,819
E01003825,Female,882
E01003825,Male,892
E01003826,Female,937
E01003826,Male,845
E01003827,Female,989
E01003827,Male,945
E01003828,Female,794
E01003828,Male,733
E01003829,Female,901
E01003829,Male,789
E01003830,Female,963
E01003830,Male,895
E01003831,Female,878
E01003831,Male,803
E01003832,Female,752
E01003832,Male,735
E01003833,Female,778
E01003833,Male,695
E01003834,Female,811
E01003834,Male,789
E01003835,Female,825
E01003835,Male,819
E01003836,Female,708
E01003836,Male,673
E01003837,Female,1020
E01003837,Male,1038
E01003838,Female,909
E01003838,Male,881
E01003839,Female,1216
E01003839,Male,1066
E01003840,Female,943
E01003840,Male,883
E01003841,Female,1077
E01003841,Male,1084
E01003842,Female,865
E01003842,Male,851
E01003843,Female,1154
E01003843,Male,1061
E01003844,Female,755
E01003844,Male,707
E01003845,Female,868
E01003845,Male,839
E01003846,Female,899
E01003846,Male,810
E01003847,Female,882
E01003847,Male,810
E01003848,Female,1011
E01003848,Male,894
E01003849,Female,820
E01003849,Male,711
E01003851,Female,852
E01003851,Male,750
E01003852,Female,676
E01003852,Male,684
E01003853,Female,794
E01003853,Male,638
E01003854,Female,754
E01003854,Male,662
E01003855,Female,1031
E01003855,Male,899
E01003856,Female,904
E01003856,Male,786
E01003857,Female,991
E01003857,Male,893
E01003858,Female,879
E01003858,Male,779
E01003859,Female,810
E01003859,Male,813
E01003860,Female,854
E01003860,Male,862
E01003861,Female,1005
E01003861,Male,950
E01003862,Female,1018
E01003862,Male,912
E01003863,Female,769
