Lower layer Super Output Areas Code,Sex (2 categories),Observation
E01002706,Male,967
E01002707,Female,884
E01002707,Male,937
E01002708,Female,1148
E01002708,Male,969
E01002709,Female,922
E01002709,Male,763
E01002710,Female,903
E01002710,Male,696
E01002711,Female,1065
E01002711,Male,964
E01002712,Female,752
E01002712,Male,626
E01002713,Female,1182
E01002713,Male,1633
E01002714,Female,777
E01002714,Male,762
E01002715,Female,923
E01002715,Male,762
E01002716,Female,1244
E01002716,Male,1016
E01002717,Female,635
E01002717,Male,572
E01002718,Female,799
E01002718,Male,778
E01002719,Female,762
E01002719,Male,728
E01002720,Female,1193
E01002720,Male,930
E01002721,Female,885
E01002721,Male,750
E01002722,Female,770
E01002722,Male,675
E01002723,Female,852
E01002723,Male,788
E01002724,Female,965
E01002724,Male,958
E01002725,Female,699
E01002725,Male,660
E01002726,Female,932
E01002726,Male,779
E01002727,Female,791
E01002727,Male,723
E01002728,Female,715
E01002728,Male,602
E01002729,Female,799
E01002729,Male,698
E01002730,Female,885
E01002730,Male,870
E01002732,Female,917
E01002732,Male,890
E01002733,Female,723
E01002733,Male,720
E01002734,Female,1288
E01002734,Male,1078
E01002735,Female,1610
E01002735,Male,1347
E01002736,Female,784
E01002736,Male,693
E01002737,Female,1006
E01002737,Male,940
E01002738,Female,982
E01002738,Male,891
E01002739,Female,974
E01002739,Male,865
E01002740,Female,1232
E01002740,Male,1028
E01002741,Female,795
E01002741,Male,738
E01002742,Female,1069
E01002742,Male,931
E01002743,Female,790
E01002743,Male,735
E01002744,Female,655
E01002744,Male,658
E01002745,Female,739
E01002745,Male,673
E01002747,Female,812
E01002747,Male,745
E01002748,Female,865
E01002748,Male,789
E01002749,Female,815
E01002749,Male,711
E01002751,Female,976
E01002751,Male,861
E01002752,Female,863
E01002752,Male,758
E01002753,Female,782
E01002753,Male,665
E01002754,Female,835
E01002754,Male,714
E01002755,Female,698
E01002755,Male,621
E01002756,Female,676
E01002756,Male,638
E01002757,Female,773
E01002757,Male,676
E01002758,Female,956
E01002758,Male,780
E01002759,Female,824
E01002759,Male,680
E01002760,Female,951
E01002760,Male,785
E01002762,Female,956
E01002762,Male,916
E01002763,Female,673
E01002763,Male,629
E01002764,Female,973
E01002764,Male,843
E01002765,Female,1522
E01002765,Male,1334
E01002766,Female,1135
E01002766,Male,1047
E01002767,Female,1177
E01002767,Male,975
E01002768,Female,887
E01002768,Male,724
E01002769,Female,949
E01002769,Male,907
E01002770,Female,975
E01002770,Male,871
E01002771,Female,859
E01002771,Male,685
E01002772,Female,951
E01002772,Male,935
E01002773,Female,820
E01002773,Male,825
E01002774,Female,1168
E01002774,Male,971
E01002775,Female,752
E01002775,Male,656
E01002776,Female,1016
E01002776,Male,843
E01002777,Female,892
E01002777,Male,786
E01002778,Female,1003
E01002778,Male,937
E01002779,Female,921
E01002779,Male,831
E01002780,Female,886
E01002780,Male,813
E01002781,Female,901
E01002781,Male,840
E01002782,Female,768
E01002782,Male,664
E01002783,Female,866
E01002783,Male,835
E01002784,Female,893
E01002784,Male,862
E01002785,Female,947
E01002785,Male,914
E01002786,Female,1039
E01002786,Male,900
E01002787,Female,752
E01002787,Male,719
E01002788,Female,932
E01002788,Male,890
E01002789,Female,978
E01002789,Male,869
E01002790,Female,720
E01002790,Male,692
E01002791,Female,1022
E01002791,Male,839
E01002792,Female,987
E01002792,Male,858
E01002793,Female,991
E01002793,Male,854
E01002794,Female,1072
E01002794,Male,968
E01002795,Female,1040
E01002795,Male,896
E01002796,Female,542
E01002796,Male,567
E01002797,Female,953
E01002797,Male,871
E01002798,Female,959
E01002798,Male,1018
E01002799,Female,1004
E01002799,Male,904
E01002800,Female,882
E01002800,Male,887
E01002801,Female,748
E01002801,Male,712
E01002802,Female,957
E01002802,Male,894
E01002804,Female,842
E01002804,Male,697
E01002805,Female,740
E01002805,Male,693
E01002806,Female,893
E01002806,Male,753
E01002807,Female,913
E01002807,Male,792
E01002808,Female,1020
E01002808,Male,893
E01002809,Female,914
E01002809,Male,784
E01002810,Female,935
E01002810,Male,813
E01002811,Female,893
E01002811,Male,850
E01002812,Female,763
E01002812,Male,739
E01002813,Female,787
E01002813,Male,697
E01002814,Female,1159
E01002814,Male,1071
E01002815,Female,640
E01002815,Male,521
E01002816,Female,588
E01002816,Male,468
E01002817,Female,726
E01002817,Male,620
E01002818,Female,702
E01002818,Male,683
E01002819,Female,575
E01002819,Male,513
E01002821,Female,576
E01002821,Male,505
E01002823,Female,662
E01002823,Male,562
E01002824,Female,646
E01002824,Male,583
E01002825,Female,940
E01002825,Male,845
E01002826,Female,678
E01002826,Male,578
E01002827,Female,902
E01002827,Male,813
E01002828,Female,602
E01002828,Male,588
E01002829,Female,700
E01002829,Male,691
E01002830,Female,865
E01002830,Male,859
E01002831,Female,883
E01002831,Male,835
E01002832,Female,924
E01002832,Male,708
E01002833,Female,653
E01002833,Male,559
E01002834,Female,670
E01002834,Male,573
E01002835,Female,729
E01002835,Male,681
E01002836,Female,684
E01002836,Male,626
E01002837,Female,552
E01002837,Male,493
E01002839,Female,775
E01002839,Male,764
E01002840,Female,580
E01002840,Male,463
E01002841,Female,654
E01002841,Male,564
E01002842,Female,568
E01002842,Male,447
E01002843,Female,722
E01002843,Male,576
E01002844,Female,621
E01002844,Male,526
E01002845,Female,619
E01002845,Male,550
E01002846,Female,690
E01002846,Male,600
E01002847,Female,711
E01002847,Male,682
E01002848,Female,679
E01002848,Male,572
E01002849,Female,758
E01002849,Male,784
E01002850,Female,639
E01002850,Male,766
E01002851,Female,737
E01002851,Male,601
E01002852,Female,1190
E01002852,Male,1023
E01002853,Female,670
E01002853,Male,760
E01002854,Female,618
E01002854,Male,485
E01002855,Female,836
E01002855,Male,756
E01002856,Female,781
E01002856,Male,649
E01002857,Female,656
E01002857,Male,719
E01002858,Female,747
E01002858,Male,576
E01002859,Female,676
E01002859,Male,573
E01002860,Female,599
E01002860,Male,545
E01002861,Female,682
E01002861,Male,574
E01002862,Female,650
E01002862,Male,439
E01002863,Female,599
E01002863,Male,518
E01002864,Female,798
E01002864,Male,682
E01002865,Female,741
E01002865,Male,708
E01002866,Female,997
E01002866,Male,835
E01002867,Female,965
E01002867,Male,715
E01002868,Female,714
E01002868,Male,641
E01002869,Female,981
E01002869,Male,760
E01002870,Female,801
E01002870,Male,793
E01002871,Female,770
E01002871,Male,693
E01002872,Female,729
E01002872,Male,620
E01002873,Female,695
E01002873,Male,666
E01002874,Female,619
E01002874,Male,515
E01002875,Female,698
E01002875,Male,561
E01002876,Female,1038
E01002876,Male,794
E01002877,Female,1177
E01002877,Male,1009
E01002878,Female,728
E01002878,Male,719
E01002879,Female,992
E01002879,Male,953
E01002880,Female,573
E01002880,Male,571
E01002881,Female,706
E01002881,Male,655
E01002882,Female,601
E01002882,Male,445
E01002883,Female,795
E01002883,Male,681
E01002884,Female,825
E01002884,Male,559
E01002885,Female,711
E01002885,Male,607
E01002886,Female,690
E01002886,Male,629
E01002887,Female,556
E01002887,Male,488
E01002888,Female,808
E01002888,Male,754
E01002889,Female,857
E01002889,Male,701
E01002890,Female,759
E01002890,Male,639
E01002891,Female,623
E01002891,Male,561
E01002892,Female,656
E01002892,Male,634
E01002893,Female,795
E01002893,Male,784
E01002894,Female,650
E01002894,Male,669
E01002896,Female,803
E01002896,Male,784
E01002897,Female,774
E01002897,Male,717
E01002898,Female,883
E01002898,Male,784
E01002899,Female,690
E01002899,Male,558
E01002900,Female,1178
E01002900,Male,512
E01002901,Female,427
E01002901,Male,615
E01002902,Female,654
E01002902,Male,572
E01002903,Female,693
E01002903,Male,583
E01002904,Female,681
E01002904,Male,614
E01002905,Female,864
E01002905,Male,808
E01002906,Female,932
E01002906,Male,820
E01002907,Female,719
E01002907,Male,566
E01002908,Female,725
E01002908,Male,669
E01002909,Female,1125
E01002909,Male,1009
E01002910,Female,820
E01002910,Male,549
E01002911,Female,716
E01002911,Male,569
E01002912,Female,827
E01002912,Male,654
E01002913,Female,940
E01002913,Male,821
E01002914,Female,678
E01002914,Male,516
E01002915,Female,716
E01002915,Male,678
E01002916,Female,768
E01002916,Male,710
E01002917,Female,717
E01002917,Male,712
E01002918,Female,919
E01002918,Male,872
E01002919,Female,1022
E01002919,Male,968
E01002920,Female,825
E01002920,Male,768
E01002921,Female,854
E01002921,Male,872
E01002922,Female,829
E01002922,Male,810
E01002923,Female,851
E01002923,Male,821
E01002924,Female,776
E01002924,Male,770
E01002925,Female,806
E01002925,Male,765
E01002926,Female,797
E01002926,Male,809
E01002927,Female,872
E01002927,Male,809
E01002928,Female,1035
E01002928,Male,911
E01002929,Female,861
E01002929,Male,835
E01002930,Female,1033
E01002930,Male,934
E01002931,Female,1053
E01002931,Male,960
E01002932,Female,1108
E01002932,Male,938
E01002933,Female,1058
E01002933,Male,981
E01002934,Female,983
E01002934,Male,917
E01002935,Female,994
E01002935,Male,906
E01002937,Female,937
E01002937,Male,888
E01002938,Female,1004
E01002938,Male,996
E01002939,Female,850
E01002939,Male,798
E01002940,Female,875
E01002940,Male,798
E01002941,Female,862
E01002941,Male,787
E01002942,Female,701
E01002942,Male,700
E01002943,Female,752
E01002943,Male,725
E01002944,Female,684
E01002944,Male,650
E01002945,Female,800
E01002945,Male,773
E01002946,Female,778
E01002946,Male,730
E01002947,Female,830
E01002947,Male,814
E01002948,Female,1155
E01002948,Male,1056
E01002949,Female,937
E01002949,Male,911
E01002950,Female,892
E01002950,Male,762
E01002951,Female,789
E01002951,Male,713
E01002952,Female,737
E01002952,Male,657
E01002953,Female,729
E01002953,Male,604
E01002954,Female,749
E01002954,Male,622
E01002955,Female,778
E01002955,Male,723
E01002956,Female,727
E01002956,Male,664
E01002957,Female,875
E01002957,Male,712
E01002958,Female,892
E01002958,Male,846
E01002959,Female,711
E01002959,Male,678
E01002960,Female,810
E01002960,Male,781
E01002961,Female,898
E01002961,Male,856
E01002962,Female,841
E01002962,Male,771
E01002963,Female,965
E01002963,Male,881
E01002964,Female,1354
E01002964,Male,1160
E01002965,Female,1324
E01002965,Male,1197
E01002966,Female,1011
E01002966,Male,970
E01002967,Female,962
E01002967,Male,898
E01002968,Female,1544
E01002968,Male,1364
E01002969,Female,1016
E01002969,Male,876
E01002970,Female,911
E01002970,Male,897
E01002971,Female,926
E01002971,Male,874
E01002972,Female,1107
E01002972,Male,943
E01002973,Female,839
E01002973,Male,740
E01002974,Female,1080
E01002974,Male,978
E01002975,Female,741
E01002975,Male,749
E01002976,Female,877
E01002976,Male,835
E01002977,Female,863
E01002977,Male,836
E01002978,Female,970
E01002978,Male,887
E01002979,Female,785
E01002979,Male,744
E01002980,Female,698
E01002980,Male,709
E01002981,Female,821
E01002981,Male,782
E01002982,Female,786
E01002982,Male,699
E01002983,Female,834
E01002983,Male,835
E01002984,Female,734
E01002984,Male,697
E01002985,Female,920
E01002985,Male,800
E01002986,Female,699
E01002986,Male,671
E01002987,Female,953
E01002987,Male,942
E01002988,Female,870
E01002988,Male,808
E01002989,Female,967
E01002989,Male,933
E01002990,Female,871
E01002990,Male,837
E01002991,Female,794
E01002991,Male,770
E01002992,Female,910
E01002992,Male,658
E01002993,Female,821
E01002993,Male,755
E01002994,Female,809
E01002994,Male,698
E01002995,Female,831
E01002995,Male,768
E01002996,Female,794
E01002996,Male,751
E01002997,Female,756
E01002997,Male,766
E01002998,Female,855
E01002998,Male,757
E01002999,Female,809
E01002999,Male,726
E01003000,Female,950
E01003000,Male,920
E01003001,Female,976
E01003001,Male,940
E01003002,Female,1001
E01003002,Male,906
E01003003,Female,878
E01003003,Male,849
E01003004,Female,861
E01003004,Male,783
E01003005,Female,805
E01003005,Male,736
E01003006,Female,799
E01003006,Male,724
E01003007,Female,826
E01003007,Male,800
E01003008,Female,766
E01003008,Male,681
E01003009,Female,1047
E01003009,Male,1009
E01003010,Female,740
E01003010,Male,701
E01003011,Female,884
E01003011,Male,809
E01003013,Female,1021
E01003013,Male,926
E01003014,Female,771
E01003014,Male,733
E01003015,Female,924
E01003015,Male,799
E01003016,Female,657
E01003016,Male,546
E01003017,Female,777
E01003017,Male,854
E01003018,Female,1042
E01003018,Male,977
E01003019,Female,1041
E01003019,Male,994
E01003020,Female,981
E01003020,Male,840
E01003021,Female,800
E01003021,Male,1354
E01003022,Female,824
E01003022,Male,795
E01003023,Female,1415
E01003023,Male,1180
E01003024,Female,983
E01003024,Male,858
E01003025,Female,1102
E01003025,Male,946
E01003026,Female,811
E01003026,Male,690
E01003027,Female,719
E01003027,Male,677
E01003028,Female,746
E01003028,Male,733
E01003029,Female,926
E01003029,Male,901
E01003030,Female,881
E01003030,Male,841
E01003031,Female,863
E01003031,Male,711
E01003032,Female,904
E01003032,Male,817
E01003033,Female,830
E01003033,Male,788
E01003034,Female,843
E01003034,Male,799
E01003035,Female,861
E01003035,Male,826
E01003036,Female,866
E01003036,Male,893
E01003037,Female,744
E01003037,Male,698
E01003038,Female,873
E01003038,Male,829
E01003039,Female,1025
E01003039,Male,1017
E01003040,Female,646
E01003040,Male,599
E01003041,Female,864
E01003041,Male,656
E01003042,Female,596
E01003042,Male,511
E01003043,Female,855
E01003043,Male,763
E01003044,Female,760
E01003044,Male,651
E01003045,Female,1030
E01003045,Male,960
E01003046,Female,843
E01003046,Male,837
E01003047,Female,924
E01003047,Male,865
E01003048,Female,1014
E01003048,Male,899
E01003049,Female,944
E01003049,Male,824
E01003050,Female,821
E01003050,Male,764
E01003051,Female,1039
E01003051,Male,1060
E01003052,Female,1165
E01003052,Male,1061
E01003053,Female,847
E01003053,Male,827
E01003054,Female,1126
E01003054,Male,1065
E01003055,Female,782
E01003055,Male,818
E01003056,Female,862
E01003056,Male,845
E01003057,Female,911
E01003057,Male,794
E01003058,Female,1022
E01003058,Male,960
E01003059,Female,1049
E01003059,Male,1167
E01003060,Female,913
E01003060,Male,783
E01003061,Female,660
E01003061,Male,669
E01003062,Female,978
E01003062,Male,856
E01003063,Female,725
E01003063,Male,637
E01003064,Female,781
E01003064,Male,683
E01003065,Female,942
E01003065,Male,731
E01003066,Female,1007
E01003066,Male,881
E01003067,Female,802
E01003067,Male,753
E01003068,Female,829
E01003068,Male,747
E01003069,Female,740
E01003069,Male,628
E01003070,Female,807
E01003070,Male,740
E01003071,Female,1232
E01003071,Male,1094
E01003072,Female,913
E01003072,Male,824
E01003073,Female,833
E01003073,Male,767
E01003074,Female,1183
E01003074,Male,1175
E01003075,Female,958
E01003075,Male,758
E01003076,Female,1367
E01003076,Male,1334
E01003077,Female,979
E01003077,Male,881
E01003078,Female,846
E01003078,Male,780
E01003079,Female,880
E01003079,Male,801
E01003080,Female,889
E01003080,Male,792
E01003081,Female,928
E01003081,Male,929
E01003082,Female,750
E01003082,Male,625
E01003083,Female,788
E01003083,Male,753
E01003084,Female,816
E01003084,Male,691
E01003085,Female,951
E01003085,Male,842
E01003086,Female,846
E01003086,Male,711
E01003087,Female,910
E01003087,Male,734
E01003088,Female,804
E01003088,Male,784
E01003089,Female,977
E01003089,Male,958
E01003090,Female,1192
E01003090,Male,1195
E01003091,Female,862
E01003091,Male,849
E01003092,Female,1198
E01003092,Male,1153
E01003093,Female,1273
E01003093,Male,1024
E01003094,Female,798
E01003094,Male,684
E01003095,Female,835
E01003095,Male,805
E01003096,Female,1086
E01003096,Male,1008
E01003097,Female,748
E01003097,Male,810
E01003098,Female,749
E01003098,Male,736
E01003099,Female,806
E01003099,Male,895
E01003100,Female,904
E01003100,Male,1110
E01003101,Female,734
E01003101,Male,698
E01003102,Female,792
E01003102,Male,913
E01003104,Female,867
E01003104,Male,866
E01003105,Female,871
E01003105,Male,835
E01003106,Female,1071
E01003106,Male,1064
E01003107,Female,847
E01003107,Male,1004
E01003108,Female,793
E01003108,Male,761
E01003110,Female,1000
E01003110,Male,1050
E01003111,Female,1066
E01003111,Male,914
E01003112,Female,879
E01003112,Male,917
E01003113,Female,959
E01003113,Male,837
E01003114,Female,1176
E01003114,Male,1248
E01003115,Female,869
E01003115,Male,750
E01003116,Female,926
E01003116,Male,859
E01003117,Female,988
E01003117,Male,863
E01003118,Female,983
E01003118,Male,880
E01003119,Female,1055
E01003119,Male,1011
E01003120,Female,1168
E01003120,Male,1245
E01003121,Female,850
E01003121,Male,719
E01003122,Female,917
E01003122,Male,988
E01003123,Female,758
E01003123,Male,839
E01003124,Female,695
E01003124,Male,658
E01003125,Female,966
E01003125,Male,816
E01003126,Female,829
E01003126,Male,837
E01003127,Female,1079
E01003127,Male,1013
E01003128,Female,851
E01003128,Male,790
E01003129,Female,894
E01003129,Male,903
E01003130,Female,949
E01003130,Male,918
E01003131,Female,1094
E01003131,Male,1056
E01003132,Female,798
E01003132,Male,652
E01003133,Female,865
E01003133,Male,791
E01003134,Female,836
E01003134,Male,761
E01003135,Female,968
E01003135,Male,962
E01003136,Female,857
E01003136,Male,802
E01003137,Female,808
E01003137,Male,773
E01003138,Female,760
E01003138,Male,714
E01003139,Female,764
E01003139,Male,765
E01003140,Female,778
E01003140,Male,729
E01003141,Female,952
E01003141,Male,893
E01003142,Female,694
E01003142,Male,680
E01003143,Female,786
E01003143,Male,714
E01003144,Female,751
E01003144,Male,798
E01003145,Female,851
E01003145,Male,803
E01003146,Female,853
E01003146,Male,796
E01003147,Female,1101
E01003147,Male,972
E01003148,Female,970
E01003148,Male,867
E01003149,Female,883
E01003149,Male,873
E01003150,Female,1027
E01003150,Male,918
E01003151,Female,1009
E01003151,Male,945
E01003152,Female,996
E01003152,Male,910
E01003153,Female,1163
E01003153,Male,1009
E01003154,Female,1040
E01003154,Male,953
E01003155,Female,911
E01003155,Male,917
E01003156,Female,835
E01003156,Male,762
E01003157,Female,842
E01003157,Male,740
E01003158,Female,864
E01003158,Male,760
E01003159,Female,880
E01003159,Male,894
E01003160,Female,729
E01003160,Male,720
E01003161,Female,711
E01003161,Male,606
E01003162,Female,952
E01003162,Male,906
E01003163,Female,842
E01003163,Male,756
E01003164,Female,1179
E01003164,Male,1068
E01003165,Female,854
E01003165,Male,790
E01003166,Female,1385
E01003166,Male,1181
E01003167,Female,913
E01003167,Male,847
E01003168,Female,898
E01003168,Male,760
E01003169,Female,1204
E01003169,Male,1149
E01003170,Female,1003
E01003170,Male,904
E01003171,Female,828
E01003171,Male,817
E01003172,Female,1032
E01003172,Male,913
E01003173,Female,905
E01003173,Male,729
E01003174,Female,1101
E01003174,Male,937
E01003175,Female,902
E01003175,Male,673
E01003176,Female,1034
E01003176,Male,895
E01003177,Female,848
E01003177,Male,755
E01003178,Female,768
E01003178,Male,733
E01003179,Female,871
E01003179,Male,749
E01003180,Female,835
E01003180,Male,765
E01003181,Female,814
E01003181,Male,705
E01003182,Female,918
E01003182,Male,869
E01003183,Female,826
E01003183,Male,778
E01003184,Female,702
E01003184,Male,720
E01003185,Female,952
E01003185,Male,978
E01003186,Female,1154
E01003186,Male,1286
E01003187,Female,1167
E01003187,Male,1150
E01003188,Female,666
E01003188,Male,600
E01003189,Female,910
E01003189,Male,857
E01003190,Female,1299
E01003190,Male,1020
E01003191,Female,870
E01003191,Male,789
E01003192,Female,900
E01003192,Male,889
E01003193,Female,992
E01003193,Male,807
E01003194,Female,951
E01003194,Male,816
E01003195,Female,790
E01003195,Male,696
E01003196,Female,890
E01003196,Male,869
E01003197,Female,835
E01003197,Male,820
E01003198,Female,797
E01003198,Male,697
E01003199,Female,1039
E01003199,Male,932
E01003200,Female,743
E01003200,Male,732
E01003201,Female,891
E01003201,Male,789
E01003202,Female,874
E01003202,Male,684
E01003203,Female,1029
E01003203,Male,937
E01003204,Female,867
E01003204,Male,745
E01003205,Female,724
E01003205,Male,667
E01003206,Female,695
E01003206,Male,714
E01003207,Female,1213
E01003207,Male,1120
E01003209,Female,1050
E01003209,Male,847
E01003210,Female,944
E01003210,Male,830
E01003211,Female,794
E01003211,Male,763
E01003212,Female,1033
E01003212,Male,978
E01003213,Female,1072
E01003213,Male,892
E01003214,Female,959
E01003214,Male,822
E01003215,Female,1058
E01003215,Male,833
E01003216,Female,832
E01003216,Male,840
E01003217,Female,1010
E01003217,Male,920
E01003218,Female,817
E01003218,Male,734
E01003219,Female,962
E01003219,Male,761
E01003220,Female,840
E01003220,Male,828
E01003221,Female,1128
E01003221,Male,1032
E01003222,Female,808
E01003222,Male,765
E01003223,Female,860
E01003223,Male,795
E01003224,Female,910
E01003224,Male,822
E01003225,Female,809
E01003225,Male,785
E01003226,Female,960
E01003226,Male,878
E01003227,Female,847
E01003227,Male,792
E01003228,Female,837
E01003228,Male,741
E01003229,Female,905
E01003229,Male,783
E01003230,Female,1048
E01003230,Male,949
E01003231,Female,837
E01003231,Male,714
E01003232,Female,899
E01003232,Male,806
E01003233,Female,976
E01003233,Male,861
E01003235,Female,730
E01003235,Male,692
E01003236,Female,946
E01003236,Male,743
E01003237,Female,880
E01003237,Male,809
E01003238,Female,783
E01003238,Male,697
E01003239,Female,841
E01003239,Male,771
E01003240,Female,1021
E01003240,Male,976
E01003241,Female,848
E01003241,Male,741
E01003243,Female,800
E01003243,Male,709
E01003244,Female,965
E01003244,Male,937
E01003245,Female,1102
E01003245,Male,891
E01003246,Female,1245
E01003246,Male,1166
E01003247,Female,1057
E01003247,Male,1046
E01003248,Female,858
E01003248,Male,783
E01003249,Female,1066
E01003249,Male,991
E01003251,Female,938
E01003251,Male,796
E01003252,Female,862
E01003252,Male,717
E01003253,Female,750
E01003253,Male,672
E01003254,Female,746
E01003254,Male,692
E01003255,Female,1046
E01003255,Male,944
E01003256,Female,1103
E01003256,Male,1031
E01003257,Female,843
E01003257,Male,758
E01003258,Female,829
E01003258,Male,718
E01003259,Female,940
E01003259,Male,813
E01003260,Female,841
E01003260,Male,820
E01003261,Female,811
E01003261,Male,715
E01003262,Female,779
E01003262,Male,745
E01003263,Female,948
E01003263,Male,853
E01003264,Female,854
E01003264,Male,789
E01003265,Female,862
E01003265,Male,784
E01003266,Female,917
E01003266,Male,804
E01003267,Female,915
E01003267,Male,843
E01003268,Female,967
E01003268,Male,887
E01003269,Female,820
E01003269,Male,785
E01003270,Female,860
E01003270,Male,785
E01003271,Female,822
E01003271,Male,805
E01003272,Female,1072
E01003272,Male,922
E01003273,Female,800
E01003273,Male,707
E01003274,Female,850
E01003274,Male,740
E01003275,Female,936
E01003275,Male,762
E01003276,Female,1001
E01003276,Male,906
E01003277,Female,914
E01003277,Male,760
E01003278,Female,1110
E01003278,Male,975
E01003279,Female,809
E01003279,Male,721
E01003280,Female,869
E01003280,Male,775
E01003281,Female,776
E01003281,Male,720
E01003282,Female,1295
E01003282,Male,1121
E01003283,Female,1076
E01003283,Male,1051
E01003284,Female,972
E01003284,Male,905
E01003285,Female,937
E01003285,Male,814
E01003286,Female,902
E01003286,Male,834
E01003287,Female,997
E01003287,Male,972
E01003288,Female,1164
E01003288,Male,994
E01003290,Female,956
E01003290,Male,954
E01003291,Female,793
E01003291,Male,751
E01003292,Female,917
E01003292,Male,874
E01003293,Female,815
E01003293,Male,754
E01003295,Female,932
E01003295,Male,851
E01003297,Female,842
E01003297,Male,860
E01003298,Female,695
E01003298,Male,585
E01003299,Female,894
E01003299,Male,896
E01003300,Female,743
E01003300,Male,744
E01003301,Female,1488
E01003301,Male,1144
E01003302,Female,975
E01003302,Male,892
E01003303,Female,869
E01003303,Male,850
E01003304,Female,1096
E01003304,Male,1150
E01003305,Female,1174
E01003305,Male,1118
E01003307,Female,849
E01003307,Male,750
E01003308,Female,1004
E01003308,Male,785
E01003309,Female,834
E01003309,Male,787
E01003310,Female,878
E01003310,Male,711
E01003311,Female,825
E01003311,Male,772
E01003312,Female,888
E01003312,Male,868
E01003313,Female,858
E01003313,Male,715
E01003314,Female,872
E01003314,Male,773
E01003315,Female,686
E01003315,Male,620
E01003316,Female,809
E01003316,Male,668
E01003318,Female,1080
E01003318,Male,995
E01003319,Female,939
E01003319,Male,855
E01003320,Female,848
E01003320,Male,737
E01003321,Female,901
E01003321,Male,847
E01003322,Female,841
E01003322,Male,794
E01003323,Female,779
E01003323,Male,731
E01003324,Female,894
E01003324,Male,794
E01003325,Female,957
E01003325,Male,859
E01003326,Female,978
E01003326,Male,836
E01003327,Female,864
E01003327,Male,767
E01003328,Female,962
E01003328,Male,808
E01003329,Female,892
E01003329,Male,747
E01003330,Female,881
E01003330,Male,710
E01003331,Female,837
E01003331,Male,685
E01003332,Female,845
E01003332,Male,747
E01003333,Female,838
E01003333,Male,697
E01003334,Female,924
E01003334,Male,861
E01003335,Female,793
E01003335,Male,721
E01003336,Female,810
E01003336,Male,722
E01003337,Female,769
E01003337,Male,664
E01003338,Female,1078
E01003338,Male,949
E01003339,Female,864
E01003339,Male,825
E01003340,Female,1063
E01003340,Male,1005
E01003341,Female,732
E01003341,Male,651
E01003342,Female,901
E01003342,Male,795
E01003343,Female,780
E01003343,Male,670
E01003344,Female,892
E01003344,Male,780
E01003345,Female,1017
E01003345,Male,943
E01003346,Female,866
E01003346,Male,803
E01003347,Female,982
E01003347,Male,768
E01003348,Female,951
E01003348,Male,837
E01003349,Female,812
E01003349,Male,733
E01003350,Female,690
E01003350,Male,631
E01003351,Female,886
E01003351,Male,804
E01003352,Female,1186
E01003352,Male,1102
E01003353,Female,918
E01003353,Male,867
E01003354,Female,1141
E01003354,Male,918
E01003355,Female,861
E01003355,Male,907
E01003356,Female,905
E01003356,Male,933
E01003357,Female,1012
E01003357,Male,855
E01003358,Female,909
E01003358,Male,883
E01003359,Female,929
E01003359,Male,819
E01003360,Female,916
E01003360,Male,872
E01003361,Female,864
E01003361,Male,808
E01003362,Female,717
E01003362,Male,665
E01003363,Female,827
E01003363,Male,871
E01003364,Female,946
E01003364,Male,871
E01003365,Female,760
E01003365,Male,726
E01003366,Female,863
E01003366,Male,873
E01003368,Female,822
E01003368,Male,849
E01003369,Female,847
E01003369,Male,794
E01003370,Female,1035
E01003370,Male,957
E01003371,Female,778
E01003371,Male,773
E01003372,Female,882
E01003372,Male,822
E01003373,Female,814
E01003373,Male,737
E01003374,Female,946
E01003374,Male,865
E01003375,Female,893
E01003375,Male,884
E01003376,Female,826
E01003376,Male,745
E01003377,Female,846
E01003377,Male,795
E01003378,Female,1160
E01003378,Male,1080
E01003379,Female,1078
E01003379,Male,947
E01003380,Female,885
E01003380,Male,860
E01003381,Female,837
E01003381,Male,733
E01003382,Female,917
E01003382,Male,866
E01003383,Female,826
E01003383,Male,821
E01003384,Female,879
E01003384,Male,804
E01003385,Female,811
E01003385,Male,825
E01003386,Female,1151
E01003386,Male,1121
E01003387,Female,1110
E01003387,Male,975
E01003388,Female,928
E01003388,Male,799
E01003389,Female,882
E01003389,Male,914
E01003390,Female,939
E01003390,Male,848
E01003391,Female,658
E01003391,Male,664
E01003392,Female,719
E01003392,Male,697
E01003393,Female,819
E01003393,Male,801
E01003394,Female,994
E01003394,Male,1070
E01003395,Female,779
E01003395,Male,857
E01003396,Female,801
E01003396,Male,707
E01003397,Female,773
E01003397,Male,752
E01003398,Female,949
E01003398,Male,963
E01003399,Female,725
E01003399,Male,682
E01003400,Female,753
E01003400,Male,708
E01003401,Female,754
E01003401,Male,654
E01003402,Female,774
E01003402,Male,712
E01003403,Female,787
E01003403,Male,694
E01003404,Female,951
E01003404,Male,880
E01003405,Female,1254
E01003405,Male,1178
E01003406,Female,861
E01003406,Male,827
E01003407,Female,970
E01003407,Male,975
E01003408,Female,995
E01003408,Male,953
E01003409,Female,917
E01003409,Male,883
E01003410,Female,821
E01003410,Male,813
E01003411,Female,1092
E01003411,Male,943
E01003412,Female,907
E01003412,Male,846
E01003413,Female,1068
E01003413,Male,1014
E01003414,Female,872
E01003414,Male,852
E01003415,Female,1239
E01003415,Male,1151
E01003416,Female,762
E01003416,Male,824
E01003417,Female,824
E01003417,Male,767
