Lower layer Super Output Areas Code,Age (4 categories),Observation
E01002536,Aged 16 to 20 years,37
E01002536,Aged 21 to 29 years,154
E01002536,Aged 30 years and over,857
E01002537,Aged 15 years and under,533
E01002537,Aged 16 to 20 years,70
E01002537,Aged 21 to 29 years,267
E01002537,Aged 30 years and over,1616
E01002538,Aged 15 years and under,300
E01002538,Aged 16 to 20 years,57
E01002538,Aged 21 to 29 years,141
E01002538,Aged 30 years and over,1190
E01002539,Aged 15 years and under,306
E01002539,Aged 16 to 20 years,80
E01002539,Aged 21 to 29 years,107
E01002539,Aged 30 years and over,1215
E01002540,Aged 15 years and under,463
E01002540,Aged 16 to 20 years,118
E01002540,Aged 21 to 29 years,202
E01002540,Aged 30 years and over,1043
E01002541,Aged 15 years and under,387
E01002541,Aged 16 to 20 years,110
E01002541,Aged 21 to 29 years,194
E01002541,Aged 30 years and over,1312
E01002542,Aged 15 years and under,634
E01002542,Aged 16 to 20 years,114
E01002542,Aged 21 to 29 years,222
E01002542,Aged 30 years and over,1150
E01002543,Aged 15 years and under,503
E01002543,Aged 16 to 20 years,129
E01002543,Aged 21 to 29 years,231
E01002543,Aged 30 years and over,1061
E01002544,Aged 15 years and under,352
E01002544,Aged 16 to 20 years,90
E01002544,Aged 21 to 29 years,187
E01002544,Aged 30 years and over,1067
E01002545,Aged 15 years and under,402
E01002545,Aged 16 to 20 years,114
E01002545,Aged 21 to 29 years,180
E01002545,Aged 30 years and over,799
E01002546,Aged 15 years and under,394
E01002546,Aged 16 to 20 years,124
E01002546,Aged 21 to 29 years,216
E01002546,Aged 30 years and over,1002
E01002547,Aged 15 years and under,404
E01002547,Aged 16 to 20 years,102
E01002547,Aged 21 to 29 years,227
E01002547,Aged 30 years and over,983
E01002548,Aged 15 years and under,667
E01002548,Aged 16 to 20 years,89
E01002548,Aged 21 to 29 years,293
E01002548,Aged 30 years and over,1070
E01002549,Aged 15 years and under,411
E01002549,Aged 16 to 20 years,101
E01002549,Aged 21 to 29 years,217
E01002549,Aged 30 years and over,1142
E01002550,Aged 15 years and under,409
E01002550,Aged 16 to 20 years,89
E01002550,Aged 21 to 29 years,233
E01002550,Aged 30 years and over,1114
E01002551,Aged 15 years and under,424
E01002551,Aged 16 to 20 years,272
E01002551,Aged 21 to 29 years,251
E01002551,Aged 30 years and over,1187
E01002552,Aged 15 years and under,403
E01002552,Aged 16 to 20 years,120
E01002552,Aged 21 to 29 years,219
E01002552,Aged 30 years and over,1004
E01002553,Aged 15 years and under,352
E01002553,Aged 16 to 20 years,138
E01002553,Aged 21 to 29 years,223
E01002553,Aged 30 years and over,1047
E01002555,Aged 15 years and under,357
E01002555,Aged 16 to 20 years,120
E01002555,Aged 21 to 29 years,268
E01002555,Aged 30 years and over,1323
E01002556,Aged 15 years and under,414
E01002556,Aged 16 to 20 years,76
E01002556,Aged 21 to 29 years,237
E01002556,Aged 30 years and over,1128
E01002557,Aged 15 years and under,467
E01002557,Aged 16 to 20 years,99
E01002557,Aged 21 to 29 years,208
E01002557,Aged 30 years and over,1303
E01002558,Aged 15 years and under,497
E01002558,Aged 16 to 20 years,137
E01002558,Aged 21 to 29 years,232
E01002558,Aged 30 years and over,1331
E01002559,Aged 15 years and under,593
E01002559,Aged 16 to 20 years,154
E01002559,Aged 21 to 29 years,342
E01002559,Aged 30 years and over,1487
E01002560,Aged 15 years and under,414
E01002560,Aged 16 to 20 years,115
E01002560,Aged 21 to 29 years,230
E01002560,Aged 30 years and over,1252
E01002561,Aged 15 years and under,481
E01002561,Aged 16 to 20 years,100
E01002561,Aged 21 to 29 years,165
E01002561,Aged 30 years and over,968
E01002562,Aged 15 years and under,307
E01002562,Aged 16 to 20 years,111
E01002562,Aged 21 to 29 years,164
E01002562,Aged 30 years and over,902
E01002563,Aged 15 years and under,348
E01002563,Aged 16 to 20 years,103
E01002563,Aged 21 to 29 years,256
E01002563,Aged 30 years and over,1202
E01002564,Aged 15 years and under,401
E01002564,Aged 16 to 20 years,103
E01002564,Aged 21 to 29 years,211
E01002564,Aged 30 years and over,1180
E01002565,Aged 15 years and under,529
E01002565,Aged 16 to 20 years,106
E01002565,Aged 21 to 29 years,276
E01002565,Aged 30 years and over,1596
E01002567,Aged 15 years and under,315
E01002567,Aged 16 to 20 years,54
E01002567,Aged 21 to 29 years,158
E01002567,Aged 30 years and over,1298
E01002569,Aged 15 years and under,359
E01002569,Aged 16 to 20 years,70
E01002569,Aged 21 to 29 years,213
E01002569,Aged 30 years and over,1478
E01002570,Aged 15 years and under,238
E01002570,Aged 16 to 20 years,62
E01002570,Aged 21 to 29 years,260
E01002570,Aged 30 years and over,1060
E01002571,Aged 15 years and under,218
E01002571,Aged 16 to 20 years,42
E01002571,Aged 21 to 29 years,101
E01002571,Aged 30 years and over,922
E01002572,Aged 15 years and under,346
E01002572,Aged 16 to 20 years,85
E01002572,Aged 21 to 29 years,187
E01002572,Aged 30 years and over,926
E01002573,Aged 15 years and under,281
E01002573,Aged 16 to 20 years,101
E01002573,Aged 21 to 29 years,126
E01002573,Aged 30 years and over,1040
E01002574,Aged 15 years and under,313
E01002574,Aged 16 to 20 years,128
E01002574,Aged 21 to 29 years,188
E01002574,Aged 30 years and over,1103
E01002575,Aged 15 years and under,272
E01002575,Aged 16 to 20 years,86
E01002575,Aged 21 to 29 years,186
E01002575,Aged 30 years and over,1072
E01002576,Aged 15 years and under,345
E01002576,Aged 16 to 20 years,101
E01002576,Aged 21 to 29 years,181
E01002576,Aged 30 years and over,1055
E01002577,Aged 15 years and under,265
E01002577,Aged 16 to 20 years,64
E01002577,Aged 21 to 29 years,208
E01002577,Aged 30 years and over,1125
E01002578,Aged 15 years and under,322
E01002578,Aged 16 to 20 years,93
E01002578,Aged 21 to 29 years,123
E01002578,Aged 30 years and over,1009
E01002579,Aged 15 years and under,328
E01002579,Aged 16 to 20 years,69
E01002579,Aged 21 to 29 years,133
E01002579,Aged 30 years and over,1196
E01002580,Aged 15 years and under,265
E01002580,Aged 16 to 20 years,57
E01002580,Aged 21 to 29 years,148
E01002580,Aged 30 years and over,981
E01002581,Aged 15 years and under,334
E01002581,Aged 16 to 20 years,65
E01002581,Aged 21 to 29 years,231
E01002581,Aged 30 years and over,1251
E01002582,Aged 15 years and under,364
E01002582,Aged 16 to 20 years,58
E01002582,Aged 21 to 29 years,146
E01002582,Aged 30 years and over,1094
E01002583,Aged 15 years and under,338
E01002583,Aged 16 to 20 years,111
E01002583,Aged 21 to 29 years,236
E01002583,Aged 30 years and over,1124
E01002584,Aged 15 years and under,383
E01002584,Aged 16 to 20 years,115
E01002584,Aged 21 to 29 years,290
E01002584,Aged 30 years and over,1336
E01002585,Aged 15 years and under,345
E01002585,Aged 16 to 20 years,97
E01002585,Aged 21 to 29 years,293
E01002585,Aged 30 years and over,1097
E01002586,Aged 15 years and under,336
E01002586,Aged 16 to 20 years,97
E01002586,Aged 21 to 29 years,257
E01002586,Aged 30 years and over,1148
E01002587,Aged 15 years and under,457
E01002587,Aged 16 to 20 years,129
E01002587,Aged 21 to 29 years,244
E01002587,Aged 30 years and over,1557
E01002588,Aged 15 years and under,521
E01002588,Aged 16 to 20 years,129
E01002588,Aged 21 to 29 years,199
E01002588,Aged 30 years and over,1178
E01002589,Aged 15 years and under,544
E01002589,Aged 16 to 20 years,155
E01002589,Aged 21 to 29 years,361
E01002589,Aged 30 years and over,1447
E01002590,Aged 15 years and under,612
E01002590,Aged 16 to 20 years,124
E01002590,Aged 21 to 29 years,285
E01002590,Aged 30 years and over,1645
E01002591,Aged 15 years and under,381
E01002591,Aged 16 to 20 years,128
E01002591,Aged 21 to 29 years,256
E01002591,Aged 30 years and over,1141
E01002592,Aged 15 years and under,468
E01002592,Aged 16 to 20 years,98
E01002592,Aged 21 to 29 years,237
E01002592,Aged 30 years and over,1350
E01002593,Aged 15 years and under,387
E01002593,Aged 16 to 20 years,122
E01002593,Aged 21 to 29 years,280
E01002593,Aged 30 years and over,1474
E01002594,Aged 15 years and under,469
E01002594,Aged 16 to 20 years,121
E01002594,Aged 21 to 29 years,297
E01002594,Aged 30 years and over,1426
E01002595,Aged 15 years and under,505
E01002595,Aged 16 to 20 years,137
E01002595,Aged 21 to 29 years,317
E01002595,Aged 30 years and over,1302
E01002596,Aged 15 years and under,469
E01002596,Aged 16 to 20 years,304
E01002596,Aged 21 to 29 years,266
E01002596,Aged 30 years and over,1104
E01002598,Aged 15 years and under,413
E01002598,Aged 16 to 20 years,103
E01002598,Aged 21 to 29 years,242
E01002598,Aged 30 years and over,1169
E01002599,Aged 15 years and under,343
E01002599,Aged 16 to 20 years,94
E01002599,Aged 21 to 29 years,196
E01002599,Aged 30 years and over,946
E01002600,Aged 15 years and under,336
E01002600,Aged 16 to 20 years,136
E01002600,Aged 21 to 29 years,197
E01002600,Aged 30 years and over,986
E01002601,Aged 15 years and under,448
E01002601,Aged 16 to 20 years,116
E01002601,Aged 21 to 29 years,197
E01002601,Aged 30 years and over,1115
E01002602,Aged 15 years and under,310
E01002602,Aged 16 to 20 years,73
E01002602,Aged 21 to 29 years,143
E01002602,Aged 30 years and over,968
E01002603,Aged 15 years and under,441
E01002603,Aged 16 to 20 years,122
E01002603,Aged 21 to 29 years,250
E01002603,Aged 30 years and over,1134
E01002604,Aged 15 years and under,423
E01002604,Aged 16 to 20 years,115
E01002604,Aged 21 to 29 years,210
E01002604,Aged 30 years and over,890
E01002605,Aged 15 years and under,607
E01002605,Aged 16 to 20 years,120
E01002605,Aged 21 to 29 years,296
E01002605,Aged 30 years and over,1332
E01002606,Aged 15 years and under,387
E01002606,Aged 16 to 20 years,117
E01002606,Aged 21 to 29 years,213
E01002606,Aged 30 years and over,972
E01002607,Aged 15 years and under,550
E01002607,Aged 16 to 20 years,141
E01002607,Aged 21 to 29 years,246
E01002607,Aged 30 years and over,1511
E01002608,Aged 15 years and under,448
E01002608,Aged 16 to 20 years,114
E01002608,Aged 21 to 29 years,229
E01002608,Aged 30 years and over,1109
E01002609,Aged 15 years and under,387
E01002609,Aged 16 to 20 years,91
E01002609,Aged 21 to 29 years,171
E01002609,Aged 30 years and over,1172
E01002610,Aged 15 years and under,446
E01002610,Aged 16 to 20 years,95
E01002610,Aged 21 to 29 years,184
E01002610,Aged 30 years and over,1038
E01002611,Aged 15 years and under,376
E01002611,Aged 16 to 20 years,177
E01002611,Aged 21 to 29 years,240
E01002611,Aged 30 years and over,1232
E01002612,Aged 15 years and under,430
E01002612,Aged 16 to 20 years,90
E01002612,Aged 21 to 29 years,271
E01002612,Aged 30 years and over,1313
E01002613,Aged 15 years and under,381
E01002613,Aged 16 to 20 years,138
E01002613,Aged 21 to 29 years,230
E01002613,Aged 30 years and over,1177
E01002614,Aged 15 years and under,512
E01002614,Aged 16 to 20 years,85
E01002614,Aged 21 to 29 years,202
E01002614,Aged 30 years and over,1326
E01002615,Aged 15 years and under,358
E01002615,Aged 16 to 20 years,96
E01002615,Aged 21 to 29 years,190
E01002615,Aged 30 years and over,980
E01002616,Aged 15 years and under,331
E01002616,Aged 16 to 20 years,106
E01002616,Aged 21 to 29 years,172
E01002616,Aged 30 years and over,1015
E01002617,Aged 15 years and under,321
E01002617,Aged 16 to 20 years,65
E01002617,Aged 21 to 29 years,158
E01002617,Aged 30 years and over,1090
E01002618,Aged 15 years and under,408
E01002618,Aged 16 to 20 years,137
E01002618,Aged 21 to 29 years,280
E01002618,Aged 30 years and over,1235
E01002619,Aged 15 years and under,402
E01002619,Aged 16 to 20 years,105
E01002619,Aged 21 to 29 years,220
E01002619,Aged 30 years and over,1363
E01002620,Aged 15 years and under,733
E01002620,Aged 16 to 20 years,152
E01002620,Aged 21 to 29 years,301
E01002620,Aged 30 years and over,1567
E01002621,Aged 15 years and under,436
E01002621,Aged 16 to 20 years,118
E01002621,Aged 21 to 29 years,225
E01002621,Aged 30 years and over,1228
E01002622,Aged 15 years and under,385
E01002622,Aged 16 to 20 years,113
E01002622,Aged 21 to 29 years,248
E01002622,Aged 30 years and over,1173
E01002623,Aged 15 years and under,342
E01002623,Aged 16 to 20 years,106
E01002623,Aged 21 to 29 years,260
E01002623,Aged 30 years and over,1217
E01002624,Aged 15 years and under,344
E01002624,Aged 16 to 20 years,120
E01002624,Aged 21 to 29 years,236
E01002624,Aged 30 years and over,1078
E01002625,Aged 15 years and under,297
E01002625,Aged 16 to 20 years,114
E01002625,Aged 21 to 29 years,218
E01002625,Aged 30 years and over,1083
E01002626,Aged 15 years and under,280
E01002626,Aged 16 to 20 years,106
E01002626,Aged 21 to 29 years,205
E01002626,Aged 30 years and over,1032
E01002627,Aged 15 years and under,464
E01002627,Aged 16 to 20 years,106
E01002627,Aged 21 to 29 years,211
E01002627,Aged 30 years and over,1010
E01002628,Aged 15 years and under,374
E01002628,Aged 16 to 20 years,193
E01002628,Aged 21 to 29 years,259
E01002628,Aged 30 years and over,1344
E01002629,Aged 15 years and under,582
E01002629,Aged 16 to 20 years,128
E01002629,Aged 21 to 29 years,339
E01002629,Aged 30 years and over,1631
E01002630,Aged 15 years and under,340
E01002630,Aged 16 to 20 years,94
E01002630,Aged 21 to 29 years,491
E01002630,Aged 30 years and over,1146
E01002631,Aged 15 years and under,388
E01002631,Aged 16 to 20 years,95
E01002631,Aged 21 to 29 years,248
E01002631,Aged 30 years and over,1106
E01002632,Aged 15 years and under,325
E01002632,Aged 16 to 20 years,114
E01002632,Aged 21 to 29 years,236
E01002632,Aged 30 years and over,1242
E01002633,Aged 15 years and under,569
E01002633,Aged 16 to 20 years,173
E01002633,Aged 21 to 29 years,271
E01002633,Aged 30 years and over,1213
E01002634,Aged 15 years and under,492
E01002634,Aged 16 to 20 years,120
E01002634,Aged 21 to 29 years,217
E01002634,Aged 30 years and over,938
E01002635,Aged 15 years and under,400
E01002635,Aged 16 to 20 years,97
E01002635,Aged 21 to 29 years,259
E01002635,Aged 30 years and over,1245
E01002636,Aged 15 years and under,427
E01002636,Aged 16 to 20 years,133
E01002636,Aged 21 to 29 years,243
E01002636,Aged 30 years and over,1320
E01002637,Aged 15 years and under,452
E01002637,Aged 16 to 20 years,106
E01002637,Aged 21 to 29 years,207
E01002637,Aged 30 years and over,1144
E01002638,Aged 15 years and under,566
E01002638,Aged 16 to 20 years,169
E01002638,Aged 21 to 29 years,285
E01002638,Aged 30 years and over,1192
E01002639,Aged 15 years and under,315
E01002639,Aged 16 to 20 years,70
E01002639,Aged 21 to 29 years,226
E01002639,Aged 30 years and over,1172
E01002640,Aged 15 years and under,395
E01002640,Aged 16 to 20 years,93
E01002640,Aged 21 to 29 years,415
E01002640,Aged 30 years and over,1355
E01002641,Aged 15 years and under,529
E01002641,Aged 16 to 20 years,121
E01002641,Aged 21 to 29 years,422
E01002641,Aged 30 years and over,1619
E01002643,Aged 15 years and under,579
E01002643,Aged 16 to 20 years,132
E01002643,Aged 21 to 29 years,314
E01002643,Aged 30 years and over,1708
E01002645,Aged 15 years and under,468
E01002645,Aged 16 to 20 years,90
E01002645,Aged 21 to 29 years,291
E01002645,Aged 30 years and over,1409
E01002646,Aged 15 years and under,587
E01002646,Aged 16 to 20 years,149
E01002646,Aged 21 to 29 years,267
E01002646,Aged 30 years and over,1320
E01002647,Aged 15 years and under,568
E01002647,Aged 16 to 20 years,138
E01002647,Aged 21 to 29 years,237
E01002647,Aged 30 years and over,1271
E01002649,Aged 15 years and under,474
E01002649,Aged 16 to 20 years,101
E01002649,Aged 21 to 29 years,220
E01002649,Aged 30 years and over,1258
E01002650,Aged 15 years and under,651
E01002650,Aged 16 to 20 years,129
E01002650,Aged 21 to 29 years,284
E01002650,Aged 30 years and over,1460
E01002651,Aged 15 years and under,368
E01002651,Aged 16 to 20 years,142
E01002651,Aged 21 to 29 years,228
E01002651,Aged 30 years and over,1171
E01002652,Aged 15 years and under,318
E01002652,Aged 16 to 20 years,116
E01002652,Aged 21 to 29 years,228
E01002652,Aged 30 years and over,1255
E01002653,Aged 15 years and under,336
E01002653,Aged 16 to 20 years,124
E01002653,Aged 21 to 29 years,244
E01002653,Aged 30 years and over,1195
E01002654,Aged 15 years and under,333
E01002654,Aged 16 to 20 years,97
E01002654,Aged 21 to 29 years,205
E01002654,Aged 30 years and over,1276
E01002655,Aged 15 years and under,335
E01002655,Aged 16 to 20 years,98
E01002655,Aged 21 to 29 years,197
E01002655,Aged 30 years and over,1237
E01002656,Aged 15 years and under,256
E01002656,Aged 16 to 20 years,72
E01002656,Aged 21 to 29 years,129
E01002656,Aged 30 years and over,961
E01002657,Aged 15 years and under,358
E01002657,Aged 16 to 20 years,105
E01002657,Aged 21 to 29 years,218
E01002657,Aged 30 years and over,1250
E01002658,Aged 15 years and under,253
E01002658,Aged 16 to 20 years,60
E01002658,Aged 21 to 29 years,128
E01002658,Aged 30 years and over,907
E01002659,Aged 15 years and under,285
E01002659,Aged 16 to 20 years,61
E01002659,Aged 21 to 29 years,141
E01002659,Aged 30 years and over,971
E01002660,Aged 15 years and under,377
E01002660,Aged 16 to 20 years,118
E01002660,Aged 21 to 29 years,244
E01002660,Aged 30 years and over,1348
E01002661,Aged 15 years and under,460
E01002661,Aged 16 to 20 years,106
E01002661,Aged 21 to 29 years,285
E01002661,Aged 30 years and over,1523
E01002662,Aged 15 years and under,396
E01002662,Aged 16 to 20 years,108
E01002662,Aged 21 to 29 years,384
E01002662,Aged 30 years and over,1621
E01002663,Aged 15 years and under,416
E01002663,Aged 16 to 20 years,115
E01002663,Aged 21 to 29 years,296
E01002663,Aged 30 years and over,1332
E01002665,Aged 15 years and under,353
E01002665,Aged 16 to 20 years,117
E01002665,Aged 21 to 29 years,201
E01002665,Aged 30 years and over,1072
E01002666,Aged 15 years and under,338
E01002666,Aged 16 to 20 years,129
E01002666,Aged 21 to 29 years,296
E01002666,Aged 30 years and over,1099
E01002667,Aged 15 years and under,411
E01002667,Aged 16 to 20 years,109
E01002667,Aged 21 to 29 years,212
E01002667,Aged 30 years and over,1461
E01002668,Aged 15 years and under,463
E01002668,Aged 16 to 20 years,96
E01002668,Aged 21 to 29 years,243
E01002668,Aged 30 years and over,1481
E01002669,Aged 15 years and under,420
E01002669,Aged 16 to 20 years,138
E01002669,Aged 21 to 29 years,192
E01002669,Aged 30 years and over,1162
E01002670,Aged 15 years and under,435
E01002670,Aged 16 to 20 years,90
E01002670,Aged 21 to 29 years,163
E01002670,Aged 30 years and over,1263
E01002671,Aged 15 years and under,433
E01002671,Aged 16 to 20 years,103
E01002671,Aged 21 to 29 years,192
E01002671,Aged 30 years and over,1119
E01002672,Aged 15 years and under,299
E01002672,Aged 16 to 20 years,111
E01002672,Aged 21 to 29 years,243
E01002672,Aged 30 years and over,936
E01002673,Aged 15 years and under,512
E01002673,Aged 16 to 20 years,131
E01002673,Aged 21 to 29 years,158
E01002673,Aged 30 years and over,857
E01002674,Aged 15 years and under,446
E01002674,Aged 16 to 20 years,85
E01002674,Aged 21 to 29 years,228
E01002674,Aged 30 years and over,1330
E01002675,Aged 15 years and under,543
E01002675,Aged 16 to 20 years,141
E01002675,Aged 21 to 29 years,305
E01002675,Aged 30 years and over,1583
E01002676,Aged 15 years and under,214
E01002676,Aged 16 to 20 years,67
E01002676,Aged 21 to 29 years,205
E01002676,Aged 30 years and over,1163
E01002677,Aged 15 years and under,413
E01002677,Aged 16 to 20 years,104
E01002677,Aged 21 to 29 years,283
E01002677,Aged 30 years and over,1275
E01002678,Aged 15 years and under,342
E01002678,Aged 16 to 20 years,117
E01002678,Aged 21 to 29 years,271
E01002678,Aged 30 years and over,1322
E01002679,Aged 15 years and under,342
E01002679,Aged 16 to 20 years,80
E01002679,Aged 21 to 29 years,207
E01002679,Aged 30 years and over,1229
E01002680,Aged 15 years and under,391
E01002680,Aged 16 to 20 years,92
E01002680,Aged 21 to 29 years,251
E01002680,Aged 30 years and over,1344
E01002681,Aged 15 years and under,503
E01002681,Aged 16 to 20 years,160
E01002681,Aged 21 to 29 years,305
E01002681,Aged 30 years and over,1469
E01002682,Aged 15 years and under,474
E01002682,Aged 16 to 20 years,124
E01002682,Aged 21 to 29 years,242
E01002682,Aged 30 years and over,1494
E01002686,Aged 15 years and under,372
E01002686,Aged 16 to 20 years,118
E01002686,Aged 21 to 29 years,206
E01002686,Aged 30 years and over,1078
E01002687,Aged 15 years and under,310
E01002687,Aged 16 to 20 years,58
E01002687,Aged 21 to 29 years,210
E01002687,Aged 30 years and over,1092
E01002689,Aged 15 years and under,291
E01002689,Aged 16 to 20 years,56
E01002689,Aged 21 to 29 years,156
E01002689,Aged 30 years and over,1056
E01002690,Aged 15 years and under,248
E01002690,Aged 16 to 20 years,81
E01002690,Aged 21 to 29 years,140
E01002690,Aged 30 years and over,910
E01002691,Aged 15 years and under,192
E01002691,Aged 16 to 20 years,126
E01002691,Aged 21 to 29 years,336
E01002691,Aged 30 years and over,975
E01002692,Aged 15 years and under,344
E01002692,Aged 16 to 20 years,63
E01002692,Aged 21 to 29 years,355
E01002692,Aged 30 years and over,1343
E01002693,Aged 15 years and under,265
E01002693,Aged 16 to 20 years,64
E01002693,Aged 21 to 29 years,231
E01002693,Aged 30 years and over,1229
E01002694,Aged 15 years and under,324
E01002694,Aged 16 to 20 years,112
E01002694,Aged 21 to 29 years,340
E01002694,Aged 30 years and over,889
E01002695,Aged 15 years and under,133
E01002695,Aged 16 to 20 years,46
E01002695,Aged 21 to 29 years,350
E01002695,Aged 30 years and over,947
E01002696,Aged 15 years and under,173
E01002696,Aged 16 to 20 years,58
E01002696,Aged 21 to 29 years,407
E01002696,Aged 30 years and over,1109
E01002697,Aged 15 years and under,286
E01002697,Aged 16 to 20 years,133
E01002697,Aged 21 to 29 years,476
E01002697,Aged 30 years and over,1071
E01002698,Aged 15 years and under,278
E01002698,Aged 16 to 20 years,71
E01002698,Aged 21 to 29 years,361
E01002698,Aged 30 years and over,1331
E01002699,Aged 15 years and under,191
E01002699,Aged 16 to 20 years,47
E01002699,Aged 21 to 29 years,296
E01002699,Aged 30 years and over,952
E01002700,Aged 15 years and under,209
E01002700,Aged 16 to 20 years,56
E01002700,Aged 21 to 29 years,177
E01002700,Aged 30 years and over,936
E01002701,Aged 15 years and under,199
E01002701,Aged 16 to 20 years,75
E01002701,Aged 21 to 29 years,335
E01002701,Aged 30 years and over,861
E01002702,Aged 15 years and under,428
E01002702,Aged 16 to 20 years,219
E01002702,Aged 21 to 29 years,574
E01002702,Aged 30 years and over,1247
E01002703,Aged 15 years and under,387
E01002703,Aged 16 to 20 years,115
E01002703,Aged 21 to 29 years,549
E01002703,Aged 30 years and over,1290
E01002704,Aged 15 years and under,332
E01002704,Aged 16 to 20 years,217
E01002704,Aged 21 to 29 years,509
E01002704,Aged 30 years and over,1298
E01002706,Aged 15 years and under,346
E01002706,Aged 16 to 20 years,143
E01002706,Aged 21 to 29 years,431
E01002706,Aged 30 years and over,1118
E01002707,Aged 15 years and under,229
E01002707,Aged 16 to 20 years,105
E01002707,Aged 21 to 29 years,446
E01002707,Aged 30 years and over,1041
E01002708,Aged 15 years and under,325
E01002708,Aged 16 to 20 years,119
E01002708,Aged 21 to 29 years,448
E01002708,Aged 30 years and over,1226
E01002709,Aged 15 years and under,221
E01002709,Aged 16 to 20 years,122
E01002709,Aged 21 to 29 years,402
E01002709,Aged 30 years and over,942
E01002710,Aged 15 years and under,253
E01002710,Aged 16 to 20 years,170
E01002710,Aged 21 to 29 years,297
E01002710,Aged 30 years and over,880
E01002711,Aged 15 years and under,196
E01002711,Aged 16 to 20 years,210
E01002711,Aged 21 to 29 years,539
E01002711,Aged 30 years and over,1083
E01002712,Aged 15 years and under,236
E01002712,Aged 16 to 20 years,52
E01002712,Aged 21 to 29 years,300
E01002712,Aged 30 years and over,790
E01002713,Aged 15 years and under,405
E01002713,Aged 16 to 20 years,171
E01002713,Aged 21 to 29 years,659
E01002713,Aged 30 years and over,1577
E01002714,Aged 15 years and under,202
E01002714,Aged 16 to 20 years,68
E01002714,Aged 21 to 29 years,321
E01002714,Aged 30 years and over,948
E01002715,Aged 15 years and under,372
E01002715,Aged 16 to 20 years,116
E01002715,Aged 21 to 29 years,301
E01002715,Aged 30 years and over,894
E01002716,Aged 15 years and under,367
E01002716,Aged 16 to 20 years,157
E01002716,Aged 21 to 29 years,390
E01002716,Aged 30 years and over,1347
E01002717,Aged 15 years and under,208
E01002717,Aged 16 to 20 years,46
E01002717,Aged 21 to 29 years,192
E01002717,Aged 30 years and over,761
E01002718,Aged 15 years and under,184
E01002718,Aged 16 to 20 years,40
E01002718,Aged 21 to 29 years,293
E01002718,Aged 30 years and over,1060
E01002719,Aged 15 years and under,244
E01002719,Aged 16 to 20 years,44
E01002719,Aged 21 to 29 years,230
E01002719,Aged 30 years and over,973
E01002720,Aged 15 years and under,460
E01002720,Aged 16 to 20 years,124
E01002720,Aged 21 to 29 years,360
E01002720,Aged 30 years and over,1180
E01002721,Aged 15 years and under,242
E01002721,Aged 16 to 20 years,41
E01002721,Aged 21 to 29 years,259
E01002721,Aged 30 years and over,1093
E01002722,Aged 15 years and under,240
E01002722,Aged 16 to 20 years,64
E01002722,Aged 21 to 29 years,216
E01002722,Aged 30 years and over,924
E01002723,Aged 15 years and under,261
E01002723,Aged 16 to 20 years,191
E01002723,Aged 21 to 29 years,289
E01002723,Aged 30 years and over,897
E01002724,Aged 15 years and under,158
E01002724,Aged 16 to 20 years,201
E01002724,Aged 21 to 29 years,487
E01002724,Aged 30 years and over,1077
E01002725,Aged 15 years and under,256
E01002725,Aged 16 to 20 years,146
E01002725,Aged 21 to 29 years,227
E01002725,Aged 30 years and over,728
E01002726,Aged 15 years and under,284
E01002726,Aged 16 to 20 years,78
E01002726,Aged 21 to 29 years,391
E01002726,Aged 30 years and over,958
E01002727,Aged 15 years and under,160
E01002727,Aged 16 to 20 years,47
E01002727,Aged 21 to 29 years,301
E01002727,Aged 30 years and over,1006
E01002728,Aged 15 years and under,141
E01002728,Aged 16 to 20 years,288
E01002728,Aged 21 to 29 years,304
E01002728,Aged 30 years and over,584
E01002729,Aged 15 years and under,178
E01002729,Aged 16 to 20 years,75
E01002729,Aged 21 to 29 years,260
E01002729,Aged 30 years and over,984
E01002730,Aged 15 years and under,181
E01002730,Aged 16 to 20 years,98
E01002730,Aged 21 to 29 years,504
E01002730,Aged 30 years and over,970
E01002732,Aged 15 years and under,277
E01002732,Aged 16 to 20 years,87
E01002732,Aged 21 to 29 years,348
E01002732,Aged 30 years and over,1094
E01002733,Aged 15 years and under,202
E01002733,Aged 16 to 20 years,35
E01002733,Aged 21 to 29 years,347
E01002733,Aged 30 years and over,861
E01002734,Aged 15 years and under,472
E01002734,Aged 16 to 20 years,172
E01002734,Aged 21 to 29 years,557
E01002734,Aged 30 years and over,1166
E01002735,Aged 15 years and under,367
E01002735,Aged 16 to 20 years,347
E01002735,Aged 21 to 29 years,773
E01002735,Aged 30 years and over,1472
E01002736,Aged 15 years and under,299
E01002736,Aged 16 to 20 years,97
E01002736,Aged 21 to 29 years,230
E01002736,Aged 30 years and over,852
E01002737,Aged 15 years and under,398
E01002737,Aged 16 to 20 years,127
E01002737,Aged 21 to 29 years,382
E01002737,Aged 30 years and over,1039
E01002738,Aged 15 years and under,276
E01002738,Aged 16 to 20 years,90
E01002738,Aged 21 to 29 years,275
E01002738,Aged 30 years and over,1233
E01002739,Aged 15 years and under,315
E01002739,Aged 16 to 20 years,62
E01002739,Aged 21 to 29 years,303
E01002739,Aged 30 years and over,1159
E01002740,Aged 15 years and under,392
E01002740,Aged 16 to 20 years,76
E01002740,Aged 21 to 29 years,414
E01002740,Aged 30 years and over,1378
E01002741,Aged 15 years and under,299
E01002741,Aged 16 to 20 years,80
E01002741,Aged 21 to 29 years,268
E01002741,Aged 30 years and over,883
E01002742,Aged 15 years and under,357
