Lower layer Super Output Areas Code,Age (4 categories),Observation
E01033786,Aged 15 years and under,329
E01033786,Aged 16 to 20 years,41
E01033786,Aged 21 to 29 years,202
E01033786,Aged 30 years and over,739
E01033787,Aged 15 years and under,367
E01033787,Aged 16 to 20 years,60
E01033787,Aged 21 to 29 years,282
E01033787,Aged 30 years and over,753
E01033788,Aged 15 years and under,349
E01033788,Aged 16 to 20 years,92
E01033788,Aged 21 to 29 years,193
E01033788,Aged 30 years and over,925
E01033789,Aged 15 years and under,520
E01033789,Aged 16 to 20 years,89
E01033789,Aged 21 to 29 years,213
E01033789,Aged 30 years and over,944
E01033790,Aged 15 years and under,321
E01033790,Aged 16 to 20 years,89
E01033790,Aged 21 to 29 years,148
E01033790,Aged 30 years and over,781
E01033791,Aged 15 years and under,309
E01033791,Aged 16 to 20 years,63
E01033791,Aged 21 to 29 years,205
E01033791,Aged 30 years and over,804
E01033792,Aged 15 years and under,263
E01033792,Aged 16 to 20 years,66
E01033792,Aged 21 to 29 years,140
E01033792,Aged 30 years and over,913
E01033862,Aged 15 years and under,116
E01033862,Aged 16 to 20 years,89
E01033862,Aged 21 to 29 years,476
E01033862,Aged 30 years and over,715
E01033863,Aged 15 years and under,201
E01033863,Aged 16 to 20 years,77
E01033863,Aged 21 to 29 years,275
E01033863,Aged 30 years and over,772
E01033864,Aged 15 years and under,143
E01033864,Aged 16 to 20 years,55
E01033864,Aged 21 to 29 years,171
E01033864,Aged 30 years and over,661
E01033865,Aged 15 years and under,77
E01033865,Aged 16 to 20 years,213
E01033865,Aged 21 to 29 years,584
E01033865,Aged 30 years and over,645
E01033866,Aged 15 years and under,75
E01033866,Aged 16 to 20 years,64
E01033866,Aged 21 to 29 years,482
E01033866,Aged 30 years and over,500
E01033867,Aged 15 years and under,147
E01033867,Aged 16 to 20 years,256
E01033867,Aged 21 to 29 years,410
E01033867,Aged 30 years and over,734
E01033868,Aged 15 years and under,76
E01033868,Aged 16 to 20 years,287
E01033868,Aged 21 to 29 years,506
E01033868,Aged 30 years and over,540
E01033869,Aged 15 years and under,344
E01033869,Aged 16 to 20 years,65
E01033869,Aged 21 to 29 years,222
E01033869,Aged 30 years and over,837
E01033870,Aged 15 years and under,224
E01033870,Aged 16 to 20 years,59
E01033870,Aged 21 to 29 years,459
E01033870,Aged 30 years and over,1027
E01033871,Aged 15 years and under,244
E01033871,Aged 16 to 20 years,67
E01033871,Aged 21 to 29 years,276
E01033871,Aged 30 years and over,925
E01033872,Aged 15 years and under,178
E01033872,Aged 16 to 20 years,53
E01033872,Aged 21 to 29 years,276
E01033872,Aged 30 years and over,793
E01033873,Aged 15 years and under,308
E01033873,Aged 16 to 20 years,214
E01033873,Aged 21 to 29 years,402
E01033873,Aged 30 years and over,845
E01033874,Aged 15 years and under,73
E01033874,Aged 16 to 20 years,61
E01033874,Aged 21 to 29 years,656
E01033874,Aged 30 years and over,360
E01033875,Aged 15 years and under,240
E01033875,Aged 16 to 20 years,54
E01033875,Aged 21 to 29 years,288
E01033875,Aged 30 years and over,736
E01033876,Aged 15 years and under,93
E01033876,Aged 16 to 20 years,55
E01033876,Aged 21 to 29 years,490
E01033876,Aged 30 years and over,613
E01033877,Aged 15 years and under,227
E01033877,Aged 16 to 20 years,68
E01033877,Aged 21 to 29 years,354
E01033877,Aged 30 years and over,896
E01033878,Aged 15 years and under,210
E01033878,Aged 16 to 20 years,92
E01033878,Aged 21 to 29 years,173
E01033878,Aged 30 years and over,633
E01033879,Aged 15 years and under,663
E01033879,Aged 16 to 20 years,178
E01033879,Aged 21 to 29 years,402
E01033879,Aged 30 years and over,1312
E01033880,Aged 15 years and under,415
E01033880,Aged 16 to 20 years,109
E01033880,Aged 21 to 29 years,295
E01033880,Aged 30 years and over,1314
E01033881,Aged 15 years and under,358
E01033881,Aged 16 to 20 years,153
E01033881,Aged 21 to 29 years,326
E01033881,Aged 30 years and over,1046
E01033882,Aged 15 years and under,187
E01033882,Aged 16 to 20 years,88
E01033882,Aged 21 to 29 years,299
E01033882,Aged 30 years and over,834
E01033883,Aged 15 years and under,278
E01033883,Aged 16 to 20 years,95
E01033883,Aged 21 to 29 years,360
E01033883,Aged 30 years and over,867
E01033884,Aged 15 years and under,104
E01033884,Aged 16 to 20 years,45
E01033884,Aged 21 to 29 years,361
E01033884,Aged 30 years and over,592
E01033885,Aged 15 years and under,199
E01033885,Aged 16 to 20 years,63
E01033885,Aged 21 to 29 years,375
E01033885,Aged 30 years and over,694
E01033911,Aged 15 years and under,370
E01033911,Aged 16 to 20 years,99
E01033911,Aged 21 to 29 years,174
E01033911,Aged 30 years and over,1235
E01033912,Aged 15 years and under,444
E01033912,Aged 16 to 20 years,88
E01033912,Aged 21 to 29 years,192
E01033912,Aged 30 years and over,981
E01033913,Aged 15 years and under,381
E01033913,Aged 16 to 20 years,121
E01033913,Aged 21 to 29 years,174
E01033913,Aged 30 years and over,854
E01033914,Aged 15 years and under,464
E01033914,Aged 16 to 20 years,108
E01033914,Aged 21 to 29 years,234
E01033914,Aged 30 years and over,1007
E01033915,Aged 15 years and under,451
E01033915,Aged 16 to 20 years,69
E01033915,Aged 21 to 29 years,227
E01033915,Aged 30 years and over,741
E01033916,Aged 15 years and under,311
E01033916,Aged 16 to 20 years,109
E01033916,Aged 21 to 29 years,320
E01033916,Aged 30 years and over,1047
E01033917,Aged 15 years and under,267
E01033917,Aged 16 to 20 years,56
E01033917,Aged 21 to 29 years,348
E01033917,Aged 30 years and over,838
E01033918,Aged 15 years and under,204
E01033918,Aged 16 to 20 years,205
E01033918,Aged 21 to 29 years,402
E01033918,Aged 30 years and over,743
E01033919,Aged 15 years and under,174
E01033919,Aged 16 to 20 years,42
E01033919,Aged 21 to 29 years,362
E01033919,Aged 30 years and over,734
E01033920,Aged 15 years and under,252
E01033920,Aged 16 to 20 years,55
E01033920,Aged 21 to 29 years,324
E01033920,Aged 30 years and over,892
E01033921,Aged 15 years and under,372
E01033921,Aged 16 to 20 years,74
E01033921,Aged 21 to 29 years,281
E01033921,Aged 30 years and over,928
E01033922,Aged 15 years and under,351
E01033922,Aged 16 to 20 years,69
E01033922,Aged 21 to 29 years,357
E01033922,Aged 30 years and over,931
E01033923,Aged 15 years and under,353
E01033923,Aged 16 to 20 years,105
E01033923,Aged 21 to 29 years,181
E01033923,Aged 30 years and over,921
E01033924,Aged 15 years and under,352
E01033924,Aged 16 to 20 years,87
E01033924,Aged 21 to 29 years,231
E01033924,Aged 30 years and over,874
E01033925,Aged 15 years and under,330
E01033925,Aged 16 to 20 years,105
E01033925,Aged 21 to 29 years,298
E01033925,Aged 30 years and over,999
E01033926,Aged 15 years and under,751
E01033926,Aged 16 to 20 years,177
E01033926,Aged 21 to 29 years,340
E01033926,Aged 30 years and over,1368
E01033927,Aged 15 years and under,370
E01033927,Aged 16 to 20 years,74
E01033927,Aged 21 to 29 years,195
E01033927,Aged 30 years and over,1014
E01033928,Aged 15 years and under,227
E01033928,Aged 16 to 20 years,60
E01033928,Aged 21 to 29 years,176
E01033928,Aged 30 years and over,835
E01033929,Aged 15 years and under,283
E01033929,Aged 16 to 20 years,86
E01033929,Aged 21 to 29 years,227
E01033929,Aged 30 years and over,748
E01033930,Aged 15 years and under,312
E01033930,Aged 16 to 20 years,114
E01033930,Aged 21 to 29 years,259
E01033930,Aged 30 years and over,1161
E01033931,Aged 15 years and under,304
E01033931,Aged 16 to 20 years,85
E01033931,Aged 21 to 29 years,158
E01033931,Aged 30 years and over,812
E01033932,Aged 15 years and under,307
E01033932,Aged 16 to 20 years,122
E01033932,Aged 21 to 29 years,251
E01033932,Aged 30 years and over,982
E01033933,Aged 15 years and under,377
E01033933,Aged 16 to 20 years,142
E01033933,Aged 21 to 29 years,208
E01033933,Aged 30 years and over,753
E01033934,Aged 15 years and under,398
E01033934,Aged 16 to 20 years,175
E01033934,Aged 21 to 29 years,193
E01033934,Aged 30 years and over,871
E01033935,Aged 15 years and under,379
E01033935,Aged 16 to 20 years,98
E01033935,Aged 21 to 29 years,258
E01033935,Aged 30 years and over,1273
E01033936,Aged 15 years and under,288
E01033936,Aged 16 to 20 years,96
E01033936,Aged 21 to 29 years,332
E01033936,Aged 30 years and over,926
E01033937,Aged 15 years and under,237
E01033937,Aged 16 to 20 years,67
E01033937,Aged 21 to 29 years,144
E01033937,Aged 30 years and over,717
E01033938,Aged 15 years and under,248
E01033938,Aged 16 to 20 years,81
E01033938,Aged 21 to 29 years,149
E01033938,Aged 30 years and over,753
E01033939,Aged 15 years and under,461
E01033939,Aged 16 to 20 years,79
E01033939,Aged 21 to 29 years,314
E01033939,Aged 30 years and over,1077
E01033940,Aged 15 years and under,243
E01033940,Aged 16 to 20 years,509
E01033940,Aged 21 to 29 years,805
E01033940,Aged 30 years and over,796
E01033941,Aged 15 years and under,331
E01033941,Aged 16 to 20 years,57
E01033941,Aged 21 to 29 years,247
E01033941,Aged 30 years and over,932
E01033942,Aged 15 years and under,153
E01033942,Aged 16 to 20 years,275
E01033942,Aged 21 to 29 years,582
E01033942,Aged 30 years and over,597
E01033943,Aged 15 years and under,344
E01033943,Aged 16 to 20 years,269
E01033943,Aged 21 to 29 years,656
E01033943,Aged 30 years and over,1248
E01033944,Aged 15 years and under,487
E01033944,Aged 16 to 20 years,463
E01033944,Aged 21 to 29 years,561
E01033944,Aged 30 years and over,1023
E01033945,Aged 15 years and under,203
E01033945,Aged 16 to 20 years,65
E01033945,Aged 21 to 29 years,223
E01033945,Aged 30 years and over,877
E01033946,Aged 15 years and under,215
E01033946,Aged 16 to 20 years,32
E01033946,Aged 21 to 29 years,282
E01033946,Aged 30 years and over,830
E01034026,Aged 15 years and under,137
E01034026,Aged 16 to 20 years,980
E01034026,Aged 21 to 29 years,694
E01034026,Aged 30 years and over,700
E01034027,Aged 15 years and under,361
E01034027,Aged 16 to 20 years,574
E01034027,Aged 21 to 29 years,458
E01034027,Aged 30 years and over,1140
E01034028,Aged 15 years and under,174
E01034028,Aged 16 to 20 years,37
E01034028,Aged 21 to 29 years,211
E01034028,Aged 30 years and over,808
E01034029,Aged 15 years and under,246
E01034029,Aged 16 to 20 years,71
E01034029,Aged 21 to 29 years,239
E01034029,Aged 30 years and over,969
E01034030,Aged 15 years and under,238
E01034030,Aged 16 to 20 years,60
E01034030,Aged 21 to 29 years,396
E01034030,Aged 30 years and over,1167
E01034031,Aged 15 years and under,268
E01034031,Aged 16 to 20 years,23
E01034031,Aged 21 to 29 years,132
E01034031,Aged 30 years and over,889
E01034032,Aged 15 years and under,326
E01034032,Aged 16 to 20 years,94
E01034032,Aged 21 to 29 years,252
E01034032,Aged 30 years and over,1140
E01034033,Aged 15 years and under,269
E01034033,Aged 16 to 20 years,44
E01034033,Aged 21 to 29 years,240
E01034033,Aged 30 years and over,1196
E01034034,Aged 15 years and under,413
E01034034,Aged 16 to 20 years,76
E01034034,Aged 21 to 29 years,192
E01034034,Aged 30 years and over,991
E01034035,Aged 15 years and under,337
E01034035,Aged 16 to 20 years,64
E01034035,Aged 21 to 29 years,99
E01034035,Aged 30 years and over,1082
E01034036,Aged 15 years and under,483
E01034036,Aged 16 to 20 years,80
E01034036,Aged 21 to 29 years,277
E01034036,Aged 30 years and over,1014
E01034037,Aged 15 years and under,418
E01034037,Aged 16 to 20 years,92
E01034037,Aged 21 to 29 years,221
E01034037,Aged 30 years and over,1123
E01034038,Aged 15 years and under,477
E01034038,Aged 16 to 20 years,106
E01034038,Aged 21 to 29 years,161
E01034038,Aged 30 years and over,1056
E01034039,Aged 15 years and under,506
E01034039,Aged 16 to 20 years,80
E01034039,Aged 21 to 29 years,130
E01034039,Aged 30 years and over,1017
E01034040,Aged 15 years and under,363
E01034040,Aged 16 to 20 years,82
E01034040,Aged 21 to 29 years,217
E01034040,Aged 30 years and over,991
E01034041,Aged 15 years and under,311
E01034041,Aged 16 to 20 years,81
E01034041,Aged 21 to 29 years,209
E01034041,Aged 30 years and over,876
E01034042,Aged 15 years and under,295
E01034042,Aged 16 to 20 years,44
E01034042,Aged 21 to 29 years,216
E01034042,Aged 30 years and over,701
E01034043,Aged 15 years and under,304
E01034043,Aged 16 to 20 years,55
E01034043,Aged 21 to 29 years,210
E01034043,Aged 30 years and over,872
E01034044,Aged 15 years and under,219
E01034044,Aged 16 to 20 years,42
E01034044,Aged 21 to 29 years,165
E01034044,Aged 30 years and over,806
E01034045,Aged 15 years and under,324
E01034045,Aged 16 to 20 years,85
E01034045,Aged 21 to 29 years,274
E01034045,Aged 30 years and over,1108
E01034046,Aged 15 years and under,463
E01034046,Aged 16 to 20 years,126
E01034046,Aged 21 to 29 years,219
E01034046,Aged 30 years and over,1142
E01034139,Aged 15 years and under,407
E01034139,Aged 16 to 20 years,97
E01034139,Aged 21 to 29 years,208
E01034139,Aged 30 years and over,1092
E01034140,Aged 15 years and under,296
E01034140,Aged 16 to 20 years,55
E01034140,Aged 21 to 29 years,173
E01034140,Aged 30 years and over,720
E01034141,Aged 15 years and under,335
E01034141,Aged 16 to 20 years,40
E01034141,Aged 21 to 29 years,251
E01034141,Aged 30 years and over,793
E01034142,Aged 15 years and under,326
E01034142,Aged 16 to 20 years,49
E01034142,Aged 21 to 29 years,188
E01034142,Aged 30 years and over,916
E01034143,Aged 15 years and under,195
E01034143,Aged 16 to 20 years,39
E01034143,Aged 21 to 29 years,406
E01034143,Aged 30 years and over,667
E01034144,Aged 15 years and under,295
E01034144,Aged 16 to 20 years,53
E01034144,Aged 21 to 29 years,192
E01034144,Aged 30 years and over,807
E01034145,Aged 15 years and under,311
E01034145,Aged 16 to 20 years,82
E01034145,Aged 21 to 29 years,222
E01034145,Aged 30 years and over,715
E01034146,Aged 15 years and under,401
E01034146,Aged 16 to 20 years,59
E01034146,Aged 21 to 29 years,191
E01034146,Aged 30 years and over,791
E01034147,Aged 15 years and under,97
E01034147,Aged 16 to 20 years,20
E01034147,Aged 21 to 29 years,381
E01034147,Aged 30 years and over,623
E01034148,Aged 15 years and under,159
E01034148,Aged 16 to 20 years,39
E01034148,Aged 21 to 29 years,506
E01034148,Aged 30 years and over,925
E01034149,Aged 15 years and under,345
E01034149,Aged 16 to 20 years,45
E01034149,Aged 21 to 29 years,400
E01034149,Aged 30 years and over,1324
E01034150,Aged 15 years and under,275
E01034150,Aged 16 to 20 years,43
E01034150,Aged 21 to 29 years,286
E01034150,Aged 30 years and over,745
E01034151,Aged 15 years and under,170
E01034151,Aged 16 to 20 years,21
E01034151,Aged 21 to 29 years,320
E01034151,Aged 30 years and over,652
E01034152,Aged 15 years and under,389
E01034152,Aged 16 to 20 years,66
E01034152,Aged 21 to 29 years,245
E01034152,Aged 30 years and over,927
E01034153,Aged 15 years and under,314
E01034153,Aged 16 to 20 years,67
E01034153,Aged 21 to 29 years,148
E01034153,Aged 30 years and over,873
E01034154,Aged 15 years and under,352
E01034154,Aged 16 to 20 years,47
E01034154,Aged 21 to 29 years,252
E01034154,Aged 30 years and over,885
E01034155,Aged 15 years and under,499
E01034155,Aged 16 to 20 years,94
E01034155,Aged 21 to 29 years,280
E01034155,Aged 30 years and over,1180
E01034156,Aged 15 years and under,264
E01034156,Aged 16 to 20 years,44
E01034156,Aged 21 to 29 years,238
E01034156,Aged 30 years and over,861
E01034173,Aged 15 years and under,412
E01034173,Aged 16 to 20 years,113
E01034173,Aged 21 to 29 years,241
E01034173,Aged 30 years and over,1089
E01034174,Aged 15 years and under,217
E01034174,Aged 16 to 20 years,27
E01034174,Aged 21 to 29 years,129
E01034174,Aged 30 years and over,880
E01034175,Aged 15 years and under,164
E01034175,Aged 16 to 20 years,16
E01034175,Aged 21 to 29 years,347
E01034175,Aged 30 years and over,775
E01034176,Aged 15 years and under,432
E01034176,Aged 16 to 20 years,154
E01034176,Aged 21 to 29 years,293
E01034176,Aged 30 years and over,1148
E01034177,Aged 15 years and under,360
E01034177,Aged 16 to 20 years,92
E01034177,Aged 21 to 29 years,262
E01034177,Aged 30 years and over,888
E01034178,Aged 15 years and under,297
E01034178,Aged 16 to 20 years,50
E01034178,Aged 21 to 29 years,402
E01034178,Aged 30 years and over,942
E01034179,Aged 15 years and under,197
E01034179,Aged 16 to 20 years,176
E01034179,Aged 21 to 29 years,370
E01034179,Aged 30 years and over,682
E01034180,Aged 15 years and under,323
E01034180,Aged 16 to 20 years,74
E01034180,Aged 21 to 29 years,206
E01034180,Aged 30 years and over,690
E01034181,Aged 15 years and under,229
E01034181,Aged 16 to 20 years,214
E01034181,Aged 21 to 29 years,583
E01034181,Aged 30 years and over,787
E01034182,Aged 15 years and under,186
E01034182,Aged 16 to 20 years,51
E01034182,Aged 21 to 29 years,271
E01034182,Aged 30 years and over,892
E01034183,Aged 15 years and under,307
E01034183,Aged 16 to 20 years,45
E01034183,Aged 21 to 29 years,274
E01034183,Aged 30 years and over,900
E01034184,Aged 15 years and under,297
E01034184,Aged 16 to 20 years,46
E01034184,Aged 21 to 29 years,216
E01034184,Aged 30 years and over,730
E01034185,Aged 15 years and under,181
E01034185,Aged 16 to 20 years,34
E01034185,Aged 21 to 29 years,191
E01034185,Aged 30 years and over,800
E01034186,Aged 15 years and under,109
E01034186,Aged 16 to 20 years,26
E01034186,Aged 21 to 29 years,399
E01034186,Aged 30 years and over,821
E01034187,Aged 15 years and under,144
E01034187,Aged 16 to 20 years,19
E01034187,Aged 21 to 29 years,224
E01034187,Aged 30 years and over,867
E01034188,Aged 15 years and under,241
E01034188,Aged 16 to 20 years,49
E01034188,Aged 21 to 29 years,365
E01034188,Aged 30 years and over,742
E01034189,Aged 15 years and under,244
E01034189,Aged 16 to 20 years,25
E01034189,Aged 21 to 29 years,264
E01034189,Aged 30 years and over,734
