Lower layer Super Output Areas Code,Residents Population Density (per square kilometre)
E01003541 ,"12,559.0"
E01003499 ,"13,926.1"
E01003501 ,"14,867.4"
E01003502 ,"17,724.0"
E01003503 ,"19,592.1"
E01003507 ,"15,911.3"
E01003508 ,"19,571.5"
E01003509 ,"19,798.7"
E01003604 ,"10,347.9"
E01003483 ,"6,742.8"
E01003484 ,"17,749.3"
E01003516 ,"14,003.0"
E01003518 ,"9,069.8"
E01003519 ,"26,028.9"
E01003480 ,"7,044.8"
E01003486 ,"5,519.5"
E01003487 ,"10,867.5"
E01034205 ,654.5
E01034206 ,"1,634.1"
E01034207 ,"11,917.7"
E01003497 ,"2,419.6"
E01003506 ,"13,418.1"
E01033584 ,"11,308.1"
E01034208 ,"12,968.6"
E01034209 ,"10,270.6"
E01034210 ,"15,835.1"
E01034211 ,"5,119.3"
E01034212 ,"6,679.4"
E01003479 ,"5,114.0"
E01003481 ,"2,838.5"
E01003485 ,"11,171.4"
E01003513 ,"4,366.8"
E01003511 ,"20,959.7"
E01003512 ,"15,348.8"
E01003514 ,"9,319.8"
E01003515 ,"2,825.7"
E01003517 ,"6,863.4"
E01034213 ,"5,979.9"
E01034214 ,"44,334.3"
E01034215 ,"41,069.5"
E01034216 ,"26,877.0"
E01034217 ,"7,071.2"
E01003615 ,"15,783.1"
E01034218 ,"8,814.1"
E01034219 ,"11,643.0"
E01034220 ,"3,647.7"
E01034221 ,"12,162.3"
E01033579 ,"4,284.7"
E01033586 ,"2,996.6"
E01034222 ,"3,011.2"
E01034223 ,"22,689.8"
E01003611 ,"13,082.1"
E01033581 ,"1,464.6"
E01033582 ,"8,840.8"
E01034224 ,"3,726.6"
E01033580 ,"16,809.5"
E01034225 ,"3,425.2"
E01034226 ,"36,443.3"
E01034227 ,"34,507.7"
E01034228 ,"21,029.6"
E01034229 ,"3,221.3"
E01034230 ,"29,382.4"
E01034231 ,"19,435.6"
E01003744 ,"2,186.9"
E01003745 ,"2,891.1"
E01003746 ,"2,526.9"
E01003747 ,"4,562.5"
E01003748 ,"4,038.5"
E01003749 ,"8,626.6"
E01003750 ,"5,127.3"
E01003720 ,"3,646.4"
E01003722 ,"8,760.9"
E01003723 ,"6,571.7"
E01003726 ,666.8
E01003721 ,"10,366.5"
E01003724 ,"7,105.9"
E01003725 ,"11,639.1"
E01003727 ,"8,291.4"
E01003654 ,"7,270.4"
E01003655 ,"6,997.8"
E01003658 ,"7,391.5"
E01003660 ,"3,277.3"
E01003656 ,"2,875.3"
E01003657 ,"5,009.2"
E01003659 ,"4,731.9"
E01003698 ,"8,217.6"
E01003699 ,"1,809.3"
E01003700 ,"3,830.4"
E01003701 ,"6,961.7"
E01003702 ,"7,264.5"
E01003703 ,"2,669.2"
E01003704 ,"6,963.7"
E01003668 ,"7,804.5"
E01003669 ,"8,716.9"
E01003670 ,"6,286.4"
E01003671 ,"7,700.3"
E01003672 ,"9,268.2"
E01003673 ,"9,706.3"
E01003674 ,"9,061.7"
E01003707 ,"6,103.8"
E01003708 ,"4,686.6"
E01003709 ,"7,492.6"
E01003710 ,"6,937.5"
E01003759 ,"7,005.3"
E01003760 ,"6,227.4"
E01003761 ,"17,454.5"
E01003762 ,"6,916.0"
E01003763 ,"2,887.9"
E01003764 ,"3,959.7"
E01003765 ,"8,375.8"
E01003705 ,"7,763.9"
E01003706 ,"8,750.6"
E01003711 ,"5,245.5"
E01003712 ,"8,907.4"
E01003646 ,"9,350.9"
E01003648 ,"6,972.4"
E01003649 ,"9,064.4"
E01003651 ,"7,790.3"
E01003639 ,"2,176.8"
E01003640 ,319.5
E01003641 ,"7,679.2"
E01003642 ,"5,778.8"
E01003774 ,"7,545.8"
E01003775 ,"5,009.1"
E01003776 ,"5,010.1"
E01003777 ,"7,745.2"
E01003778 ,"5,555.6"
E01003779 ,"9,850.6"
E01003780 ,"5,208.3"
E01003647 ,"12,360.3"
E01003650 ,"9,184.3"
E01003652 ,"9,544.9"
E01003653 ,"10,649.9"
E01003638 ,"7,131.6"
E01003643 ,"11,364.3"
E01003644 ,"10,554.5"
E01003645 ,"11,037.6"
E01003789 ,"4,606.9"
E01003794 ,"4,352.3"
E01003795 ,"1,568.5"
E01003796 ,"6,412.3"
E01003751 ,"3,808.4"
E01003753 ,"11,432.7"
E01003754 ,"10,348.8"
E01003757 ,"9,415.6"
E01003769 ,"7,769.0"
E01003770 ,"4,147.1"
E01003771 ,"7,829.7"
E01003773 ,"7,718.6"
E01003752 ,"12,314.5"
E01003755 ,"11,068.8"
E01003756 ,"9,846.2"
E01034480 ,"12,060.9"
E01034481 ,"11,863.7"
E01003766 ,"14,432.6"
E01003767 ,"10,909.1"
E01003768 ,"11,013.2"
E01003772 ,"11,916.0"
E01003781 ,"12,019.1"
E01003782 ,"10,394.3"
E01003786 ,"12,574.9"
E01003787 ,"12,194.2"
E01003790 ,"1,751.0"
E01003791 ,"1,162.1"
E01003792 ,"1,821.6"
E01003793 ,"2,770.3"
E01003783 ,"10,738.5"
E01003784 ,"14,522.4"
E01003785 ,"5,670.7"
E01003788 ,"11,526.4"
E01003737 ,"8,381.7"
E01003738 ,"10,236.8"
E01003739 ,"8,325.2"
E01003740 ,"4,906.2"
E01003741 ,"8,575.6"
E01003742 ,"16,532.0"
E01003743 ,"10,937.3"
E01003729 ,"14,945.1"
E01003730 ,"20,862.7"
E01003732 ,"15,343.4"
E01003733 ,"18,774.3"
E01034482 ,"38,956.8"
E01034483 ,"18,320.4"
E01034484 ,"10,943.5"
E01003731 ,"10,143.6"
E01003734 ,"14,652.8"
E01003735 ,"10,394.3"
E01003736 ,"20,596.6"
E01003713 ,"12,755.6"
E01003714 ,"13,633.3"
E01003715 ,"14,223.4"
E01003716 ,"5,236.0"
E01003718 ,"14,033.6"
E01003719 ,"6,247.4"
E01032581 ,"6,671.3"
E01003690 ,"2,773.8"
E01003691 ,"7,031.5"
E01003692 ,"10,824.5"
E01003693 ,"3,830.7"
E01003694 ,"6,868.3"
E01003695 ,"11,985.8"
E01003696 ,"9,286.8"
E01003697 ,"6,341.3"
E01003675 ,"7,475.1"
E01003676 ,"10,231.9"
E01003677 ,"2,955.7"
E01003678 ,"6,118.0"
E01003679 ,"7,845.7"
E01003680 ,"8,115.9"
E01003681 ,"4,187.3"
E01003682 ,"6,678.6"
E01003663 ,"6,207.2"
E01003664 ,"11,443.1"
E01003665 ,"9,982.5"
E01033590 ,"12,794.3"
E01033592 ,"13,154.4"
E01003661 ,"10,681.7"
E01003662 ,"11,711.3"
E01003666 ,"13,159.6"
E01003689 ,"8,985.1"
E01033589 ,"16,029.5"
E01033591 ,"11,683.7"
E01003683 ,"18,179.6"
E01003684 ,"16,571.9"
E01003685 ,"16,856.4"
E01003686 ,"12,212.8"
E01003688 ,"13,736.0"
E01003797 ,"3,390.4"
E01003798 ,"6,333.3"
E01003799 ,"1,906.2"
E01003800 ,"5,850.5"
E01003801 ,"4,006.9"
E01003802 ,"3,532.0"
E01003803 ,"7,652.6"
E01003846 ,"7,151.8"
E01003847 ,"1,059.7"
E01003849 ,"7,639.7"
E01003851 ,"6,512.2"
E01003860 ,"1,133.9"
E01003864 ,"5,709.8"
E01003852 ,"2,024.7"
E01003853 ,"4,761.0"
E01003854 ,"10,078.3"
E01003855 ,"6,589.3"
E01003856 ,"13,894.8"
E01003857 ,"12,476.8"
E01003858 ,"10,128.3"
E01003848 ,"9,553.7"
E01003861 ,"10,161.1"
E01003862 ,"9,133.9"
E01003863 ,"6,825.0"
E01003865 ,"10,555.1"
E01033570 ,"4,034.8"
E01033571 ,"4,460.3"
E01003804 ,"10,542.6"
E01003807 ,"10,697.2"
E01003808 ,"13,938.1"
E01003809 ,"4,353.4"
E01003859 ,"8,457.5"
E01003873 ,"8,421.1"
E01003874 ,"11,187.7"
E01003875 ,"3,281.7"
E01003878 ,"1,476.4"
E01003866 ,"11,007.1"
E01003868 ,"11,807.2"
E01003871 ,"9,131.6"
E01003872 ,"4,969.9"
E01003821 ,"5,714.8"
E01003876 ,"3,905.9"
E01003877 ,"9,451.1"
E01003879 ,"7,556.0"
E01003892 ,"5,093.8"
E01003893 ,"7,307.5"
E01003894 ,"10,012.0"
E01003895 ,"3,965.6"
E01003905 ,"3,503.8"
E01003906 ,"8,174.8"
E01003907 ,"7,020.1"
E01003908 ,"6,213.6"
E01003909 ,"7,350.4"
E01003867 ,"3,829.4"
E01003869 ,"5,145.3"
E01003870 ,"4,907.6"
E01003910 ,"5,585.6"
E01003805 ,"2,164.2"
E01003806 ,355.4
E01003816 ,572.3
E01003817 ,484.4
E01003840 ,"9,134.6"
E01003841 ,"7,441.5"
E01003842 ,"4,359.8"
E01003843 ,"6,677.7"
E01003844 ,"5,113.6"
E01003845 ,"4,157.3"
E01003882 ,"9,319.7"
E01003883 ,"10,563.7"
E01003896 ,"6,106.4"
E01003897 ,"9,974.6"
E01003898 ,"9,358.8"
E01003899 ,"8,859.7"
E01003900 ,"2,265.7"
E01003901 ,"6,380.2"
E01003902 ,"8,481.5"
E01003903 ,"2,435.3"
E01003904 ,"6,727.3"
E01003880 ,"6,682.3"
E01003881 ,"5,344.8"
E01003884 ,"6,179.3"
E01003885 ,"3,501.7"
E01003818 ,"3,308.6"
E01003819 ,"1,684.2"
E01003820 ,"6,887.1"
E01003811 ,"10,325.3"
E01003812 ,"6,395.6"
E01003890 ,"7,742.2"
E01003891 ,"5,709.6"
E01003810 ,"8,610.7"
E01003813 ,"5,108.8"
E01003814 ,"4,204.3"
E01003815 ,"3,835.6"
E01003828 ,"4,925.8"
E01003829 ,"4,225.0"
E01003830 ,"3,691.6"
E01003831 ,"5,309.5"
E01003832 ,"6,683.1"
E01003833 ,"7,465.8"
E01003886 ,"8,033.2"
E01003887 ,"8,065.7"
E01003888 ,"2,578.5"
E01003889 ,657.4
E01003834 ,"1,477.4"
E01003835 ,"4,542.7"
E01003836 ,"5,568.5"
E01003837 ,"3,992.2"
E01003838 ,"5,897.9"
E01003839 ,"9,943.4"
E01003822 ,"3,946.0"
E01003823 ,396.5
E01003824 ,"5,003.1"
E01003825 ,"5,154.0"
E01003826 ,"1,642.1"
E01003827 ,"4,246.8"
E01004029 ,"18,498.6"
E01004032 ,"10,966.3"
E01004053 ,"12,496.7"
E01004054 ,"12,428.9"
E01004055 ,"6,759.8"
E01003929 ,"8,456.0"
E01003934 ,"8,220.4"
E01003935 ,"9,067.8"
E01003939 ,"12,883.2"
E01033867 ,"9,410.0"
E01033868 ,"11,920.5"
E01003975 ,"21,760.4"
E01004023 ,"14,477.6"
E01004028 ,"20,141.7"
E01033869 ,"16,587.6"
E01033870 ,"30,980.7"
E01033871 ,"10,543.9"
E01033872 ,"15,982.8"
E01003938 ,"23,784.1"
E01003940 ,"29,174.3"
E01003941 ,"21,194.0"
E01003942 ,"15,888.8"
E01003979 ,"11,849.6"
E01003981 ,"7,928.5"
E01004030 ,"15,925.1"
E01004031 ,"6,102.8"
E01004033 ,"16,698.9"
E01004034 ,"12,139.6"
E01004036 ,"21,816.3"
E01004056 ,"12,357.3"
E01004057 ,"9,187.9"
E01004058 ,"12,229.4"
E01004059 ,"6,602.9"
E01004060 ,"20,132.9"
E01003936 ,"17,576.7"
E01003937 ,"16,016.7"
E01003943 ,"24,572.4"
E01033873 ,"15,742.2"
E01033874 ,"20,017.4"
E01003977 ,"14,478.0"
E01004037 ,"13,654.8"
E01004038 ,"11,168.5"
E01004042 ,"13,240.9"
E01004043 ,"11,356.8"
E01003986 ,"8,791.6"
E01003987 ,"13,394.0"
E01004024 ,"16,345.5"
E01004035 ,"6,357.6"
E01003960 ,"13,993.7"
E01003961 ,"17,211.6"
E01003994 ,"12,898.4"
E01033875 ,"20,245.4"
E01033876 ,"23,062.7"
E01033877 ,"20,064.9"
E01003980 ,"10,314.6"
E01004039 ,"18,025.7"
E01004040 ,"17,105.3"
E01004041 ,"21,237.0"
E01004044 ,"20,483.6"
E01003992 ,"21,607.6"
E01003995 ,"21,401.9"
E01003998 ,"15,245.7"
E01003999 ,"16,976.2"
E01032639 ,"21,492.7"
E01032719 ,"34,819.3"
E01003966 ,"20,992.1"
E01003971 ,"22,421.4"
E01033878 ,"14,852.5"
E01033879 ,"23,418.9"
E01033880 ,"5,780.5"
E01003963 ,"28,922.6"
E01003972 ,"20,151.1"
E01003973 ,"18,634.3"
E01033881 ,"7,287.2"
E01003923 ,"13,765.8"
E01003969 ,"8,658.9"
E01003991 ,"16,113.9"
E01003993 ,"23,539.0"
E01003997 ,"17,075.1"
E01003983 ,"15,950.6"
E01003988 ,"5,245.0"
E01003989 ,"9,212.9"
E01003990 ,"16,137.2"
E01004007 ,"18,060.1"
E01003912 ,"23,921.6"
E01004011 ,"18,479.0"
E01004012 ,"16,685.6"
E01004013 ,"16,099.4"
E01004014 ,"23,318.7"
E01003911 ,"18,593.1"
E01003916 ,"15,962.9"
E01003917 ,"16,914.8"
E01003918 ,"16,877.9"
E01003925 ,"23,001.1"
E01003919 ,"10,440.6"
E01003920 ,"24,246.3"
E01003921 ,"16,055.3"
E01003922 ,"16,118.3"
E01003924 ,"26,314.5"
E01003926 ,"13,056.1"
E01004008 ,"20,776.9"
E01004010 ,"11,709.4"
E01004067 ,"9,505.8"
E01033882 ,"18,488.8"
E01033883 ,"16,243.7"
E01003984 ,"13,828.5"
E01004003 ,"14,433.9"
E01004004 ,"13,387.8"
E01004005 ,"15,143.2"
E01004006 ,"12,291.9"
E01003913 ,"8,678.8"
E01003914 ,"12,740.4"
E01003915 ,"18,993.8"
E01004050 ,"7,524.4"
E01004052 ,"10,115.8"
E01004061 ,"7,936.8"
E01004062 ,"13,313.3"
E01004063 ,"10,705.3"
E01004065 ,"13,428.3"
E01004066 ,"14,663.4"
E01004000 ,"12,002.5"
E01004001 ,"9,043.5"
E01004019 ,"15,533.6"
E01004064 ,"11,849.8"
E01004068 ,"10,165.3"
E01004045 ,"25,432.7"
E01004047 ,"16,235.2"
E01004048 ,"4,025.2"
E01004049 ,"12,523.3"
E01004051 ,"8,504.3"
E01003953 ,"9,945.7"
E01003955 ,"13,565.3"
E01004015 ,"3,155.0"
E01004021 ,"13,942.0"
E01004046 ,"10,568.7"
E01004002 ,"5,051.9"
E01004016 ,"4,531.8"
E01004017 ,"4,613.4"
E01004020 ,"8,917.3"
E01003952 ,"12,537.9"
E01003954 ,"15,746.8"
E01003956 ,"16,000.0"
E01004071 ,"12,157.6"
E01004072 ,"5,942.5"
E01004069 ,"1,411.3"
E01004070 ,"6,071.5"
E01004073 ,"9,498.5"
E01004074 ,"4,820.6"
E01004075 ,"2,908.8"
E01003949 ,"8,267.4"
E01003950 ,"8,148.0"
E01003957 ,"10,604.3"
E01003958 ,"12,168.4"
E01004018 ,"7,035.9"
E01003945 ,"2,068.3"
E01003946 ,"4,148.5"
E01003947 ,"11,510.4"
E01003948 ,"6,545.8"
E01003951 ,"1,405.2"
E01003930 ,"18,263.7"
E01003932 ,"12,600.2"
E01003933 ,"10,728.2"
E01032583 ,"13,486.8"
E01032584 ,"15,530.0"
E01032637 ,"26,069.7"
E01032638 ,"27,277.2"
E01032640 ,"22,747.3"
E01032834 ,"28,873.2"
E01033884 ,"5,207.9"
E01003976 ,"19,958.3"
E01032646 ,"12,327.1"
E01032803 ,"24,851.5"
E01033885 ,"14,631.5"
E01004125 ,"11,600.6"
E01004183 ,"8,325.5"
E01004184 ,"6,173.1"
E01004185 ,"5,241.6"
E01004189 ,"6,294.6"
E01004123 ,"5,599.5"
E01004124 ,"10,919.5"
E01004126 ,"12,175.6"
E01004128 ,"8,466.9"
E01004129 ,"7,132.6"
E01004130 ,"2,609.5"
E01004131 ,"9,205.3"
E01004134 ,"7,351.6"
E01004135 ,"5,249.3"
E01004136 ,"6,476.2"
E01004164 ,"6,143.0"
E01004166 ,"6,345.2"
E01004169 ,"12,470.7"
E01004186 ,"5,743.4"
E01034153 ,"8,643.6"
E01034154 ,"8,086.2"
E01004127 ,"8,951.5"
E01004163 ,"7,989.8"
E01004165 ,"7,095.5"
E01004167 ,"9,957.3"
E01004187 ,"9,621.1"
E01004117 ,"5,617.9"
E01004121 ,"6,255.9"
E01004192 ,"4,777.0"
E01004193 ,"7,662.3"
E01004195 ,"7,154.9"
E01004144 ,"4,348.9"
E01004145 ,"4,974.9"
E01004146 ,"9,262.0"
E01004147 ,"5,518.0"
E01004116 ,"4,896.6"
E01004122 ,"5,360.6"
E01004190 ,"5,246.0"
E01004191 ,"7,684.5"
E01004194 ,"7,789.2"
E01004196 ,"6,455.2"
E01004115 ,"7,080.1"
E01004118 ,"6,669.1"
E01004119 ,"5,633.3"
E01004132 ,"8,690.1"
E01004133 ,"8,167.1"
E01004171 ,"4,375.8"
E01004172 ,"10,873.9"
E01004173 ,"6,034.5"
E01004175 ,"6,670.5"
E01004176 ,"9,466.2"
E01004076 ,475.1
E01004077 ,"6,159.1"
E01004078 ,"5,463.3"
E01004079 ,"4,340.1"
E01004080 ,"4,719.0"
E01004081 ,"9,653.3"
E01004082 ,"7,905.5"
E01004137 ,"11,031.5"
E01004140 ,"14,236.0"
E01004141 ,"15,145.2"
E01004149 ,"6,794.5"
E01034155 ,"13,230.2"
E01034156 ,"6,155.9"
E01004101 ,"6,290.2"
E01004103 ,"10,113.9"
E01004138 ,"10,704.6"
E01004139 ,"9,974.1"
E01004168 ,"7,166.4"
E01004143 ,"12,958.6"
E01004148 ,"7,739.5"
E01004159 ,"4,837.3"
E01004160 ,"7,307.4"
E01004161 ,"4,647.9"
E01004097 ,"6,086.0"
E01004098 ,"5,805.0"
E01004099 ,"4,158.5"
E01004100 ,"4,349.2"
E01004102 ,"3,867.8"
E01004110 ,"6,566.8"
E01004111 ,"3,540.3"
E01004112 ,"3,178.9"
E01004120 ,"5,262.4"
E01004157 ,"4,954.1"
E01004087 ,"4,366.6"
E01004170 ,"8,782.3"
E01004174 ,"9,177.4"
E01004178 ,"9,797.3"
E01004179 ,"7,036.6"
E01004152 ,"8,662.1"
E01004155 ,"9,947.8"
E01004156 ,"9,706.6"
E01004158 ,"6,732.4"
E01004162 ,"9,527.6"
E01004083 ,"6,113.1"
E01004086 ,"3,607.2"
E01004088 ,"4,135.2"
E01004089 ,"11,998.2"
E01004182 ,"11,987.8"
E01004104 ,"4,255.8"
E01004107 ,"6,703.8"
E01004177 ,"8,120.5"
E01004180 ,"2,949.7"
E01004181 ,"6,168.1"
E01004090 ,"7,084.9"
E01004096 ,"10,169.4"
E01004150 ,"12,304.8"
E01004151 ,"9,790.8"
E01004153 ,"11,157.4"
E01004091 ,"3,426.9"
E01004092 ,"2,322.7"
E01004105 ,"4,879.1"
E01004106 ,"1,998.0"
E01004154 ,"4,359.0"
E01004084 ,"2,851.8"
E01004085 ,"1,989.4"
E01004108 ,428.8
E01004109 ,"2,577.4"
E01004093 ,"4,255.6"
E01004094 ,"6,708.6"
E01004095 ,"5,384.4"
E01004114 ,"1,153.9"
E01032623 ,"2,186.5"
E01004222 ,"19,754.0"
E01004223 ,"3,740.7"
E01004226 ,"25,937.5"
E01035657 ,"4,838.3"
E01035658 ,"13,706.1"
E01035659 ,"12,253.3"
E01004198 ,"15,684.2"
E01004199 ,"24,565.2"
E01004201 ,"13,012.3"
E01035660 ,"13,217.6"
E01035661 ,"27,112.2"
E01004228 ,"15,342.8"
E01004230 ,"13,590.9"
E01004232 ,"9,249.9"
E01004233 ,"26,522.3"
E01004234 ,"4,468.7"
E01004229 ,"13,657.4"
E01004231 ,"15,114.8"
E01032764 ,"7,266.9"
E01032765 ,"21,654.3"
E01032784 ,"26,414.2"
E01035662 ,"38,477.5"
E01035663 ,"13,753.9"
E01004200 ,"26,167.2"
E01004202 ,"17,994.7"
E01004203 ,"17,186.3"
E01004204 ,"22,106.5"
E01004311 ,"21,757.1"
E01004315 ,"16,527.2"
E01035664 ,"17,773.0"
E01004259 ,"13,150.8"
E01004260 ,"18,195.7"
E01004263 ,"16,944.8"
E01004266 ,"17,685.7"
E01004235 ,"33,047.9"
E01004236 ,"15,204.7"
E01004237 ,"23,430.3"
E01004239 ,"16,601.1"
E01035665 ,"11,386.5"
E01035666 ,"34,540.5"
E01035667 ,"11,473.0"
E01004312 ,"21,928.1"
E01004313 ,"25,851.6"
E01004316 ,"29,601.1"
E01035668 ,"11,872.9"
E01035669 ,"14,431.7"
E01004264 ,"23,700.7"
E01032785 ,"34,560.4"
E01032786 ,"27,684.4"
E01035670 ,"13,675.3"
E01004207 ,"20,787.2"
E01004209 ,"17,251.2"
E01004212 ,"25,410.0"
E01032787 ,"23,110.3"
E01004240 ,"19,423.3"
E01004241 ,"14,315.1"
E01004267 ,"10,436.4"
E01004268 ,"34,216.6"
E01035671 ,"35,533.7"
E01035672 ,"24,949.3"
E01035673 ,"50,583.0"
E01004205 ,"16,306.4"
E01004206 ,"19,037.7"
E01004208 ,"12,225.0"
E01004211 ,"9,890.7"
E01004270 ,"8,248.1"
E01004271 ,"25,683.0"
E01004272 ,"28,143.5"
E01035674 ,"15,788.9"
E01035675 ,"26,597.0"
E01035676 ,"15,705.7"
E01035677 ,"22,081.5"
E01004306 ,"15,123.2"
E01004307 ,"10,880.3"
E01004308 ,"17,298.9"
E01004309 ,"22,026.8"
E01004310 ,"22,004.4"
E01004283 ,"14,444.4"
E01004287 ,"26,439.5"
E01004289 ,"18,419.0"
E01004290 ,"19,268.3"
E01004322 ,"9,880.1"
E01004323 ,"22,998.6"
E01004324 ,"20,984.3"
E01004326 ,"22,517.9"
E01004245 ,"13,846.9"
E01004248 ,"17,777.8"
E01004249 ,"13,415.8"
E01035678 ,"23,507.3"
E01035679 ,"13,209.6"
E01004286 ,"15,878.2"
E01004288 ,"18,015.6"
E01035680 ,"21,891.3"
E01035681 ,"18,861.7"
E01035682 ,"25,773.9"
E01035683 ,"27,261.9"
E01004243 ,"13,319.0"
E01004244 ,"14,901.8"
E01004247 ,"22,184.9"
E01035684 ,"32,350.5"
E01035685 ,"28,716.0"
E01004319 ,"27,906.5"
E01004321 ,"20,595.0"
E01032767 ,"11,645.6"
E01035686 ,"23,421.1"
E01035687 ,"24,325.5"
E01035688 ,"61,814.8"
E01035689 ,"30,204.8"
E01004298 ,"17,453.8"
E01004300 ,"27,777.8"
E01004304 ,"20,778.2"
E01004305 ,"20,438.6"
E01004251 ,"20,251.4"
E01004255 ,"16,890.3"
E01004258 ,"15,349.3"
E01035690 ,"30,819.4"
E01035691 ,"18,464.5"
E01004256 ,"11,793.4"
E01004257 ,"17,772.5"
E01035692 ,"24,813.6"
E01035693 ,"20,327.2"
E01035694 ,"21,674.8"
E01035695 ,"21,682.0"
E01004301 ,"17,359.4"
E01004302 ,"33,581.5"
E01004303 ,"13,163.7"
E01032768 ,"18,898.4"
E01032769 ,"13,205.1"
E01004292 ,"11,139.2"
E01004295 ,"24,637.1"
E01004296 ,"18,000.0"
E01035696 ,"12,216.5"
E01035697 ,"14,390.0"
E01004291 ,"16,704.5"
E01004293 ,"6,035.8"
E01004297 ,"16,328.8"
E01004214 ,"24,000.0"
E01004216 ,"19,955.4"
E01004217 ,"5,031.5"
E01004218 ,"13,234.9"
E01004274 ,"23,038.9"
E01004275 ,"18,125.5"
E01004276 ,"25,085.6"
E01004281 ,"15,826.7"
E01032775 ,"34,405.8"
E01032783 ,"15,931.8"
E01004280 ,"14,190.3"
E01032770 ,"48,672.8"
E01032772 ,"29,570.0"
E01032774 ,"8,833.9"
E01035698 ,"80,806.5"
E01035699 ,"80,467.3"
E01004277 ,"3,637.6"
E01032771 ,"4,400.8"
E01032781 ,"31,335.8"
E01032782 ,"29,270.8"
E01032776 ,"26,098.5"
E01035700 ,"76,357.6"
E01035701 ,"53,454.5"
E01035702 ,"5,473.5"
E01004219 ,"13,639.1"
E01032777 ,"11,045.8"
E01032779 ,"47,627.1"
E01032780 ,"5,840.0"
E01004221 ,"14,834.8"
E01035703 ,"17,162.8"
E01035704 ,"85,637.3"
E01035705 ,"10,823.4"
E01035706 ,"15,523.5"
E01004349 ,"2,429.0"
E01004350 ,"6,027.3"
E01004351 ,"3,776.4"
E01004356 ,"3,595.2"
E01004357 ,"4,765.2"
E01004352 ,"1,281.1"
E01004353 ,"3,219.2"
E01004354 ,"6,436.3"
E01004358 ,"7,858.3"
E01004359 ,"7,578.6"
E01004384 ,"7,346.8"
E01004385 ,"3,164.8"
E01004386 ,"4,518.4"
E01004389 ,"4,082.4"
E01004390 ,"4,942.8"
E01004355 ,"6,900.8"
E01004360 ,"5,902.7"
E01004413 ,"4,694.1"
E01004415 ,"6,213.5"
E01004416 ,"3,871.9"
E01004361 ,"6,610.9"
E01004414 ,"6,246.6"
E01004417 ,"6,828.4"
E01004451 ,"9,331.0"
E01004452 ,"8,190.1"
E01004450 ,"5,745.0"
E01004453 ,"5,316.2"
E01004454 ,"10,428.6"
E01004455 ,"3,750.0"
E01004456 ,"6,828.7"
E01004379 ,"9,106.4"
E01004380 ,"3,534.7"
E01004381 ,"8,490.2"
E01004383 ,"7,347.6"
E01004387 ,"5,432.2"
E01004388 ,"6,094.8"
E01004343 ,"6,838.5"
E01004344 ,"4,979.1"
E01004382 ,"14,805.7"
E01004418 ,"9,818.0"
E01004419 ,"10,180.4"
E01004398 ,"4,720.8"
E01004399 ,"2,385.8"
E01004400 ,"10,990.2"
E01004402 ,"9,873.3"
E01004403 ,"6,769.6"
E01004345 ,"12,628.6"
E01004348 ,"10,939.1"
E01004377 ,"2,210.1"
E01004378 ,"8,518.7"
E01004342 ,"5,818.0"
E01004346 ,"9,702.9"
E01004347 ,"9,495.7"
E01004460 ,"14,590.2"
E01004462 ,"17,509.3"
E01004396 ,"17,924.5"
E01004457 ,"15,580.1"
E01004458 ,"15,701.1"
E01004459 ,"15,009.0"
E01004463 ,"14,254.9"
E01004407 ,"17,925.4"
E01004410 ,"9,299.4"
E01004464 ,"15,126.9"
E01004469 ,"9,171.4"
E01004470 ,"11,564.0"
E01004471 ,"13,126.4"
E01004391 ,"3,136.5"
E01004393 ,"11,984.4"
E01004401 ,"2,150.2"
E01004404 ,"18,459.5"
E01034485 ,"15,421.1"
E01034486 ,"19,153.1"
E01004412 ,"11,733.4"
E01004465 ,"13,973.9"
E01004466 ,"11,638.5"
E01004467 ,"11,953.3"
E01004468 ,"2,281.2"
E01004406 ,"13,613.6"
E01004408 ,"14,715.4"
E01004409 ,"11,335.5"
E01004411 ,"15,967.7"
E01004443 ,"17,379.5"
E01004447 ,"14,501.6"
E01004392 ,"12,047.9"
E01004394 ,"16,747.5"
E01004397 ,"12,327.3"
E01004444 ,"14,228.1"
E01004446 ,"21,533.5"
E01004395 ,"1,134.2"
E01004421 ,"16,907.2"
E01004445 ,"12,269.3"
E01004448 ,"3,698.5"
E01004449 ,"10,367.1"
E01004363 ,"5,645.5"
E01004364 ,"9,855.9"
E01004366 ,"6,551.6"
E01004367 ,"12,825.2"
E01004368 ,"17,480.4"
E01004365 ,"21,369.7"
E01004405 ,"14,100.2"
E01004420 ,"13,329.4"
E01004423 ,"16,512.2"
E01034487 ,"18,441.2"
E01034488 ,"20,457.0"
E01004362 ,"1,988.9"
E01004436 ,"6,579.3"
E01004437 ,"11,828.4"
E01004439 ,"10,935.8"
E01004442 ,"10,211.6"
E01004422 ,"1,979.5"
E01004424 ,"9,805.7"
E01004425 ,"14,954.9"
E01004426 ,"14,813.9"
E01004427 ,"4,793.7"
E01004369 ,"17,928.6"
E01004370 ,"15,154.8"
E01004372 ,"16,683.6"
E01004432 ,"10,309.3"
E01004435 ,"13,775.6"
E01004333 ,"16,994.0"
E01004334 ,"17,649.3"
E01004438 ,"8,305.5"
E01004440 ,"8,735.7"
E01004441 ,"11,674.3"
E01004371 ,"15,114.8"
E01004373 ,"18,216.8"
