lsoa21cd,lsoa21nm,msoa21cd,msoa21nm,lad22cd,lad22nm,layer,adult_entertainment,eating_drinking,education,parking,recreational,sports_other_entertainment,transport_stations,accommodation,off_premise_alcohol_outlets,major_retail_hubs,Area_km2,adult_entertainment_density_per_km2,eating_drinking_density_per_km2,education_density_per_km2,parking_density_per_km2,recreational_density_per_km2,sports_other_entertainment_density_per_km2,transport_stations_density_per_km2,accommodation_density_per_km2,off_premise_alcohol_outlets_density_per_km2,major_retail_hubs_density_per_km2,log_adult_entertainment_density_per_km2,log_eating_drinking_density_per_km2,log_education_density_per_km2,log_parking_density_per_km2,log_recreational_density_per_km2,log_sports_other_entertainment_density_per_km2,log_transport_stations_density_per_km2,log_accommodation_density_per_km2,log_off_premise_alcohol_outlets_density_per_km2,log_major_retail_hubs_density_per_km2
E01034221,Newham 039E,E02006996,Newham 039,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,3,2,0,3,2,0,2,0,0,0.146415155,0,20.48968222,13.65978815,0,20.48968222,13.65978815,0,13.65978815,0,0,0,3.067572923,2.685108245,0,3.067572923,2.685108245,0,2.685108245,0,0
E01003499,Newham 030A,E02000743,Newham 030,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,3,12,0,1,0,1,0,0,0,1,0.170409264,17.60467666,70.41870666,0,5.868225555,0,5.868225555,0,0,0,5.868225555,2.923412983,4.268559833,0,1.926905784,0,1.926905784,0,0,0,1.926905784
E01003516,Newham 032C,E02000745,Newham 032,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,1,1,0,0,0,0,0,0,1,0,0.134899757,7.412911776,7.412911776,0,0,0,0,0,0,7.412911776,0,2.129767642,2.129767642,0,0,0,0,0,0,2.129767642,0
E01003536,Newham 023B,E02000736,Newham 023,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,0,0,0,1,1,0,0,0,0,0.174708647,0,0,0,0,5.723815163,5.723815163,0,0,0,0,0,0,0,0,1.905655726,1.905655726,0,0,0,0
E01003538,Newham 029A,E02000742,Newham 029,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,1,9,0,0,0,0,0,0,0,0,0.173841975,5.752350676,51.77115608,0,0,0,0,0,0,0,0,1.909890693,3.965964755,0,0,0,0,0,0,0,0
E01003542,Newham 024D,E02000737,Newham 024,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,2,1,0,0,0,0,0,2,0,0.134232769,0,14.89949155,7.449745774,0,0,0,0,0,14.89949155,0,0,2.766287131,2.134136355,0,0,0,0,0,2.766287131,0
E01003550,Newham 001D,E02000714,Newham 001,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,1,0,0,1,1,0,0,0,0,0.115734542,0,8.64046277,0,0,8.64046277,8.64046277,0,0,0,0,0,2.265969113,0,0,2.265969113,2.265969113,0,0,0,0
E01003559,Newham 009D,E02000722,Newham 009,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,5,0,0,0,0,0,0,0,0,0.154925458,0,32.27358551,0,0,0,0,0,0,0,0,0,3.504763854,0,0,0,0,0,0,0,0
E01003577,Newham 005C,E02000718,Newham 005,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,1,0,0,0,0,1,0,0,0,0,0.174715689,5.723584449,0,0,0,0,5.723584449,0,0,0,0,1.905621412,0,0,0,0,1.905621412,0,0,0,0
E01003623,Newham 023E,E02000736,Newham 023,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,0,2,0,0,0,0,0,0,0,0.272154254,0,0,7.348773607,0,0,0,0,0,0,0,0,0,2.122114655,0,0,0,0,0,0,0
E01003630,Newham 021C,E02000734,Newham 021,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,1,11,0,0,1,0,0,0,1,0,0.104332332,9.584756494,105.4323214,0,0,9.584756494,0,0,0,9.584756494,0,2.3594149,4.667509304,0,0,2.3594149,0,0,0,2.3594149,0
E01003636,Newham 020E,E02000733,Newham 020,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,1,5,2,1,1,3,0,2,0,0,0.196109324,5.099196615,25.49598308,10.19839323,5.099196615,5.099196615,15.29758985,0,10.19839323,0,0,1.80815706,3.276993139,2.415770306,1.80815706,1.80815706,2.791017235,0,2.415770306,0,0
E01033584,Newham 034I,E02000747,Newham 034,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,0,1,0,5,3,0,0,1,0,0.150662107,0,0,6.637368989,0,33.18684495,19.91210697,0,0,6.637368989,0,0,0,2.033053171,0,3.531840919,3.040328272,0,0,2.033053171,0
E01034212,Newham 034N,E02000747,Newham 034,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,21,0,1,0,2,3,4,0,0,0.288258528,0,72.85127047,0,3.469108117,0,6.938216235,10.40732435,13.87643247,0,0,0,4.302053212,0,1.497188862,0,2.071688594,2.434255636,2.699778247,0,0
E01034219,Newham 039C,E02006996,Newham 039,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,2,0,0,0,2,0,1,1,0,0.161880494,0,12.35479301,0,0,0,12.35479301,0,6.177396504,6.177396504,0,0,2.591875347,0,0,0,2.591875347,0,1.970936713,1.970936713,0
E01003501,Newham 030B,E02000743,Newham 030,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,11,1,0,0,0,0,0,0,0,0.158394866,0,69.4466953,6.313335936,0,0,0,0,0,0,0,0,4.254856329,1.989699522,0,0,0,0,0,0,0
E01003508,Newham 031B,E02000744,Newham 031,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,9,1,0,1,0,0,0,0,0,0.130822987,0,68.79524914,7.643916571,0,7.643916571,0,0,0,0,0,0,4.245565944,2.156855787,0,2.156855787,0,0,0,0,0
E01003518,Newham 032D,E02000745,Newham 032,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,0,0,1,0,0,0,0,0,0,0.180621098,0,0,0,5.53645177,0,0,0,0,0,0,0,0,0,1.877394475,0,0,0,0,0,0
E01003537,Newham 024C,E02000737,Newham 024,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,2,2,1,0,1,0,0,0,0,0,0.193919297,10.31356876,10.31356876,5.15678438,0,5.15678438,0,0,0,0,0,2.426002781,2.426002781,1.817554625,0,1.817554625,0,0,0,0,0
E01003541,Newham 029D,E02000742,Newham 029,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,0,1,0,1,0,0,0,0,0,0.160885419,0,0,6.215603647,0,6.215603647,0,0,0,0,0,0,0,1.976245854,0,1.976245854,0,0,0,0,0
E01003545,Newham 006A,E02000719,Newham 006,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,0,2,0,2,1,0,0,0,0,0.169655925,0,0,11.7885656,0,11.7885656,5.894282799,0,0,0,0,0,0,2.548551459,0,2.548551459,1.930692488,0,0,0,0
E01003546,Newham 001C,E02000714,Newham 001,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,0,0,0,2,2,0,0,0,0,0.116185771,0,0,0,0,17.21381188,17.21381188,0,0,0,0,0,0,0,0,2.902180201,2.902180201,0,0,0,0
E01003574,Newham 017D,E02000730,Newham 017,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,3,3,0,0,0,0,0,1,0,0.189281559,0,15.84940451,15.84940451,0,0,0,0,0,5.283134838,0,0,2.824315316,2.824315316,0,0,0,0,0,1.837869034,0
E01003591,Newham 004D,E02000717,Newham 004,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,2,34,2,0,0,1,1,0,1,2,0.164584245,12.15183143,206.5811343,12.15183143,0,0,6.075915715,6.075915715,0,6.075915715,12.15183143,2.576561021,5.335522272,2.576561021,0,0,1.956696865,1.956696865,0,1.956696865,2.576561021
E01003596,Newham 016B,E02000729,Newham 016,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,3,0,0,0,0,0,0,0,0,0.111756023,0,26.8441908,0,0,0,0,0,0,0,0,0,3.326624356,0,0,0,0,0,0,0,0
E01003600,Newham 021B,E02000734,Newham 021,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,1,2,0,0,2,1,0,0,1,0,0.11021089,9.073513517,18.14702703,0,0,18.14702703,9.073513517,0,0,9.073513517,0,2.309909555,2.952147457,0,0,2.952147457,2.309909555,0,0,2.309909555,0
E01003603,Newham 028B,E02000741,Newham 028,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,1,1,0,0,0,0,0,1,0,0.202894642,0,4.928666373,4.928666373,0,0,0,0,0,4.928666373,0,0,1.779799293,1.779799293,0,0,0,0,0,1.779799293,0
E01003616,Newham 012A,E02000725,Newham 012,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,17,2,0,2,0,1,0,0,0,0.145546431,0,116.8012154,13.74131946,0,13.74131946,0,6.870659731,0,0,0,0,4.768998589,2.690654398,0,2.690654398,0,2.063141887,0,0,0
E01034231,Newham 042H,E02006999,Newham 042,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,0,0,0,1,0,0,0,0,0,0.317128036,0,0,0,0,3.153300517,0,0,0,0,0,0,0,0,0,1.423903323,0,0,0,0,0
E01003514,Newham 036C,E02000749,Newham 036,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,0,2,0,2,0,0,0,0,0,0.177852458,0,0,11.2452761,0,11.2452761,0,0,0,0,0,0,0,2.505140238,0,2.505140238,0,0,0,0,0
E01003523,Newham 024A,E02000737,Newham 024,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,5,2,0,0,3,0,0,0,0,0.205482593,0,24.33296133,9.733184531,0,0,14.5997768,0,0,0,0,0,3.232106367,2.3733403,0,0,2.747256606,0,0,0,0
E01003540,Newham 029C,E02000742,Newham 029,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,0,0,0,0,1,0,0,0,0,0.20769497,0,0,0,0,0,4.8147531,0,0,0,0,0,0,0,0,0,1.760398326,0,0,0,0
E01003557,Newham 006D,E02000719,Newham 006,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,1,1,0,0,1,0,0,0,2,0.176312037,0,5.671762504,5.671762504,0,0,5.671762504,0,0,0,11.34352501,0,1.897884068,1.897884068,0,0,1.897884068,0,0,0,2.513131635
E01033580,Newham 042A,E02006999,Newham 042,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,0,1,0,1,0,0,0,0,0,0.084007979,0,0,11.90363126,0,11.90363126,0,0,0,0,0,0,0,2.557508765,0,2.557508765,0,0,0,0,0
E01003480,Newham 033A,E02000746,Newham 033,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,0,0,0,1,1,1,0,0,0,0.285641873,0,0,0,0,3.500887283,3.500887283,3.500887283,0,0,0,0,0,0,0,1.504274551,1.504274551,1.504274551,0,0,0
E01034213,Newham 038A,E02006995,Newham 038,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,6,0,1,3,3,0,0,0,0,0.29898424,0,20.06794736,0,3.344657894,10.03397368,10.03397368,0,0,0,0,0,3.047752803,0,1.46894702,2.40097903,2.40097903,0,0,0,0
E01003485,Newham 035C,E02000748,Newham 035,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1511025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E01003539,Newham 029B,E02000742,Newham 029,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,1,2,1,0,0,0,0,0,1,0,0.248369405,4.026260805,8.052521609,4.026260805,0,0,0,0,0,4.026260805,0,1.614676329,2.20304335,1.614676329,0,0,0,0,0,1.614676329,0
E01003548,Newham 006B,E02000719,Newham 006,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,1,5,3,0,0,0,0,0,0,1,0.230068427,4.346532963,21.73266482,13.03959889,0,0,0,0,0,0,4.346532963,1.676448307,3.123802869,2.641881829,0,0,0,0,0,0,1.676448307
E01003576,Newham 002A,E02000715,Newham 002,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,13,0,0,2,1,0,0,1,1,0.149613348,0,86.89064317,0,0,13.36779126,6.683895629,0,0,6.683895629,6.683895629,0,4.47609335,0,0,2.664988983,2.039126662,0,0,2.039126662,2.039126662
E01003604,Newham 031D,E02000744,Newham 031,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,2,0,0,0,4,0,0,0,0,0.221401662,0,9.033355867,0,0,0,18.06671173,0,0,0,0,0,2.305915129,0,0,0,2.947943973,0,0,0,0
E01003479,Newham 035A,E02000748,Newham 035,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,1,1,0,1,0,0,0,0,0,0.302470969,0,3.30610241,3.30610241,0,3.30610241,0,0,0,0,0,0,1.460033182,1.460033182,0,1.460033182,0,0,0,0,0
E01003498,Newham 027B,E02000740,Newham 027,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,1,1,1,3,3,0,0,0,0,0.233096329,0,4.290071858,4.290071858,4.290071858,12.87021557,12.87021557,0,0,0,0,0,1.66583183,1.66583183,1.66583183,2.629743777,2.629743777,0,0,0,0
E01034209,Newham 034K,E02000747,Newham 034,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,15,0,0,1,3,5,3,0,0,0.177666447,0,84.42787159,0,0,5.628524773,16.88557432,28.14262386,16.88557432,0,0,0,4.447672413,0,0,1.891382272,2.883994484,3.37220184,2.883994484,0,0
E01003587,Newham 004C,E02000717,Newham 004,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,6,0,0,3,0,0,1,0,0,0.16117765,0,37.22600498,0,0,18.61300249,0,0,6.204334163,0,0,0,3.643516043,0,0,2.976192739,0,0,1.974682812,0,0
E01003619,Newham 012D,E02000725,Newham 012,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,3,25,3,0,3,2,1,0,0,0,0.254101463,11.80630746,98.38589551,11.80630746,0,11.80630746,7.870871641,3.935435821,0,0,0,2.54993782,4.599010207,2.54993782,0,2.54993782,2.18277306,1.596440981,0,0,0
E01034217,Newham 038E,E02006995,Newham 038,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,12,0,0,1,0,0,0,0,0,0.289182861,0,41.4962352,0,0,3.4580196,0,0,0,0,0,0,3.749415488,0,0,1.494704631,0,0,0,0,0
E01003483,Newham 032A,E02000745,Newham 032,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,0,0,0,1,1,0,0,0,0,0.245330012,0,0,0,0,4.076142134,4.076142134,0,0,0,0,0,0,0,0,1.624551551,1.624551551,0,0,0,0
E01003512,Newham 036B,E02000749,Newham 036,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,5,0,0,0,0,0,1,1,0,0.129007534,0,38.75742641,0,0,0,0,0,7.751485281,7.751485281,0,0,3.682796652,0,0,0,0,0,2.169223432,2.169223432,0
E01003502,Newham 030C,E02000743,Newham 030,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,4,33,0,0,0,1,0,0,0,0,0.150662805,26.549353,219.0321622,0,0,0,6.637338249,0,0,0,0,3.315979051,5.393773728,0,0,0,2.033049146,0,0,0,0
E01003503,Newham 030D,E02000743,Newham 030,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,8,1,0,3,1,0,0,0,1,0.147180419,0,54.35505639,6.794382048,0,20.38314615,6.794382048,0,0,0,6.794382048,0,4.013768008,2.053403224,0,3.062603048,2.053403224,0,0,0,2.053403224
E01003544,Newham 001B,E02000714,Newham 001,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,6,1,0,1,0,1,0,1,0,0.151732979,0,39.54315042,6.59052507,0,6.59052507,0,6.59052507,0,6.59052507,0,0,3.702366849,2.026900768,0,2.026900768,0,2.026900768,0,2.026900768,0
E01003625,Newham 015A,E02000728,Newham 015,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,0,0,0,0,0,0,0,1,0,0.318912892,0,0,0,0,0,0,0,0,3.135652475,0,0,0,0,0,0,0,0,0,1.419645109,0
E01034222,Newham 040A,E02006997,Newham 040,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,2,1,0,1,4,0,0,0,0,0.507018183,0,3.944631706,1.972315853,0,1.972315853,7.889263412,0,0,0,0,0,1.598302484,1.089341397,0,1.089341397,2.18484419,0,0,0,0
E01003486,Newham 033C,E02000746,Newham 033,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,1,5,0,1,2,0,2,1,0,2,0.218542868,4.575761307,22.87880653,0,4.575761307,9.151522614,0,9.151522614,4.575761307,0,9.151522614,1.718428865,3.17299131,0,1.718428865,2.317623705,0,2.317623705,1.718428865,0,2.317623705
E01003517,Newham 036E,E02000749,Newham 036,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,2,1,0,1,4,0,0,0,0,0.274535285,0,7.285038065,3.642519033,0,3.642519033,14.57007613,0,0,0,0,0,2.114451245,1.535257114,0,1.535257114,2.745350875,0,0,0,0
E01003601,Newham 028A,E02000741,Newham 028,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,2,14,6,0,0,3,0,0,0,0,0.353575043,5.656507824,39.59555477,16.96952347,0,0,8.484761736,0,0,0,0,1.895594996,3.703658572,2.888677183,0,0,2.249686483,0,0,0,0
E01003635,Newham 016D,E02000729,Newham 016,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,1,8,1,0,3,3,0,0,0,0,0.396524889,2.521909789,20.17527831,2.521909789,0,7.565729367,7.565729367,0,0,0,0,1.259003396,3.052834384,1.259003396,0,2.147769285,2.147769285,0,0,0,0
E01003513,Newham 035D,E02000748,Newham 035,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,3,1,2,0,0,1,2,0,0,0.357718153,0,8.386490792,2.795496931,5.590993861,0,0,2.795496931,5.590993861,0,0,0,2.239271506,1.333815346,1.885704151,0,0,1.333815346,1.885704151,0,0
E01003584,Newham 003B,E02000716,Newham 003,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.332006166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E01003590,Newham 003D,E02000716,Newham 003,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,2,0,0,1,1,1,0,0,0,0.257712076,0,7.760598702,0,0,3.880299351,3.880299351,3.880299351,0,0,0,0,2.170264248,0,0,1.58520656,1.58520656,1.58520656,0,0,0
E01033579,Newham 040C,E02006997,Newham 040,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,2,1,0,0,1,1,1,0,0,0.440232449,0,4.543054482,2.271527241,0,0,2.271527241,2.271527241,2.271527241,0,0,0,1.712545699,1.185256922,0,0,1.185256922,1.185256922,1.185256922,0,0
E01033586,Newham 040D,E02006997,Newham 040,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,1,1,0,3,0,1,0,0,0,0.751365364,0,1.33091043,1.33091043,0,3.99273129,0,1.33091043,0,0,0,0,0.846258934,0.846258934,0,1.607983113,0,0.846258934,0,0,0
E01034211,Newham 034M,E02000747,Newham 034,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,2,0,0,1,1,1,0,0,0,0.378621692,0,5.28231753,0,0,2.641158765,2.641158765,2.641158765,0,0,0,0,1.837738946,0,0,1.292301973,1.292301973,1.292301973,0,0,0
E01003535,Newham 023A,E02000736,Newham 023,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,0,0,0,0,0,0,1,0,0,0.51709499,0,0,0,0,0,0,0,1.933880657,0,0,0,0,0,0,0,0,0,1.076326003,0,0
E01003622,Newham 023D,E02000736,Newham 023,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,1,14,0,0,1,1,0,0,1,0,0.241545459,4.140007452,57.96010432,0,0,4.140007452,4.140007452,0,0,4.140007452,0,1.637054529,4.076861017,0,0,1.637054529,1.637054529,0,0,1.637054529,0
E01034218,Newham 039B,E02006996,Newham 039,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,3,1,0,2,1,0,0,0,0,0.206642735,0,14.51781018,4.839270061,0,9.678540122,4.839270061,0,0,0,0,0,2.741988408,1.764605799,0,2.368236131,1.764605799,0,0,0,0
E01033582,Newham 041B,E02006998,Newham 041,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,0,0,0,2,4,0,0,0,0,0.569190743,0,0,0,0,3.513760588,7.027521177,0,0,0,0,0,0,0,0,1.507130639,2.082875785,0,0,0,0
E01034220,Newham 039D,E02006996,Newham 039,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,3,103,1,2,2,5,7,3,0,3,0.338280675,8.86837535,304.480887,2.956125117,5.912250234,5.912250234,14.78062558,20.69287582,8.86837535,0,8.86837535,2.289335235,5.721887214,1.37526504,1.933295234,1.933295234,2.758782959,3.076983903,2.289335235,0,2.289335235
E01034225,Newham 042B,E02006999,Newham 042,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,1,1,2,2,3,1,1,0,0,0.439124572,0,2.277258128,2.277258128,4.554516256,4.554516256,6.831774384,2.277258128,2.277258128,0,0,0,1.187007136,1.187007136,1.714611337,1.714611337,2.058189098,1.187007136,1.187007136,0,0
E01034229,Newham 042F,E02006999,Newham 042,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,1,3,0,0,1,3,1,0,0,0,0.77363464,1.292599824,3.877799473,0,0,1.292599824,3.877799473,1.292599824,0,0,0,0.829686468,1.584694191,0,0,0.829686468,1.584694191,0.829686468,0,0,0
E01003481,Newham 035B,E02000748,Newham 035,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,3,3,0,5,3,1,0,0,0,0.520039388,0,5.768793804,5.768793804,0,9.61465634,5.768793804,1.922931268,0,0,0,0,1.912322903,1.912322903,0,2.36223572,1.912322903,1.072586972,0,0,0
E01003578,Newham 003A,E02000716,Newham 003,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,1,15,0,0,1,0,0,0,0,0,0.828028201,1.207688336,18.11532505,0,0,1.207688336,0,0,0,0,0,0.791945966,2.950490372,0,0,0.791945966,0,0,0,0,0
E01003497,Newham 034A,E02000747,Newham 034,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,1,6,1,0,1,1,1,0,0,1,0.732208861,1.365730536,8.194383214,1.365730536,0,1.365730536,1.365730536,1.365730536,0,0,1.365730536,0.861086869,2.218592777,0.861086869,0,0.861086869,0.861086869,0.861086869,0,0,0.861086869
E01003500,Newham 027C,E02000740,Newham 027,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,2,2,0,4,0,3,0,0,0,0.741747092,0,2.696336825,2.696336825,0,5.39267365,0,4.044505238,0,0,0,0,1.307342282,1.307342282,0,1.855152592,0,1.618299579,0,0,0
E01003515,Newham 036D,E02000749,Newham 036,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,1,22,2,2,2,0,2,4,0,0,0.745939043,1.340592116,29.49302655,2.681184231,2.681184231,2.681184231,0,2.681184231,5.362368463,0,0,0.850403938,3.41749802,1.303234502,1.303234502,1.303234502,0,1.303234502,1.850400708,0,0
E01034224,Newham 041D,E02006998,Newham 041,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,8,1,0,1,2,1,0,0,0,0.956212027,0,8.366345299,1.045793162,0,1.045793162,2.091586325,1.045793162,0,0,0,0,2.237122977,0.715785569,0,0.715785569,1.128684333,0.715785569,0,0,0
E01034206,Newham 033F,E02000746,Newham 033,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,10,1,0,2,1,0,0,0,2,1.70963201,0,5.849211962,0.584921196,0,1.169842392,0.584921196,0,0,0,1.169842392,0,1.924133604,0.460534688,0,0.774654535,0.460534688,0,0,0,0.774654535
E01033581,Newham 041A,E02006998,Newham 041,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,8,0,3,1,3,0,0,0,0,1.313018582,0,6.092830754,0,2.284811533,0.761603844,2.284811533,0,0,0,0,0,1.959084521,0,1.189309278,0.566224669,1.189309278,0,0,0,0
E01034205,Newham 033E,E02000746,Newham 033,E09000025,Newham,Greater London LSOAs by separate boroughs/Newham.shp,0,21,1,2,0,4,0,0,0,8,2.459509545,0,8.538287662,0.406585127,0.813170254,0,1.626340507,0,0,0,3.252681014,0,2.255313979,0.341164871,0.595076834,0,0.965591435,0,0,0,1.447549611
E01003684,Redbridge 040E,E02007020,Redbridge 040,E09000026,Redbridge,Greater London LSOAs by separate boroughs/Redbridge.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112614023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E01003714,Redbridge 034B,E02006800,Redbridge 034,E09000026,Redbridge,Greater London LSOAs by separate boroughs/Redbridge.shp,0,9,0,0,0,0,0,0,0,0,0.177836861,0,50.60818083,0,0,0,0,0,0,0,0,0,3.943680203,0,0,0,0,0,0,0,0
E01003729,Redbridge 032B,E02000782,Redbridge 032,E09000026,Redbridge,Greater London LSOAs by separate boroughs/Redbridge.shp,2,28,0,1,1,0,0,0,0,0,0.118504352,16.87701737,236.2782431,0,8.438508684,8.438508684,0,0,0,0,0,2.883515942,5.469233474,0,2.244797989,2.244797989,0,0,0,0,0
E01003730,Redbridge 032C,E02000782,Redbridge 032,E09000026,Redbridge,Greater London LSOAs by separate boroughs/Redbridge.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.087997696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E01003733,Redbridge 032E,E02000782,Redbridge 032,E09000026,Redbridge,Greater London LSOAs by separate boroughs/Redbridge.shp,1,4,0,0,0,0,0,0,0,0,0.099112751,10.08951912,40.35807647,0,0,0,0,0,0,0,0,2.406000439,3.722267722,0,0,0,0,0,0,0,0
E01003736,Redbridge 033D,E02000783,Redbridge 033,E09000026,Redbridge,Greater London LSOAs by separate boroughs/Redbridge.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098929017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E01003761,Redbridge 009C,E02000759,Redbridge 009,E09000026,Redbridge,Greater London LSOAs by separate boroughs/Redbridge.shp,0,2,0,0,0,1,0,0,0,0,0.104399936,0,19.15709985,0,0,0,9.578549927,0,0,0,0,0,3.003556576,0,0,0,2.358828359,0,0,0,0
E01003786,Redbridge 026C,E02000776,Redbridge 026,E09000026,Redbridge,Greater London LSOAs by separate boroughs/Redbridge.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.130061806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E01033590,Redbridge 037C,E02007017,Redbridge 037,E09000026,Redbridge,Greater London LSOAs by separate boroughs/Redbridge.shp,0,0,2,0,0,0,0,0,0,0,0.097716166,0,0,20.46744247,0,0,0,0,0,0,0,0,0,3.066537484,0,0,0,0,0,0,0
