Lower layer Super Output Areas Code,Age (6 categories),Observation
E01003253,Aged 50 to 64 years,233
E01003253,Aged 65 years and over,145
E01003254,Aged 15 years and under,295
E01003254,Aged 16 to 24 years,84
E01003254,Aged 25 to 34 years,192
E01003254,Aged 35 to 49 years,364
E01003254,Aged 50 to 64 years,266
E01003254,Aged 65 years and over,235
E01003255,Aged 15 years and under,293
E01003255,Aged 16 to 24 years,156
E01003255,Aged 25 to 34 years,569
E01003255,Aged 35 to 49 years,544
E01003255,Aged 50 to 64 years,313
E01003255,Aged 65 years and over,115
E01003256,Aged 15 years and under,465
E01003256,Aged 16 to 24 years,161
E01003256,Aged 25 to 34 years,427
E01003256,Aged 35 to 49 years,520
E01003256,Aged 50 to 64 years,353
E01003256,Aged 65 years and over,207
E01003257,Aged 15 years and under,332
E01003257,Aged 16 to 24 years,134
E01003257,Aged 25 to 34 years,223
E01003257,Aged 35 to 49 years,410
E01003257,Aged 50 to 64 years,278
E01003257,Aged 65 years and over,225
E01003258,Aged 15 years and under,349
E01003258,Aged 16 to 24 years,205
E01003258,Aged 25 to 34 years,267
E01003258,Aged 35 to 49 years,321
E01003258,Aged 50 to 64 years,284
E01003258,Aged 65 years and over,123
E01003259,Aged 15 years and under,380
E01003259,Aged 16 to 24 years,108
E01003259,Aged 25 to 34 years,339
E01003259,Aged 35 to 49 years,469
E01003259,Aged 50 to 64 years,294
E01003259,Aged 65 years and over,161
E01003260,Aged 15 years and under,346
E01003260,Aged 16 to 24 years,124
E01003260,Aged 25 to 34 years,276
E01003260,Aged 35 to 49 years,416
E01003260,Aged 50 to 64 years,310
E01003260,Aged 65 years and over,191
E01003261,Aged 15 years and under,287
E01003261,Aged 16 to 24 years,120
E01003261,Aged 25 to 34 years,313
E01003261,Aged 35 to 49 years,367
E01003261,Aged 50 to 64 years,285
E01003261,Aged 65 years and over,154
E01003262,Aged 15 years and under,288
E01003262,Aged 16 to 24 years,122
E01003262,Aged 25 to 34 years,374
E01003262,Aged 35 to 49 years,382
E01003262,Aged 50 to 64 years,247
E01003262,Aged 65 years and over,112
E01003263,Aged 15 years and under,394
E01003263,Aged 16 to 24 years,174
E01003263,Aged 25 to 34 years,239
E01003263,Aged 35 to 49 years,438
E01003263,Aged 50 to 64 years,343
E01003263,Aged 65 years and over,213
E01003264,Aged 15 years and under,280
E01003264,Aged 16 to 24 years,125
E01003264,Aged 25 to 34 years,266
E01003264,Aged 35 to 49 years,349
E01003264,Aged 50 to 64 years,370
E01003264,Aged 65 years and over,255
E01003265,Aged 15 years and under,375
E01003265,Aged 16 to 24 years,150
E01003265,Aged 25 to 34 years,341
E01003265,Aged 35 to 49 years,387
E01003265,Aged 50 to 64 years,272
E01003265,Aged 65 years and over,121
E01003266,Aged 15 years and under,341
E01003266,Aged 16 to 24 years,176
E01003266,Aged 25 to 34 years,221
E01003266,Aged 35 to 49 years,371
E01003266,Aged 50 to 64 years,376
E01003266,Aged 65 years and over,237
E01003267,Aged 15 years and under,360
E01003267,Aged 16 to 24 years,241
E01003267,Aged 25 to 34 years,261
E01003267,Aged 35 to 49 years,343
E01003267,Aged 50 to 64 years,352
E01003267,Aged 65 years and over,200
E01003268,Aged 15 years and under,397
E01003268,Aged 16 to 24 years,166
E01003268,Aged 25 to 34 years,315
E01003268,Aged 35 to 49 years,474
E01003268,Aged 50 to 64 years,288
E01003268,Aged 65 years and over,214
E01003269,Aged 15 years and under,327
E01003269,Aged 16 to 24 years,107
E01003269,Aged 25 to 34 years,248
E01003269,Aged 35 to 49 years,382
E01003269,Aged 50 to 64 years,313
E01003269,Aged 65 years and over,226
E01003270,Aged 15 years and under,273
E01003270,Aged 16 to 24 years,164
E01003270,Aged 25 to 34 years,285
E01003270,Aged 35 to 49 years,368
E01003270,Aged 50 to 64 years,331
E01003270,Aged 65 years and over,222
E01003271,Aged 15 years and under,304
E01003271,Aged 16 to 24 years,120
E01003271,Aged 25 to 34 years,189
E01003271,Aged 35 to 49 years,356
E01003271,Aged 50 to 64 years,320
E01003271,Aged 65 years and over,335
E01003272,Aged 15 years and under,341
E01003272,Aged 16 to 24 years,227
E01003272,Aged 25 to 34 years,485
E01003272,Aged 35 to 49 years,483
E01003272,Aged 50 to 64 years,291
E01003272,Aged 65 years and over,167
E01003273,Aged 15 years and under,264
E01003273,Aged 16 to 24 years,147
E01003273,Aged 25 to 34 years,285
E01003273,Aged 35 to 49 years,319
E01003273,Aged 50 to 64 years,311
E01003273,Aged 65 years and over,180
E01003274,Aged 15 years and under,307
E01003274,Aged 16 to 24 years,126
E01003274,Aged 25 to 34 years,324
E01003274,Aged 35 to 49 years,419
E01003274,Aged 50 to 64 years,271
E01003274,Aged 65 years and over,144
E01003275,Aged 15 years and under,330
E01003275,Aged 16 to 24 years,164
E01003275,Aged 25 to 34 years,242
E01003275,Aged 35 to 49 years,400
E01003275,Aged 50 to 64 years,307
E01003275,Aged 65 years and over,254
E01003276,Aged 15 years and under,447
E01003276,Aged 16 to 24 years,184
E01003276,Aged 25 to 34 years,290
E01003276,Aged 35 to 49 years,470
E01003276,Aged 50 to 64 years,344
E01003276,Aged 65 years and over,171
E01003277,Aged 15 years and under,234
E01003277,Aged 16 to 24 years,166
E01003277,Aged 25 to 34 years,382
E01003277,Aged 35 to 49 years,434
E01003277,Aged 50 to 64 years,326
E01003277,Aged 65 years and over,132
E01003278,Aged 15 years and under,356
E01003278,Aged 16 to 24 years,253
E01003278,Aged 25 to 34 years,472
E01003278,Aged 35 to 49 years,499
E01003278,Aged 50 to 64 years,370
E01003278,Aged 65 years and over,138
E01003279,Aged 15 years and under,290
E01003279,Aged 16 to 24 years,142
E01003279,Aged 25 to 34 years,236
E01003279,Aged 35 to 49 years,361
E01003279,Aged 50 to 64 years,287
E01003279,Aged 65 years and over,215
E01003280,Aged 15 years and under,389
E01003280,Aged 16 to 24 years,168
E01003280,Aged 25 to 34 years,229
E01003280,Aged 35 to 49 years,370
E01003280,Aged 50 to 64 years,298
E01003280,Aged 65 years and over,191
E01003281,Aged 15 years and under,334
E01003281,Aged 16 to 24 years,118
E01003281,Aged 25 to 34 years,164
E01003281,Aged 35 to 49 years,378
E01003281,Aged 50 to 64 years,303
E01003281,Aged 65 years and over,201
E01003282,Aged 15 years and under,363
E01003282,Aged 16 to 24 years,217
E01003282,Aged 25 to 34 years,580
E01003282,Aged 35 to 49 years,657
E01003282,Aged 50 to 64 years,386
E01003282,Aged 65 years and over,212
E01003283,Aged 15 years and under,467
E01003283,Aged 16 to 24 years,136
E01003283,Aged 25 to 34 years,328
E01003283,Aged 35 to 49 years,550
E01003283,Aged 50 to 64 years,400
E01003283,Aged 65 years and over,246
E01003284,Aged 15 years and under,395
E01003284,Aged 16 to 24 years,144
E01003284,Aged 25 to 34 years,331
E01003284,Aged 35 to 49 years,525
E01003284,Aged 50 to 64 years,297
E01003284,Aged 65 years and over,184
E01003285,Aged 15 years and under,367
E01003285,Aged 16 to 24 years,129
E01003285,Aged 25 to 34 years,329
E01003285,Aged 35 to 49 years,459
E01003285,Aged 50 to 64 years,281
E01003285,Aged 65 years and over,186
E01003286,Aged 15 years and under,360
E01003286,Aged 16 to 24 years,156
E01003286,Aged 25 to 34 years,234
E01003286,Aged 35 to 49 years,400
E01003286,Aged 50 to 64 years,350
E01003286,Aged 65 years and over,236
E01003287,Aged 15 years and under,477
E01003287,Aged 16 to 24 years,131
E01003287,Aged 25 to 34 years,281
E01003287,Aged 35 to 49 years,553
E01003287,Aged 50 to 64 years,307
E01003287,Aged 65 years and over,220
E01003288,Aged 15 years and under,360
E01003288,Aged 16 to 24 years,192
E01003288,Aged 25 to 34 years,397
E01003288,Aged 35 to 49 years,516
E01003288,Aged 50 to 64 years,410
E01003288,Aged 65 years and over,281
E01003290,Aged 15 years and under,322
E01003290,Aged 16 to 24 years,165
E01003290,Aged 25 to 34 years,453
E01003290,Aged 35 to 49 years,534
E01003290,Aged 50 to 64 years,301
E01003290,Aged 65 years and over,135
E01003291,Aged 15 years and under,313
E01003291,Aged 16 to 24 years,139
E01003291,Aged 25 to 34 years,248
E01003291,Aged 35 to 49 years,370
E01003291,Aged 50 to 64 years,326
E01003291,Aged 65 years and over,148
E01003292,Aged 15 years and under,344
E01003292,Aged 16 to 24 years,134
E01003292,Aged 25 to 34 years,335
E01003292,Aged 35 to 49 years,504
E01003292,Aged 50 to 64 years,313
E01003292,Aged 65 years and over,156
E01003293,Aged 15 years and under,311
E01003293,Aged 16 to 24 years,112
E01003293,Aged 25 to 34 years,337
E01003293,Aged 35 to 49 years,427
E01003293,Aged 50 to 64 years,270
E01003293,Aged 65 years and over,115
E01003295,Aged 15 years and under,357
E01003295,Aged 16 to 24 years,136
E01003295,Aged 25 to 34 years,352
E01003295,Aged 35 to 49 years,479
E01003295,Aged 50 to 64 years,265
E01003295,Aged 65 years and over,197
E01003297,Aged 15 years and under,300
E01003297,Aged 16 to 24 years,136
E01003297,Aged 25 to 34 years,467
E01003297,Aged 35 to 49 years,463
E01003297,Aged 50 to 64 years,247
E01003297,Aged 65 years and over,90
E01003298,Aged 15 years and under,245
E01003298,Aged 16 to 24 years,189
E01003298,Aged 25 to 34 years,244
E01003298,Aged 35 to 49 years,265
E01003298,Aged 50 to 64 years,227
E01003298,Aged 65 years and over,109
E01003299,Aged 15 years and under,262
E01003299,Aged 16 to 24 years,305
E01003299,Aged 25 to 34 years,431
E01003299,Aged 35 to 49 years,387
E01003299,Aged 50 to 64 years,292
E01003299,Aged 65 years and over,113
E01003300,Aged 15 years and under,299
E01003300,Aged 16 to 24 years,186
E01003300,Aged 25 to 34 years,240
E01003300,Aged 35 to 49 years,330
E01003300,Aged 50 to 64 years,302
E01003300,Aged 65 years and over,132
E01003301,Aged 15 years and under,412
E01003301,Aged 16 to 24 years,455
E01003301,Aged 25 to 34 years,684
E01003301,Aged 35 to 49 years,600
E01003301,Aged 50 to 64 years,355
E01003301,Aged 65 years and over,126
E01003302,Aged 15 years and under,372
E01003302,Aged 16 to 24 years,246
E01003302,Aged 25 to 34 years,345
E01003302,Aged 35 to 49 years,469
E01003302,Aged 50 to 64 years,298
E01003302,Aged 65 years and over,137
E01003303,Aged 15 years and under,258
E01003303,Aged 16 to 24 years,305
E01003303,Aged 25 to 34 years,424
E01003303,Aged 35 to 49 years,342
E01003303,Aged 50 to 64 years,241
E01003303,Aged 65 years and over,149
E01003304,Aged 15 years and under,329
E01003304,Aged 16 to 24 years,228
E01003304,Aged 25 to 34 years,680
E01003304,Aged 35 to 49 years,559
E01003304,Aged 50 to 64 years,336
E01003304,Aged 65 years and over,114
E01003305,Aged 15 years and under,539
E01003305,Aged 16 to 24 years,372
E01003305,Aged 25 to 34 years,468
E01003305,Aged 35 to 49 years,468
E01003305,Aged 50 to 64 years,318
E01003305,Aged 65 years and over,128
E01003307,Aged 15 years and under,309
E01003307,Aged 16 to 24 years,154
E01003307,Aged 25 to 34 years,253
E01003307,Aged 35 to 49 years,412
E01003307,Aged 50 to 64 years,295
E01003307,Aged 65 years and over,178
E01003308,Aged 15 years and under,356
E01003308,Aged 16 to 24 years,155
E01003308,Aged 25 to 34 years,315
E01003308,Aged 35 to 49 years,470
E01003308,Aged 50 to 64 years,318
E01003308,Aged 65 years and over,175
E01003309,Aged 15 years and under,368
E01003309,Aged 16 to 24 years,192
E01003309,Aged 25 to 34 years,299
E01003309,Aged 35 to 49 years,360
E01003309,Aged 50 to 64 years,241
E01003309,Aged 65 years and over,160
E01003310,Aged 15 years and under,251
E01003310,Aged 16 to 24 years,136
E01003310,Aged 25 to 34 years,455
E01003310,Aged 35 to 49 years,367
E01003310,Aged 50 to 64 years,270
E01003310,Aged 65 years and over,110
E01003311,Aged 15 years and under,354
E01003311,Aged 16 to 24 years,95
E01003311,Aged 25 to 34 years,193
E01003311,Aged 35 to 49 years,404
E01003311,Aged 50 to 64 years,292
E01003311,Aged 65 years and over,257
E01003312,Aged 15 years and under,360
E01003312,Aged 16 to 24 years,126
E01003312,Aged 25 to 34 years,265
E01003312,Aged 35 to 49 years,438
E01003312,Aged 50 to 64 years,315
E01003312,Aged 65 years and over,253
E01003313,Aged 15 years and under,392
E01003313,Aged 16 to 24 years,152
E01003313,Aged 25 to 34 years,221
E01003313,Aged 35 to 49 years,448
E01003313,Aged 50 to 64 years,253
E01003313,Aged 65 years and over,105
E01003314,Aged 15 years and under,408
E01003314,Aged 16 to 24 years,112
E01003314,Aged 25 to 34 years,252
E01003314,Aged 35 to 49 years,467
E01003314,Aged 50 to 64 years,279
E01003314,Aged 65 years and over,127
E01003315,Aged 15 years and under,220
E01003315,Aged 16 to 24 years,103
E01003315,Aged 25 to 34 years,358
E01003315,Aged 35 to 49 years,324
E01003315,Aged 50 to 64 years,186
E01003315,Aged 65 years and over,115
E01003316,Aged 15 years and under,278
E01003316,Aged 16 to 24 years,133
E01003316,Aged 25 to 34 years,268
E01003316,Aged 35 to 49 years,393
E01003316,Aged 50 to 64 years,251
E01003316,Aged 65 years and over,156
E01003318,Aged 15 years and under,396
E01003318,Aged 16 to 24 years,237
E01003318,Aged 25 to 34 years,415
E01003318,Aged 35 to 49 years,500
E01003318,Aged 50 to 64 years,358
E01003318,Aged 65 years and over,167
E01003319,Aged 15 years and under,351
E01003319,Aged 16 to 24 years,167
E01003319,Aged 25 to 34 years,330
E01003319,Aged 35 to 49 years,431
E01003319,Aged 50 to 64 years,315
E01003319,Aged 65 years and over,199
E01003320,Aged 15 years and under,302
E01003320,Aged 16 to 24 years,175
E01003320,Aged 25 to 34 years,275
E01003320,Aged 35 to 49 years,409
E01003320,Aged 50 to 64 years,309
E01003320,Aged 65 years and over,116
E01003321,Aged 15 years and under,322
E01003321,Aged 16 to 24 years,137
E01003321,Aged 25 to 34 years,310
E01003321,Aged 35 to 49 years,471
E01003321,Aged 50 to 64 years,350
E01003321,Aged 65 years and over,157
E01003322,Aged 15 years and under,289
E01003322,Aged 16 to 24 years,153
E01003322,Aged 25 to 34 years,316
E01003322,Aged 35 to 49 years,440
E01003322,Aged 50 to 64 years,287
E01003322,Aged 65 years and over,150
E01003323,Aged 15 years and under,263
E01003323,Aged 16 to 24 years,106
E01003323,Aged 25 to 34 years,348
E01003323,Aged 35 to 49 years,412
E01003323,Aged 50 to 64 years,232
E01003323,Aged 65 years and over,149
E01003324,Aged 15 years and under,402
E01003324,Aged 16 to 24 years,144
E01003324,Aged 25 to 34 years,286
E01003324,Aged 35 to 49 years,428
E01003324,Aged 50 to 64 years,287
E01003324,Aged 65 years and over,138
E01003325,Aged 15 years and under,402
E01003325,Aged 16 to 24 years,166
E01003325,Aged 25 to 34 years,351
E01003325,Aged 35 to 49 years,398
E01003325,Aged 50 to 64 years,318
E01003325,Aged 65 years and over,181
E01003326,Aged 15 years and under,442
E01003326,Aged 16 to 24 years,107
E01003326,Aged 25 to 34 years,316
E01003326,Aged 35 to 49 years,405
E01003326,Aged 50 to 64 years,299
E01003326,Aged 65 years and over,245
E01003327,Aged 15 years and under,295
E01003327,Aged 16 to 24 years,112
E01003327,Aged 25 to 34 years,248
E01003327,Aged 35 to 49 years,432
E01003327,Aged 50 to 64 years,337
E01003327,Aged 65 years and over,206
E01003328,Aged 15 years and under,288
E01003328,Aged 16 to 24 years,128
E01003328,Aged 25 to 34 years,338
E01003328,Aged 35 to 49 years,461
E01003328,Aged 50 to 64 years,322
E01003328,Aged 65 years and over,236
E01003329,Aged 15 years and under,346
E01003329,Aged 16 to 24 years,143
E01003329,Aged 25 to 34 years,237
E01003329,Aged 35 to 49 years,461
E01003329,Aged 50 to 64 years,284
E01003329,Aged 65 years and over,170
E01003330,Aged 15 years and under,401
E01003330,Aged 16 to 24 years,145
E01003330,Aged 25 to 34 years,198
E01003330,Aged 35 to 49 years,361
E01003330,Aged 50 to 64 years,301
E01003330,Aged 65 years and over,185
E01003331,Aged 15 years and under,285
E01003331,Aged 16 to 24 years,182
E01003331,Aged 25 to 34 years,192
E01003331,Aged 35 to 49 years,306
E01003331,Aged 50 to 64 years,266
E01003331,Aged 65 years and over,291
E01003332,Aged 15 years and under,319
E01003332,Aged 16 to 24 years,138
E01003332,Aged 25 to 34 years,255
E01003332,Aged 35 to 49 years,401
E01003332,Aged 50 to 64 years,295
E01003332,Aged 65 years and over,184
E01003333,Aged 15 years and under,293
E01003333,Aged 16 to 24 years,131
E01003333,Aged 25 to 34 years,258
E01003333,Aged 35 to 49 years,436
E01003333,Aged 50 to 64 years,251
E01003333,Aged 65 years and over,167
E01003334,Aged 15 years and under,320
E01003334,Aged 16 to 24 years,148
E01003334,Aged 25 to 34 years,383
E01003334,Aged 35 to 49 years,464
E01003334,Aged 50 to 64 years,303
E01003334,Aged 65 years and over,168
E01003335,Aged 15 years and under,330
E01003335,Aged 16 to 24 years,134
E01003335,Aged 25 to 34 years,206
E01003335,Aged 35 to 49 years,362
E01003335,Aged 50 to 64 years,310
E01003335,Aged 65 years and over,169
E01003336,Aged 15 years and under,350
E01003336,Aged 16 to 24 years,172
E01003336,Aged 25 to 34 years,258
E01003336,Aged 35 to 49 years,335
E01003336,Aged 50 to 64 years,284
E01003336,Aged 65 years and over,132
E01003337,Aged 15 years and under,339
E01003337,Aged 16 to 24 years,164
E01003337,Aged 25 to 34 years,243
E01003337,Aged 35 to 49 years,327
E01003337,Aged 50 to 64 years,238
E01003337,Aged 65 years and over,120
E01003338,Aged 15 years and under,372
E01003338,Aged 16 to 24 years,265
E01003338,Aged 25 to 34 years,442
E01003338,Aged 35 to 49 years,461
E01003338,Aged 50 to 64 years,317
E01003338,Aged 65 years and over,170
E01003339,Aged 15 years and under,276
E01003339,Aged 16 to 24 years,205
E01003339,Aged 25 to 34 years,352
E01003339,Aged 35 to 49 years,407
E01003339,Aged 50 to 64 years,314
E01003339,Aged 65 years and over,136
E01003340,Aged 15 years and under,228
E01003340,Aged 16 to 24 years,338
E01003340,Aged 25 to 34 years,631
E01003340,Aged 35 to 49 years,407
E01003340,Aged 50 to 64 years,338
E01003340,Aged 65 years and over,126
E01003341,Aged 15 years and under,207
E01003341,Aged 16 to 24 years,149
E01003341,Aged 25 to 34 years,284
E01003341,Aged 35 to 49 years,306
E01003341,Aged 50 to 64 years,285
E01003341,Aged 65 years and over,152
E01003342,Aged 15 years and under,323
E01003342,Aged 16 to 24 years,137
E01003342,Aged 25 to 34 years,445
E01003342,Aged 35 to 49 years,429
E01003342,Aged 50 to 64 years,267
E01003342,Aged 65 years and over,95
E01003343,Aged 15 years and under,244
E01003343,Aged 16 to 24 years,130
E01003343,Aged 25 to 34 years,320
E01003343,Aged 35 to 49 years,318
E01003343,Aged 50 to 64 years,295
E01003343,Aged 65 years and over,145
E01003344,Aged 15 years and under,275
E01003344,Aged 16 to 24 years,194
E01003344,Aged 25 to 34 years,358
E01003344,Aged 35 to 49 years,365
E01003344,Aged 50 to 64 years,338
E01003344,Aged 65 years and over,145
E01003345,Aged 15 years and under,409
E01003345,Aged 16 to 24 years,162
E01003345,Aged 25 to 34 years,449
E01003345,Aged 35 to 49 years,536
E01003345,Aged 50 to 64 years,287
E01003345,Aged 65 years and over,117
E01003346,Aged 15 years and under,310
E01003346,Aged 16 to 24 years,211
E01003346,Aged 25 to 34 years,205
E01003346,Aged 35 to 49 years,324
E01003346,Aged 50 to 64 years,393
E01003346,Aged 65 years and over,227
E01003347,Aged 15 years and under,507
E01003347,Aged 16 to 24 years,245
E01003347,Aged 25 to 34 years,192
E01003347,Aged 35 to 49 years,385
E01003347,Aged 50 to 64 years,305
E01003347,Aged 65 years and over,115
E01003348,Aged 15 years and under,391
E01003348,Aged 16 to 24 years,250
E01003348,Aged 25 to 34 years,252
E01003348,Aged 35 to 49 years,360
E01003348,Aged 50 to 64 years,330
E01003348,Aged 65 years and over,202
E01003349,Aged 15 years and under,408
E01003349,Aged 16 to 24 years,202
E01003349,Aged 25 to 34 years,208
E01003349,Aged 35 to 49 years,389
E01003349,Aged 50 to 64 years,240
E01003349,Aged 65 years and over,101
E01003350,Aged 15 years and under,267
E01003350,Aged 16 to 24 years,211
E01003350,Aged 25 to 34 years,139
E01003350,Aged 35 to 49 years,263
E01003350,Aged 50 to 64 years,305
E01003350,Aged 65 years and over,134
E01003351,Aged 15 years and under,426
E01003351,Aged 16 to 24 years,190
E01003351,Aged 25 to 34 years,197
E01003351,Aged 35 to 49 years,368
E01003351,Aged 50 to 64 years,335
E01003351,Aged 65 years and over,174
E01003352,Aged 15 years and under,555
E01003352,Aged 16 to 24 years,278
E01003352,Aged 25 to 34 years,348
E01003352,Aged 35 to 49 years,442
E01003352,Aged 50 to 64 years,406
E01003352,Aged 65 years and over,258
E01003353,Aged 15 years and under,376
E01003353,Aged 16 to 24 years,180
E01003353,Aged 25 to 34 years,239
E01003353,Aged 35 to 49 years,380
E01003353,Aged 50 to 64 years,370
E01003353,Aged 65 years and over,238
E01003354,Aged 15 years and under,485
E01003354,Aged 16 to 24 years,174
E01003354,Aged 25 to 34 years,336
E01003354,Aged 35 to 49 years,528
E01003354,Aged 50 to 64 years,365
E01003354,Aged 65 years and over,169
E01003355,Aged 15 years and under,248
E01003355,Aged 16 to 24 years,114
E01003355,Aged 25 to 34 years,550
E01003355,Aged 35 to 49 years,526
E01003355,Aged 50 to 64 years,199
E01003355,Aged 65 years and over,131
E01003356,Aged 15 years and under,371
E01003356,Aged 16 to 24 years,138
E01003356,Aged 25 to 34 years,308
E01003356,Aged 35 to 49 years,526
E01003356,Aged 50 to 64 years,308
E01003356,Aged 65 years and over,184
E01003357,Aged 15 years and under,451
E01003357,Aged 16 to 24 years,195
E01003357,Aged 25 to 34 years,352
E01003357,Aged 35 to 49 years,398
E01003357,Aged 50 to 64 years,323
E01003357,Aged 65 years and over,148
E01003358,Aged 15 years and under,287
E01003358,Aged 16 to 24 years,135
E01003358,Aged 25 to 34 years,457
E01003358,Aged 35 to 49 years,524
E01003358,Aged 50 to 64 years,241
E01003358,Aged 65 years and over,148
E01003359,Aged 15 years and under,283
E01003359,Aged 16 to 24 years,120
E01003359,Aged 25 to 34 years,417
E01003359,Aged 35 to 49 years,467
E01003359,Aged 50 to 64 years,249
E01003359,Aged 65 years and over,211
E01003360,Aged 15 years and under,325
E01003360,Aged 16 to 24 years,113
E01003360,Aged 25 to 34 years,493
E01003360,Aged 35 to 49 years,514
E01003360,Aged 50 to 64 years,224
E01003360,Aged 65 years and over,119
E01003361,Aged 15 years and under,341
E01003361,Aged 16 to 24 years,155
E01003361,Aged 25 to 34 years,233
E01003361,Aged 35 to 49 years,408
E01003361,Aged 50 to 64 years,304
E01003361,Aged 65 years and over,229
E01003362,Aged 15 years and under,255
E01003362,Aged 16 to 24 years,139
E01003362,Aged 25 to 34 years,125
E01003362,Aged 35 to 49 years,318
E01003362,Aged 50 to 64 years,277
E01003362,Aged 65 years and over,269
E01003363,Aged 15 years and under,373
E01003363,Aged 16 to 24 years,146
E01003363,Aged 25 to 34 years,154
E01003363,Aged 35 to 49 years,423
E01003363,Aged 50 to 64 years,331
E01003363,Aged 65 years and over,271
E01003364,Aged 15 years and under,358
E01003364,Aged 16 to 24 years,147
E01003364,Aged 25 to 34 years,177
E01003364,Aged 35 to 49 years,410
E01003364,Aged 50 to 64 years,373
E01003364,Aged 65 years and over,352
E01003365,Aged 15 years and under,295
E01003365,Aged 16 to 24 years,119
E01003365,Aged 25 to 34 years,170
E01003365,Aged 35 to 49 years,332
E01003365,Aged 50 to 64 years,285
E01003365,Aged 65 years and over,285
E01003366,Aged 15 years and under,305
E01003366,Aged 16 to 24 years,152
E01003366,Aged 25 to 34 years,347
E01003366,Aged 35 to 49 years,459
E01003366,Aged 50 to 64 years,259
E01003366,Aged 65 years and over,214
E01003368,Aged 15 years and under,278
E01003368,Aged 16 to 24 years,168
E01003368,Aged 25 to 34 years,353
E01003368,Aged 35 to 49 years,397
E01003368,Aged 50 to 64 years,281
E01003368,Aged 65 years and over,196
E01003369,Aged 15 years and under,222
E01003369,Aged 16 to 24 years,107
E01003369,Aged 25 to 34 years,487
E01003369,Aged 35 to 49 years,474
E01003369,Aged 50 to 64 years,222
E01003369,Aged 65 years and over,129
E01003370,Aged 15 years and under,303
E01003370,Aged 16 to 24 years,170
E01003370,Aged 25 to 34 years,577
E01003370,Aged 35 to 49 years,541
E01003370,Aged 50 to 64 years,247
E01003370,Aged 65 years and over,151
E01003371,Aged 15 years and under,185
E01003371,Aged 16 to 24 years,142
E01003371,Aged 25 to 34 years,385
E01003371,Aged 35 to 49 years,380
E01003371,Aged 50 to 64 years,257
E01003371,Aged 65 years and over,202
E01003372,Aged 15 years and under,320
E01003372,Aged 16 to 24 years,184
E01003372,Aged 25 to 34 years,399
E01003372,Aged 35 to 49 years,395
E01003372,Aged 50 to 64 years,273
E01003372,Aged 65 years and over,134
E01003373,Aged 15 years and under,375
E01003373,Aged 16 to 24 years,189
E01003373,Aged 25 to 34 years,220
E01003373,Aged 35 to 49 years,339
E01003373,Aged 50 to 64 years,281
E01003373,Aged 65 years and over,146
E01003374,Aged 15 years and under,384
E01003374,Aged 16 to 24 years,166
E01003374,Aged 25 to 34 years,290
E01003374,Aged 35 to 49 years,398
E01003374,Aged 50 to 64 years,322
E01003374,Aged 65 years and over,251
E01003375,Aged 15 years and under,336
E01003375,Aged 16 to 24 years,163
E01003375,Aged 25 to 34 years,242
E01003375,Aged 35 to 49 years,398
E01003375,Aged 50 to 64 years,314
E01003375,Aged 65 years and over,324
E01003376,Aged 15 years and under,316
E01003376,Aged 16 to 24 years,144
E01003376,Aged 25 to 34 years,264
E01003376,Aged 35 to 49 years,358
E01003376,Aged 50 to 64 years,299
E01003376,Aged 65 years and over,189
E01003377,Aged 15 years and under,373
E01003377,Aged 16 to 24 years,229
E01003377,Aged 25 to 34 years,261
E01003377,Aged 35 to 49 years,332
E01003377,Aged 50 to 64 years,331
E01003377,Aged 65 years and over,115
E01003378,Aged 15 years and under,512
E01003378,Aged 16 to 24 years,247
E01003378,Aged 25 to 34 years,337
E01003378,Aged 35 to 49 years,572
E01003378,Aged 50 to 64 years,381
E01003378,Aged 65 years and over,192
E01003379,Aged 15 years and under,492
E01003379,Aged 16 to 24 years,212
E01003379,Aged 25 to 34 years,276
E01003379,Aged 35 to 49 years,490
E01003379,Aged 50 to 64 years,358
E01003379,Aged 65 years and over,197
E01003380,Aged 15 years and under,415
E01003380,Aged 16 to 24 years,84
E01003380,Aged 25 to 34 years,294
E01003380,Aged 35 to 49 years,493
E01003380,Aged 50 to 64 years,252
E01003380,Aged 65 years and over,204
E01003381,Aged 15 years and under,274
E01003381,Aged 16 to 24 years,75
E01003381,Aged 25 to 34 years,349
E01003381,Aged 35 to 49 years,481
E01003381,Aged 50 to 64 years,203
E01003381,Aged 65 years and over,187
E01003382,Aged 15 years and under,389
E01003382,Aged 16 to 24 years,103
E01003382,Aged 25 to 34 years,320
E01003382,Aged 35 to 49 years,538
E01003382,Aged 50 to 64 years,241
E01003382,Aged 65 years and over,192
E01003383,Aged 15 years and under,320
E01003383,Aged 16 to 24 years,127
E01003383,Aged 25 to 34 years,369
E01003383,Aged 35 to 49 years,465
E01003383,Aged 50 to 64 years,243
E01003383,Aged 65 years and over,123
E01003384,Aged 15 years and under,336
E01003384,Aged 16 to 24 years,114
E01003384,Aged 25 to 34 years,386
E01003384,Aged 35 to 49 years,487
E01003384,Aged 50 to 64 years,204
E01003384,Aged 65 years and over,156
E01003385,Aged 15 years and under,419
E01003385,Aged 16 to 24 years,113
E01003385,Aged 25 to 34 years,172
E01003385,Aged 35 to 49 years,462
E01003385,Aged 50 to 64 years,278
E01003385,Aged 65 years and over,189
E01003386,Aged 15 years and under,506
E01003386,Aged 16 to 24 years,251
E01003386,Aged 25 to 34 years,340
E01003386,Aged 35 to 49 years,597
