Lower layer Super Output Areas Code,Age (6 categories),Observation
E01004581,Aged 15 years and under,215
E01004581,Aged 16 to 24 years,188
E01004581,Aged 25 to 34 years,505
E01004581,Aged 35 to 49 years,382
E01004581,Aged 50 to 64 years,265
E01004581,Aged 65 years and over,226
E01004582,Aged 15 years and under,266
E01004582,Aged 16 to 24 years,205
E01004582,Aged 25 to 34 years,553
E01004582,Aged 35 to 49 years,407
E01004582,Aged 50 to 64 years,342
E01004582,Aged 65 years and over,426
E01004583,Aged 15 years and under,201
E01004583,Aged 16 to 24 years,103
E01004583,Aged 25 to 34 years,311
E01004583,Aged 35 to 49 years,345
E01004583,Aged 50 to 64 years,322
E01004583,Aged 65 years and over,430
E01004584,Aged 15 years and under,338
E01004584,Aged 16 to 24 years,182
E01004584,Aged 25 to 34 years,336
E01004584,Aged 35 to 49 years,405
E01004584,Aged 50 to 64 years,295
E01004584,Aged 65 years and over,171
E01004585,Aged 15 years and under,206
E01004585,Aged 16 to 24 years,218
E01004585,Aged 25 to 34 years,680
E01004585,Aged 35 to 49 years,310
E01004585,Aged 50 to 64 years,235
E01004585,Aged 65 years and over,175
E01004586,Aged 15 years and under,211
E01004586,Aged 16 to 24 years,208
E01004586,Aged 25 to 34 years,731
E01004586,Aged 35 to 49 years,405
E01004586,Aged 50 to 64 years,211
E01004586,Aged 65 years and over,130
E01004587,Aged 15 years and under,340
E01004587,Aged 16 to 24 years,158
E01004587,Aged 25 to 34 years,504
E01004587,Aged 35 to 49 years,429
E01004587,Aged 50 to 64 years,250
E01004587,Aged 65 years and over,139
E01004588,Aged 15 years and under,231
E01004588,Aged 16 to 24 years,201
E01004588,Aged 25 to 34 years,799
E01004588,Aged 35 to 49 years,365
E01004588,Aged 50 to 64 years,307
E01004588,Aged 65 years and over,112
E01004589,Aged 15 years and under,324
E01004589,Aged 16 to 24 years,186
E01004589,Aged 25 to 34 years,595
E01004589,Aged 35 to 49 years,407
E01004589,Aged 50 to 64 years,194
E01004589,Aged 65 years and over,91
E01004590,Aged 15 years and under,270
E01004590,Aged 16 to 24 years,193
E01004590,Aged 25 to 34 years,429
E01004590,Aged 35 to 49 years,366
E01004590,Aged 50 to 64 years,331
E01004590,Aged 65 years and over,261
E01004591,Aged 15 years and under,243
E01004591,Aged 16 to 24 years,219
E01004591,Aged 25 to 34 years,622
E01004591,Aged 35 to 49 years,395
E01004591,Aged 50 to 64 years,233
E01004591,Aged 65 years and over,188
E01004592,Aged 15 years and under,262
E01004592,Aged 16 to 24 years,147
E01004592,Aged 25 to 34 years,414
E01004592,Aged 35 to 49 years,370
E01004592,Aged 50 to 64 years,279
E01004592,Aged 65 years and over,215
E01004593,Aged 15 years and under,376
E01004593,Aged 16 to 24 years,148
E01004593,Aged 25 to 34 years,475
E01004593,Aged 35 to 49 years,497
E01004593,Aged 50 to 64 years,263
E01004593,Aged 65 years and over,177
E01004594,Aged 15 years and under,355
E01004594,Aged 16 to 24 years,143
E01004594,Aged 25 to 34 years,288
E01004594,Aged 35 to 49 years,427
E01004594,Aged 50 to 64 years,277
E01004594,Aged 65 years and over,211
E01004595,Aged 15 years and under,308
E01004595,Aged 16 to 24 years,103
E01004595,Aged 25 to 34 years,474
E01004595,Aged 35 to 49 years,501
E01004595,Aged 50 to 64 years,252
E01004595,Aged 65 years and over,161
E01004596,Aged 15 years and under,342
E01004596,Aged 16 to 24 years,122
E01004596,Aged 25 to 34 years,269
E01004596,Aged 35 to 49 years,427
E01004596,Aged 50 to 64 years,274
E01004596,Aged 65 years and over,181
E01004597,Aged 15 years and under,391
E01004597,Aged 16 to 24 years,136
E01004597,Aged 25 to 34 years,374
E01004597,Aged 35 to 49 years,486
E01004597,Aged 50 to 64 years,313
E01004597,Aged 65 years and over,190
E01004598,Aged 15 years and under,350
E01004598,Aged 16 to 24 years,124
E01004598,Aged 25 to 34 years,776
E01004598,Aged 35 to 49 years,601
E01004598,Aged 50 to 64 years,193
E01004598,Aged 65 years and over,104
E01004599,Aged 15 years and under,396
E01004599,Aged 16 to 24 years,84
E01004599,Aged 25 to 34 years,234
E01004599,Aged 35 to 49 years,419
E01004599,Aged 50 to 64 years,274
E01004599,Aged 65 years and over,159
E01004601,Aged 15 years and under,386
E01004601,Aged 16 to 24 years,178
E01004601,Aged 25 to 34 years,648
E01004601,Aged 35 to 49 years,688
E01004601,Aged 50 to 64 years,327
E01004601,Aged 65 years and over,237
E01004602,Aged 15 years and under,237
E01004602,Aged 16 to 24 years,139
E01004602,Aged 25 to 34 years,451
E01004602,Aged 35 to 49 years,367
E01004602,Aged 50 to 64 years,244
E01004602,Aged 65 years and over,210
E01004604,Aged 15 years and under,322
E01004604,Aged 16 to 24 years,127
E01004604,Aged 25 to 34 years,186
E01004604,Aged 35 to 49 years,340
E01004604,Aged 50 to 64 years,348
E01004604,Aged 65 years and over,239
E01004605,Aged 15 years and under,341
E01004605,Aged 16 to 24 years,146
E01004605,Aged 25 to 34 years,297
E01004605,Aged 35 to 49 years,438
E01004605,Aged 50 to 64 years,307
E01004605,Aged 65 years and over,292
E01004606,Aged 15 years and under,259
E01004606,Aged 16 to 24 years,108
E01004606,Aged 25 to 34 years,501
E01004606,Aged 35 to 49 years,446
E01004606,Aged 50 to 64 years,220
E01004606,Aged 65 years and over,139
E01004607,Aged 15 years and under,278
E01004607,Aged 16 to 24 years,139
E01004607,Aged 25 to 34 years,354
E01004607,Aged 35 to 49 years,345
E01004607,Aged 50 to 64 years,288
E01004607,Aged 65 years and over,223
E01004608,Aged 15 years and under,205
E01004608,Aged 16 to 24 years,209
E01004608,Aged 25 to 34 years,462
E01004608,Aged 35 to 49 years,351
E01004608,Aged 50 to 64 years,236
E01004608,Aged 65 years and over,206
E01004609,Aged 15 years and under,230
E01004609,Aged 16 to 24 years,221
E01004609,Aged 25 to 34 years,734
E01004609,Aged 35 to 49 years,495
E01004609,Aged 50 to 64 years,263
E01004609,Aged 65 years and over,193
E01004610,Aged 15 years and under,252
E01004610,Aged 16 to 24 years,216
E01004610,Aged 25 to 34 years,595
E01004610,Aged 35 to 49 years,405
E01004610,Aged 50 to 64 years,269
E01004610,Aged 65 years and over,245
E01004611,Aged 15 years and under,235
E01004611,Aged 16 to 24 years,173
E01004611,Aged 25 to 34 years,420
E01004611,Aged 35 to 49 years,314
E01004611,Aged 50 to 64 years,214
E01004611,Aged 65 years and over,190
E01004612,Aged 15 years and under,230
E01004612,Aged 16 to 24 years,264
E01004612,Aged 25 to 34 years,417
E01004612,Aged 35 to 49 years,298
E01004612,Aged 50 to 64 years,228
E01004612,Aged 65 years and over,166
E01004613,Aged 15 years and under,285
E01004613,Aged 16 to 24 years,233
E01004613,Aged 25 to 34 years,422
E01004613,Aged 35 to 49 years,378
E01004613,Aged 50 to 64 years,209
E01004613,Aged 65 years and over,166
E01004614,Aged 15 years and under,259
E01004614,Aged 16 to 24 years,258
E01004614,Aged 25 to 34 years,545
E01004614,Aged 35 to 49 years,468
E01004614,Aged 50 to 64 years,284
E01004614,Aged 65 years and over,157
E01004615,Aged 15 years and under,352
E01004615,Aged 16 to 24 years,180
E01004615,Aged 25 to 34 years,321
E01004615,Aged 35 to 49 years,343
E01004615,Aged 50 to 64 years,292
E01004615,Aged 65 years and over,156
E01004616,Aged 15 years and under,219
E01004616,Aged 16 to 24 years,235
E01004616,Aged 25 to 34 years,713
E01004616,Aged 35 to 49 years,424
E01004616,Aged 50 to 64 years,186
E01004616,Aged 65 years and over,119
E01004617,Aged 15 years and under,223
E01004617,Aged 16 to 24 years,473
E01004617,Aged 25 to 34 years,551
E01004617,Aged 35 to 49 years,364
E01004617,Aged 50 to 64 years,180
E01004617,Aged 65 years and over,120
E01004618,Aged 15 years and under,244
E01004618,Aged 16 to 24 years,179
E01004618,Aged 25 to 34 years,377
E01004618,Aged 35 to 49 years,311
E01004618,Aged 50 to 64 years,199
E01004618,Aged 65 years and over,200
E01004619,Aged 15 years and under,296
E01004619,Aged 16 to 24 years,134
E01004619,Aged 25 to 34 years,207
E01004619,Aged 35 to 49 years,298
E01004619,Aged 50 to 64 years,318
E01004619,Aged 65 years and over,104
E01004620,Aged 15 years and under,341
E01004620,Aged 16 to 24 years,173
E01004620,Aged 25 to 34 years,397
E01004620,Aged 35 to 49 years,411
E01004620,Aged 50 to 64 years,234
E01004620,Aged 65 years and over,140
E01004621,Aged 15 years and under,312
E01004621,Aged 16 to 24 years,155
E01004621,Aged 25 to 34 years,403
E01004621,Aged 35 to 49 years,384
E01004621,Aged 50 to 64 years,297
E01004621,Aged 65 years and over,168
E01004622,Aged 15 years and under,167
E01004622,Aged 16 to 24 years,182
E01004622,Aged 25 to 34 years,597
E01004622,Aged 35 to 49 years,549
E01004622,Aged 50 to 64 years,232
E01004622,Aged 65 years and over,119
E01004623,Aged 15 years and under,346
E01004623,Aged 16 to 24 years,140
E01004623,Aged 25 to 34 years,484
E01004623,Aged 35 to 49 years,420
E01004623,Aged 50 to 64 years,227
E01004623,Aged 65 years and over,154
E01004624,Aged 15 years and under,277
E01004624,Aged 16 to 24 years,156
E01004624,Aged 25 to 34 years,377
E01004624,Aged 35 to 49 years,341
E01004624,Aged 50 to 64 years,263
E01004624,Aged 65 years and over,160
E01004625,Aged 15 years and under,306
E01004625,Aged 16 to 24 years,95
E01004625,Aged 25 to 34 years,106
E01004625,Aged 35 to 49 years,280
E01004625,Aged 50 to 64 years,292
E01004625,Aged 65 years and over,237
E01004626,Aged 15 years and under,337
E01004626,Aged 16 to 24 years,122
E01004626,Aged 25 to 34 years,423
E01004626,Aged 35 to 49 years,423
E01004626,Aged 50 to 64 years,317
E01004626,Aged 65 years and over,224
E01004627,Aged 15 years and under,346
E01004627,Aged 16 to 24 years,125
E01004627,Aged 25 to 34 years,316
E01004627,Aged 35 to 49 years,377
E01004627,Aged 50 to 64 years,271
E01004627,Aged 65 years and over,150
E01004628,Aged 15 years and under,389
E01004628,Aged 16 to 24 years,199
E01004628,Aged 25 to 34 years,469
E01004628,Aged 35 to 49 years,646
E01004628,Aged 50 to 64 years,419
E01004628,Aged 65 years and over,218
E01004629,Aged 15 years and under,298
E01004629,Aged 16 to 24 years,148
E01004629,Aged 25 to 34 years,212
E01004629,Aged 35 to 49 years,375
E01004629,Aged 50 to 64 years,294
E01004629,Aged 65 years and over,265
E01004630,Aged 15 years and under,408
E01004630,Aged 16 to 24 years,225
E01004630,Aged 25 to 34 years,288
E01004630,Aged 35 to 49 years,389
E01004630,Aged 50 to 64 years,278
E01004630,Aged 65 years and over,170
E01004631,Aged 15 years and under,358
E01004631,Aged 16 to 24 years,202
E01004631,Aged 25 to 34 years,415
E01004631,Aged 35 to 49 years,452
E01004631,Aged 50 to 64 years,280
E01004631,Aged 65 years and over,177
E01004632,Aged 15 years and under,287
E01004632,Aged 16 to 24 years,157
E01004632,Aged 25 to 34 years,295
E01004632,Aged 35 to 49 years,334
E01004632,Aged 50 to 64 years,282
E01004632,Aged 65 years and over,160
E01004633,Aged 15 years and under,383
E01004633,Aged 16 to 24 years,231
E01004633,Aged 25 to 34 years,307
E01004633,Aged 35 to 49 years,340
E01004633,Aged 50 to 64 years,252
E01004633,Aged 65 years and over,142
E01004634,Aged 15 years and under,245
E01004634,Aged 16 to 24 years,121
E01004634,Aged 25 to 34 years,338
E01004634,Aged 35 to 49 years,375
E01004634,Aged 50 to 64 years,204
E01004634,Aged 65 years and over,199
E01004635,Aged 15 years and under,297
E01004635,Aged 16 to 24 years,182
E01004635,Aged 25 to 34 years,316
E01004635,Aged 35 to 49 years,429
E01004635,Aged 50 to 64 years,237
E01004635,Aged 65 years and over,200
E01004636,Aged 15 years and under,277
E01004636,Aged 16 to 24 years,134
E01004636,Aged 25 to 34 years,234
E01004636,Aged 35 to 49 years,402
E01004636,Aged 50 to 64 years,249
E01004636,Aged 65 years and over,168
E01004637,Aged 15 years and under,256
E01004637,Aged 16 to 24 years,160
E01004637,Aged 25 to 34 years,263
E01004637,Aged 35 to 49 years,394
E01004637,Aged 50 to 64 years,234
E01004637,Aged 65 years and over,158
E01004638,Aged 15 years and under,263
E01004638,Aged 16 to 24 years,150
E01004638,Aged 25 to 34 years,117
E01004638,Aged 35 to 49 years,253
E01004638,Aged 50 to 64 years,331
E01004638,Aged 65 years and over,261
E01004639,Aged 15 years and under,264
E01004639,Aged 16 to 24 years,142
E01004639,Aged 25 to 34 years,389
E01004639,Aged 35 to 49 years,406
E01004639,Aged 50 to 64 years,292
E01004639,Aged 65 years and over,217
E01004640,Aged 15 years and under,258
E01004640,Aged 16 to 24 years,134
E01004640,Aged 25 to 34 years,361
E01004640,Aged 35 to 49 years,392
E01004640,Aged 50 to 64 years,307
E01004640,Aged 65 years and over,226
E01004641,Aged 15 years and under,324
E01004641,Aged 16 to 24 years,180
E01004641,Aged 25 to 34 years,292
E01004641,Aged 35 to 49 years,416
E01004641,Aged 50 to 64 years,371
E01004641,Aged 65 years and over,305
E01004642,Aged 15 years and under,423
E01004642,Aged 16 to 24 years,205
E01004642,Aged 25 to 34 years,363
E01004642,Aged 35 to 49 years,543
E01004642,Aged 50 to 64 years,326
E01004642,Aged 65 years and over,250
E01004643,Aged 15 years and under,516
E01004643,Aged 16 to 24 years,193
E01004643,Aged 25 to 34 years,431
E01004643,Aged 35 to 49 years,605
E01004643,Aged 50 to 64 years,346
E01004643,Aged 65 years and over,259
E01004644,Aged 15 years and under,443
E01004644,Aged 16 to 24 years,256
E01004644,Aged 25 to 34 years,357
E01004644,Aged 35 to 49 years,668
E01004644,Aged 50 to 64 years,443
E01004644,Aged 65 years and over,341
E01004645,Aged 15 years and under,446
E01004645,Aged 16 to 24 years,232
E01004645,Aged 25 to 34 years,316
E01004645,Aged 35 to 49 years,485
E01004645,Aged 50 to 64 years,322
E01004645,Aged 65 years and over,316
E01004646,Aged 15 years and under,319
E01004646,Aged 16 to 24 years,292
E01004646,Aged 25 to 34 years,174
E01004646,Aged 35 to 49 years,318
E01004646,Aged 50 to 64 years,407
E01004646,Aged 65 years and over,213
E01004647,Aged 15 years and under,233
E01004647,Aged 16 to 24 years,108
E01004647,Aged 25 to 34 years,255
E01004647,Aged 35 to 49 years,299
E01004647,Aged 50 to 64 years,270
E01004647,Aged 65 years and over,227
E01004648,Aged 15 years and under,408
E01004648,Aged 16 to 24 years,207
E01004648,Aged 25 to 34 years,513
E01004648,Aged 35 to 49 years,585
E01004648,Aged 50 to 64 years,371
E01004648,Aged 65 years and over,237
E01004649,Aged 15 years and under,281
E01004649,Aged 16 to 24 years,133
E01004649,Aged 25 to 34 years,223
E01004649,Aged 35 to 49 years,333
E01004649,Aged 50 to 64 years,216
E01004649,Aged 65 years and over,222
E01004650,Aged 15 years and under,294
E01004650,Aged 16 to 24 years,147
E01004650,Aged 25 to 34 years,368
E01004650,Aged 35 to 49 years,460
E01004650,Aged 50 to 64 years,285
E01004650,Aged 65 years and over,261
E01004651,Aged 15 years and under,214
E01004651,Aged 16 to 24 years,126
E01004651,Aged 25 to 34 years,471
E01004651,Aged 35 to 49 years,469
E01004651,Aged 50 to 64 years,236
E01004651,Aged 65 years and over,258
E01004652,Aged 15 years and under,146
E01004652,Aged 16 to 24 years,210
E01004652,Aged 25 to 34 years,507
E01004652,Aged 35 to 49 years,390
E01004652,Aged 50 to 64 years,188
E01004652,Aged 65 years and over,174
E01004653,Aged 15 years and under,243
E01004653,Aged 16 to 24 years,206
E01004653,Aged 25 to 34 years,403
E01004653,Aged 35 to 49 years,513
E01004653,Aged 50 to 64 years,341
E01004653,Aged 65 years and over,250
E01004654,Aged 15 years and under,288
E01004654,Aged 16 to 24 years,213
E01004654,Aged 25 to 34 years,668
E01004654,Aged 35 to 49 years,629
E01004654,Aged 50 to 64 years,418
E01004654,Aged 65 years and over,230
E01004656,Aged 15 years and under,221
E01004656,Aged 16 to 24 years,251
E01004656,Aged 25 to 34 years,499
E01004656,Aged 35 to 49 years,469
E01004656,Aged 50 to 64 years,314
E01004656,Aged 65 years and over,214
E01004657,Aged 15 years and under,112
E01004657,Aged 16 to 24 years,97
E01004657,Aged 25 to 34 years,309
E01004657,Aged 35 to 49 years,320
E01004657,Aged 50 to 64 years,213
E01004657,Aged 65 years and over,163
E01004658,Aged 15 years and under,126
E01004658,Aged 16 to 24 years,351
E01004658,Aged 25 to 34 years,428
E01004658,Aged 35 to 49 years,355
E01004658,Aged 50 to 64 years,164
E01004658,Aged 65 years and over,101
E01004659,Aged 15 years and under,120
E01004659,Aged 16 to 24 years,228
E01004659,Aged 25 to 34 years,597
E01004659,Aged 35 to 49 years,292
E01004659,Aged 50 to 64 years,206
E01004659,Aged 65 years and over,187
E01004660,Aged 15 years and under,187
E01004660,Aged 16 to 24 years,221
E01004660,Aged 25 to 34 years,297
E01004660,Aged 35 to 49 years,299
E01004660,Aged 50 to 64 years,218
E01004660,Aged 65 years and over,209
E01004661,Aged 15 years and under,225
E01004661,Aged 16 to 24 years,321
E01004661,Aged 25 to 34 years,526
E01004661,Aged 35 to 49 years,467
E01004661,Aged 50 to 64 years,269
E01004661,Aged 65 years and over,190
E01004662,Aged 15 years and under,111
E01004662,Aged 16 to 24 years,154
E01004662,Aged 25 to 34 years,442
E01004662,Aged 35 to 49 years,268
E01004662,Aged 50 to 64 years,193
E01004662,Aged 65 years and over,151
E01004663,Aged 15 years and under,151
E01004663,Aged 16 to 24 years,178
E01004663,Aged 25 to 34 years,300
E01004663,Aged 35 to 49 years,274
E01004663,Aged 50 to 64 years,310
E01004663,Aged 65 years and over,204
E01004665,Aged 15 years and under,279
E01004665,Aged 16 to 24 years,205
E01004665,Aged 25 to 34 years,246
E01004665,Aged 35 to 49 years,255
E01004665,Aged 50 to 64 years,285
E01004665,Aged 65 years and over,183
E01004668,Aged 15 years and under,225
E01004668,Aged 16 to 24 years,216
E01004668,Aged 25 to 34 years,268
E01004668,Aged 35 to 49 years,276
E01004668,Aged 50 to 64 years,243
E01004668,Aged 65 years and over,194
E01004669,Aged 15 years and under,297
E01004669,Aged 16 to 24 years,255
E01004669,Aged 25 to 34 years,317
E01004669,Aged 35 to 49 years,320
E01004669,Aged 50 to 64 years,332
E01004669,Aged 65 years and over,204
E01004670,Aged 15 years and under,494
E01004670,Aged 16 to 24 years,479
E01004670,Aged 25 to 34 years,407
E01004670,Aged 35 to 49 years,440
E01004670,Aged 50 to 64 years,482
E01004670,Aged 65 years and over,410
E01004674,Aged 15 years and under,298
E01004674,Aged 16 to 24 years,256
E01004674,Aged 25 to 34 years,332
E01004674,Aged 35 to 49 years,365
E01004674,Aged 50 to 64 years,422
E01004674,Aged 65 years and over,228
E01004675,Aged 15 years and under,368
E01004675,Aged 16 to 24 years,305
E01004675,Aged 25 to 34 years,474
E01004675,Aged 35 to 49 years,507
E01004675,Aged 50 to 64 years,436
E01004675,Aged 65 years and over,262
E01004676,Aged 15 years and under,208
E01004676,Aged 16 to 24 years,146
